Gene	Uniprot	Biotype	Chr	Cytoband	Druggable	Cancer_Gene_Census	Oncogene	Tumor_suppressor	CNV_log2_ratios	CNV_type	CNV_max_abs_log2	SV	RNA_raw_count	RNA_TPM	RNA_z_score	Variant	Variant_Chr_Pos	Actionable	Variant_Impact	DNA_Tumor_VAF	DNA_Tumor_DP	DNA_Normal_VAF	DNA_Normal_DP	RNA_Tumor_VAF	RNA_Tumor_DP	Tier	Drugs	CNV_log2_adj	CNV_copies	CNV_log2_max_adj	CNV_max_copies
FAM212A	-	protein_coding	3	p21.31	-	-	-	-	0.002	largescale	0.002	-	173	15.717	-0.206	-	-	-	-	-	-	-	-	-	-	-	-	0.013	2.018	0.013	2.018
CHST9	-	protein_coding	18	q11.2	-	-	-	-	-0.008	largescale	-0.008	-	113	4.503	-0.524	-	-	-	-	-	-	-	-	-	-	-	-	-0.054	1.926	-0.054	1.926
CHST8	-	protein_coding	19	q13.11	-	-	-	-	0.088	largescale	0.088	-	217	6.720	-0.152	-	-	-	-	-	-	-	-	-	-	-	-	0.505	2.839	0.505	2.839
CHST1	-	protein_coding	11	p11.2	-	-	-	-	-0.000	largescale	-0.0	-	150	4.075	-1.796	-	-	-	-	-	-	-	-	-	-	-	-	0.000	2.000	0.000	2.000
TTTY25P	-	pseudogene	Y	q11.223	-	-	-	-	0.163	largescale	0.163	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	NA	NA	NA	NA
CHST3	-	protein_coding	10	q22.1	-	-	-	-	-0.129	largescale	-0.129	-	541	7.334	-1.340	-	-	-	-	-	-	-	-	-	-	-	-	-1.218	0.860	-1.218	0.860
CHST2	-	protein_coding	3	q24	-	-	-	-	0.010	largescale	0.01	-	3556	95.289	0.592	-	-	-	-	-	-	-	-	-	-	-	-	0.065	2.093	0.065	2.093
CHST5	-	protein_coding	16	q23.1	-	-	-	-	0.013	focal	0.013	-	11	0.313	-	-	-	-	-	-	-	-	-	-	-	-	-	0.085	2.121	0.085	2.121
CHST4	-	protein_coding	16	q22.2	-	-	-	-	-0.037	focal	-0.037	-	16	0.583	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.267	1.662	-0.267	1.662
CHST7	-	protein_coding	X	p11.23	-	-	-	-	-0.029	largescale	-0.029	-	333	13.746	-0.103	-	-	-	-	-	-	-	-	-	-	-	-	-0.205	1.735	-0.205	1.735
CHST6	-	protein_coding	16	q23.1	-	-	-	-	0.013	focal	0.013	-	113	3.077	-1.003	-	-	-	-	-	-	-	-	-	-	-	-	0.085	2.121	0.085	2.121
ITGAX	P20702	protein_coding	16	p11.2	-	-	-	-	0.011	largescale	0.011	-	20377	294.707	1.596	-	-	-	-	-	-	-	-	-	-	-	-	0.072	2.102	0.072	2.102
RPS4XP3	-	pseudogene	20	q13.31	-	-	-	-	0.008	largescale	0.008	-	7	1.601	-	-	-	-	-	-	-	-	-	-	-	-	-	0.053	2.074	0.053	2.074
RNA5SP356	-	rRNA	12	p11.22	-	-	-	-	0.015	largescale	0.015	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.097	2.139	0.097	2.139
RPS4XP6	-	pseudogene	5	p13.2	-	-	-	-	-0.015	largescale	-0.015	-	18	2.134	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.103	1.862	-0.103	1.862
RPS4XP7	-	pseudogene	6	p23	-	-	-	-	0.032	largescale	0.032	-	3	0.363	-	-	-	-	-	-	-	-	-	-	-	-	-	0.201	2.299	0.201	2.299
RPS4XP4	-	pseudogene	1	p36.12	-	-	-	-	0.031	largescale	0.031	-	6	0.743	-	-	-	-	-	-	-	-	-	-	-	-	-	0.195	2.290	0.195	2.290
BCL2A1	Q16548	protein_coding	15	q25.1	-	-	-	-	-0.101	focal	-0.101	-	1071	92.923	1.284	-	-	-	-	-	-	-	-	-	-	-	-	-0.864	1.098	-0.864	1.098
RPS4XP8	-	pseudogene	6	q25.2	-	-	-	-	0.002	largescale	0.002	-	17	2.083	-	-	-	-	-	-	-	-	-	-	-	-	-	0.013	2.018	0.013	2.018
RPS4XP9	-	pseudogene	6	q22.32	-	-	-	-	0.002	largescale	0.002	-	7	0.848	-	-	-	-	-	-	-	-	-	-	-	-	-	0.013	2.018	0.013	2.018
RNU4-76P	-	snRNA	6	q22.31	-	-	-	-	0.002	largescale	0.002	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.013	2.018	0.013	2.018
ITGAV	P06756	protein_coding	2	q32.1	yes	-	-	-	0.005	largescale	0.005	-	34815	400.621	0.209	-	-	-	-	-	-	-	-	-	-	-	CILENGITIDE	0.033	2.046	0.033	2.046
ITGAL	P20701	protein_coding	16	p11.2	-	-	-	-	0.011	largescale	0.011	-	1270	18.541	-0.079	-	-	-	-	-	-	-	-	-	-	-	-	0.072	2.102	0.072	2.102
ITGAM	P11215	protein_coding	16	p11.2	-	-	-	-	0.011	largescale	0.011	-	8573	142.987	1.033	-	-	-	-	-	-	-	-	-	-	-	-	0.072	2.102	0.072	2.102
ITGAD	Q13349	protein_coding	16	p11.2	-	-	-	-	0.011	largescale	0.011	-	545	11.674	-	-	-	-	-	-	-	-	-	-	-	-	-	0.072	2.102	0.072	2.102
ITGAE	P38570	protein_coding	17	p13.2	-	-	-	-	0.004	largescale	0.004	-	612	8.686	0.718	-	-	-	-	-	-	-	-	-	-	-	-	0.026	2.037	0.026	2.037
ATP1B3-AS1	-	antisense	3	q23	-	-	-	-	0.010	largescale	0.01	-	1	0.251	-	-	-	-	-	-	-	-	-	-	-	-	-	0.065	2.093	0.065	2.093
IGF2R	P11717	protein_coding	6	q25.3	-	-	-	-	0.002	largescale	0.002	-	23653	224.428	0.748	-	-	-	-	-	-	-	-	-	-	-	-	0.013	2.018	0.013	2.018
SLC36A4	-	protein_coding	11	q21	-	-	-	-	-0.000	largescale	-0.0	-	821	8.013	0.921	-	-	-	-	-	-	-	-	-	-	-	-	0.000	2.000	0.000	2.000
SLC36A3	-	protein_coding	5	q33.1	-	-	-	-	-0.001	largescale	-0.001	-	41	0.847	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.007	1.991	-0.007	1.991
CKS1B	P61024	protein_coding	5	q12.1,q21.3	-	-	-	-	0.008,-0.015	largescale,largescale	-0.015	-	1	0.394	-0.412	-	-	-	-	-	-	-	-	-	-	-	-	0.053,-0.103	2.074,1.862	-0.103	1.862
SLC36A1	Q7Z2H8	protein_coding	5	q33.1	-	-	-	-	-0.001	largescale	-0.001	-	1522	20.398	1.004	-	-	-	-	-	-	-	-	-	-	-	-	-0.007	1.991	-0.007	1.991
ARTN	-	protein_coding	1	p34.1	-	-	-	-	0.008	largescale	0.008	-	93	3.306	0.819	-	-	-	-	-	-	-	-	-	-	-	-	0.053	2.074	0.053	2.074
ART1	P52961	protein_coding	11	p15.4	-	-	-	-	-0.000	largescale	-0.0	-	112	7.214	-	-	-	-	-	-	-	-	-	-	-	-	-	0.000	2.000	0.000	2.000
ART3	-	protein_coding	4	q21.1	-	-	-	-	-0.009	largescale	-0.009	-	277	7.984	0.267	-	-	-	-	-	-	-	-	-	-	-	-	-0.061	1.917	-0.061	1.917
ART5	-	protein_coding	11	p15.4	-	-	-	-	-0.000	largescale	-0.0	-	31	1.732	-	-	-	-	-	-	-	-	-	-	-	-	-	0.000	2.000	0.000	2.000
ART4	-	protein_coding	12	p12.3	-	-	-	-	0.015	largescale	0.015	-	18	0.326	-	T21M	12:14995986	-	MODERATE	8.989	89	0.000	32	0.000	2	5	-	0.097	2.139	0.097	2.139
CRTAM	-	protein_coding	11	q24.1	-	-	-	-	-0.000	largescale	-0.0	-	94	3.320	-	-	-	-	-	-	-	-	-	-	-	-	-	0.000	2.000	0.000	2.000
DPYD-IT1	-	sense_intronic	1	p21.3	-	-	-	-	0.008	largescale	0.008	-	2	0.471	-	-	-	-	-	-	-	-	-	-	-	-	-	0.053	2.074	0.053	2.074
CADPS2	-	protein_coding	7	q31.32	-	-	-	-	0.109	largescale	0.109	-	237	3.519	-0.865	-	-	-	-	-	-	-	-	-	-	-	-	0.607	3.046	0.607	3.046
RLF	-	protein_coding	1	p34.2	-	-	-	-	0.008	largescale	0.008	-	9348	141.410	0.481	-	-	-	-	-	-	-	-	-	-	-	-	0.053	2.074	0.053	2.074
RNU6-590P	-	snRNA	12	p13.1	-	-	-	-	0.015	largescale	0.015	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.097	2.139	0.097	2.139
RNVU1-11	-	snRNA	1	q21.2	-	-	-	-	0.008	largescale	0.008	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.053	2.074	0.053	2.074
CRTAP	-	protein_coding	3	p22.3	-	-	-	-	0.002	largescale	0.002	-	3991	56.324	0.564	-	-	-	-	-	-	-	-	-	-	-	-	0.013	2.018	0.013	2.018
ADPGK	-	protein_coding	15	q24.1	-	-	-	-	-0.101	focal	-0.101	-	1073	17.094	0.779	-	-	-	-	-	-	-	-	-	-	-	-	-0.864	1.098	-0.864	1.098
HPYR1	-	lincRNA	8	q24.22	-	-	-	-	-0.003	largescale	-0.003	-	2	0.192	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.020	1.972	-0.020	1.972
CPEB4	-	protein_coding	5	q35.2	-	-	-	-	-0.001	largescale	-0.001	-	5737	52.771	-0.911	-	-	-	-	-	-	-	-	-	-	-	-	-0.007	1.991	-0.007	1.991
CPEB1	-	protein_coding	15	q25.2	-	-	-	-	-0.101	focal	-0.101	-	87	1.001	-0.468	-	-	-	-	-	-	-	-	-	-	-	-	-0.864	1.098	-0.864	1.098
CPEB3	-	protein_coding	10	q23.32	-	-	-	-	-0.129	largescale	-0.129	-	363	4.344	-0.457	-	-	-	-	-	-	-	-	-	-	-	-	-1.218	0.860	-1.218	0.860
CPEB2	-	protein_coding	4	p15.33	-	-	-	-	-0.009	largescale	-0.009	-	3220	42.391	-0.335	-	-	-	-	-	-	-	-	-	-	-	-	-0.061	1.917	-0.061	1.917
SRBD1	-	protein_coding	2	p21	-	-	-	-	0.005	largescale	0.005	-	1130	21.163	-0.374	-	-	-	-	-	-	-	-	-	-	-	-	0.033	2.046	0.033	2.046
ABAT	P80404	protein_coding	16	p13.2	-	-	-	-	0.011	largescale	0.011	-	3325	32.242	-0.691	-	-	-	-	-	-	-	-	-	-	-	-	0.072	2.102	0.072	2.102
POU5F1B	-	protein_coding	8	q24.21	-	-	-	-	-0.003	largescale	-0.003	-	91	1.605	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.020	1.972	-0.020	1.972
PHOX2A	-	protein_coding	11	q13.4	-	-	-	-	-0.000	largescale	-0.0	-	11	0.583	-	-	-	-	-	-	-	-	-	-	-	-	-	0.000	2.000	0.000	2.000
OR4A44P	-	pseudogene	11	p11.2	-	-	-	-	-0.000	largescale	-0.0	-	10	0.997	-	-	-	-	-	-	-	-	-	-	-	-	-	0.000	2.000	0.000	2.000
PHOX2B	-	protein_coding	4	p13	-	yes	-	-	-0.009	largescale	-0.009	-	26	0.795	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.061	1.917	-0.061	1.917
NLRP14	-	protein_coding	11	p15.4	-	-	-	-	-0.000	largescale	-0.0	-	455	11.850	-	-	-	-	-	-	-	-	-	-	-	-	-	0.000	2.000	0.000	2.000
UPK2	-	protein_coding	11	q23.3	-	-	-	-	-0.000	largescale	-0.0	-	85	7.262	-	-	-	-	-	-	-	-	-	-	-	-	-	0.000	2.000	0.000	2.000
CFH	-	protein_coding	1	q31.3	-	-	-	-	0.008	largescale	0.008	-	6195	71.873	-0.161	-	-	-	-	-	-	-	-	-	-	-	-	0.053	2.074	0.053	2.074
CFI	P05156	protein_coding	4	q25	-	-	-	-	-0.009	largescale	-0.009	-	1493	36.423	-0.284	-	-	-	-	-	-	-	-	-	-	-	-	-0.061	1.917	-0.061	1.917
ANKFY1	-	protein_coding	17	p13.2	-	-	-	-	0.004	largescale	0.004	-	1915	12.813	-0.715	-	-	-	-	-	-	-	-	-	-	-	-	0.026	2.037	0.026	2.037
RNU6-347P	-	snRNA	20	q13.2	-	-	-	-	0.008	largescale	0.008	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.053	2.074	0.053	2.074
CFB	P00751	protein_coding	6	p21.33	-	-	-	-	0.080	focal	0.08	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.465	2.760	0.465	2.760
TPT1-AS1	-	antisense	13	q14.13	-	-	-	-	-0.014	largescale	-0.014	-	190	2.117	0.155	-	-	-	-	-	-	-	-	-	-	-	-	-0.096	1.871	-0.096	1.871
CFP	-	protein_coding	X	p11.23	-	-	-	-	-0.029	largescale	-0.029	-	235	4.852	1.128	-	-	-	-	-	-	-	-	-	-	-	-	-0.205	1.735	-0.205	1.735
RNU5B-1	-	snRNA	15	q22.31	-	-	-	-	-0.116	largescale	-0.116	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-1.044	0.970	-1.044	0.970
AAAS	-	protein_coding	12	q13.13	-	-	-	-	-0.127	focal	-0.127	-	433	9.887	-1.543	-	-	-	-	-	-	-	-	-	-	-	-	-1.190	0.876	-1.190	0.876
RNU6-767P	-	snRNA	17	p11.2	-	-	-	-	0.004	largescale	0.004	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.026	2.037	0.026	2.037
SIDT1	-	protein_coding	3	q13.2	-	-	-	-	0.010	largescale	0.01	-	524	6.134	-0.312	-	-	-	-	-	-	-	-	-	-	-	-	0.065	2.093	0.065	2.093
SIDT2	-	protein_coding	11	q23.3	-	-	-	-	-0.000	largescale	-0.0	-	5078	52.952	0.183	-	-	-	-	-	-	-	-	-	-	-	-	0.000	2.000	0.000	2.000
SAGE1	-	protein_coding	X	q26.3	-	-	-	-	-0.029	largescale	-0.029	-	8	0.244	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.205	1.735	-0.205	1.735
TGIF2LX	-	protein_coding	X	q21.31	-	-	-	-	-0.029	largescale	-0.029	-	181	17.068	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.205	1.735	-0.205	1.735
AAGAB	-	protein_coding	15	q22.33,q23	-	-	-	-	0.052	focal	0.052	-	503	12.399	-0.714	-	-	-	-	-	-	-	-	-	-	-	-	0.316	2.489	0.316	2.489
C4orf19	-	protein_coding	4	p14	-	-	-	-	-0.009	largescale	-0.009	-	131	4.468	-1.346	-	-	-	-	-	-	-	-	-	-	-	-	-0.061	1.917	-0.061	1.917
SLC7A6OS	-	protein_coding	16	q22.1	-	-	-	-	-0.037	focal	-0.037	-	523	9.527	0.609	-	-	-	-	-	-	-	-	-	-	-	-	-0.267	1.662	-0.267	1.662
C4orf17	-	protein_coding	4	q23	-	-	-	-	-0.009	largescale	-0.009	-	128	3.709	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.061	1.917	-0.061	1.917
CDH26	-	protein_coding	20	q13.33	-	-	-	-	0.008	largescale	0.008	-	651	10.681	0.607	-	-	-	-	-	-	-	-	-	-	-	-	0.053	2.074	0.053	2.074
EIF3EP2	-	pseudogene	2	q24.2	-	-	-	-	0.005	largescale	0.005	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.033	2.046	0.033	2.046
EIF3EP1	-	pseudogene	6	q13	-	-	-	-	0.002	largescale	0.002	-	71	5.098	-0.134	-	-	-	-	-	-	-	-	-	-	-	-	0.013	2.018	0.013	2.018
RNU6-67P	-	snRNA	13	q31.1	-	-	-	-	-0.014	largescale	-0.014	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.096	1.871	-0.096	1.871
SCYL1	-	protein_coding	11	q13.1	-	-	-	-	-0.000	largescale	-0.0	-	6183	136.432	1.483	-	-	-	-	-	-	-	-	-	-	-	-	0.000	2.000	0.000	2.000
IGLVI-38	-	IG_V_pseudogene	22	q11.22	-	-	-	-	0.015	largescale	0.015	-	1	0.245	-	-	-	-	-	-	-	-	-	-	-	-	-	0.097	2.139	0.097	2.139
NBEAP1	-	pseudogene	15	q11.2	-	-	-	-	-0.046	focal	-0.046	-	102	2.612	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.339	1.582	-0.339	1.582
NBEAP3	-	pseudogene	22	q11.1	-	-	-	-	0.015	largescale	0.015	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.097	2.139	0.097	2.139
RFPL4AL1	-	protein_coding	19	q13.42	-	-	-	-	0.002	focal	0.002	-	81	8.429	-	-	-	-	-	-	-	-	-	-	-	-	-	0.013	2.018	0.013	2.018
RNU6ATAC39P	-	snRNA	10	p13	-	-	-	-	-0.129	largescale	-0.129	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-1.218	0.860	-1.218	0.860
ABCE1	P61221	protein_coding	4	q31.21	-	-	-	-	-0.009	largescale	-0.009	-	7153	107.877	0.854	-	-	-	-	-	-	-	-	-	-	-	-	-0.061	1.917	-0.061	1.917
TEN1-CDK3	-	processed_transcript	17	q25.1	-	-	-	-	0.004	largescale	0.004	-	97	2.351	0.386	-	-	-	-	-	-	-	-	-	-	-	-	0.026	2.037	0.026	2.037
ZNF197-AS1	-	antisense	3	p21.31	-	-	-	-	0.002	largescale	0.002	-	11	1.668	0.207	-	-	-	-	-	-	-	-	-	-	-	-	0.013	2.018	0.013	2.018
MKRN2OS	-	protein_coding	3	p25.2	-	-	-	-	0.002	largescale	0.002	-	16	0.827	-	-	-	-	-	-	-	-	-	-	-	-	-	0.013	2.018	0.013	2.018
MSL3P1	-	pseudogene	2	q37.1	-	-	-	-	0.005	largescale	0.005	-	147	6.097	0.432	-	-	-	-	-	-	-	-	-	-	-	-	0.033	2.046	0.033	2.046
NCBP2-AS1	-	antisense	3	q29	-	-	-	-	0.010	largescale	0.01	-	58	9.751	-	-	-	-	-	-	-	-	-	-	-	-	-	0.065	2.093	0.065	2.093
SNORD115-1	-	snoRNA	15	q11.2	-	-	-	-	-0.046	focal	-0.046	-	28	32.263	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.339	1.582	-0.339	1.582
NCBP2-AS2	-	lincRNA	3	q29	-	-	-	-	0.010	largescale	0.01	-	193	19.864	0.280	-	-	-	-	-	-	-	-	-	-	-	-	0.065	2.093	0.065	2.093
MDC1-AS1	-	antisense	6	p21.33	-	-	-	-	0.080	focal	0.08	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.465	2.760	0.465	2.760
SPPL2A	-	protein_coding	15	q21.2	-	-	-	-	-0.116	largescale	-0.116	-	629	19.165	0.050	-	-	-	-	-	-	-	-	-	-	-	-	-1.044	0.970	-1.044	0.970
RNU6-163P	-	snRNA	10	p15.1	-	-	-	-	-0.129	largescale	-0.129	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-1.218	0.860	-1.218	0.860
ZNF117	-	protein_coding	7	q11.21	-	-	-	-	0.110	largescale	0.11	-	9819	206.994	0.287	-	-	-	-	-	-	-	-	-	-	-	-	0.612	3.056	0.612	3.056
ZNF114	-	protein_coding	19	q13.33	-	-	-	-	0.002	focal	0.002	-	653	19.987	0.687	-	-	-	-	-	-	-	-	-	-	-	-	0.013	2.018	0.013	2.018
ZNF112	-	protein_coding	19	q13.31	-	-	-	-	0.002	focal	0.002	-	2080	51.073	0.849	-	-	-	-	-	-	-	-	-	-	-	-	0.013	2.018	0.013	2.018
SEZ6L	-	protein_coding	22	q12.1	-	-	-	-	0.015	largescale	0.015	-	1112	14.691	-0.860	-	-	-	-	-	-	-	-	-	-	-	-	0.097	2.139	0.097	2.139
FAM197Y7P	-	antisense	Y	p11.2	-	-	-	-	0.163	largescale	0.163	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	NA	NA	NA	NA
PRKAR2A	-	protein_coding	3	p21.31	-	-	-	-	0.002	largescale	0.002	-	676	9.613	-0.839	-	-	-	-	-	-	-	-	-	-	-	-	0.013	2.018	0.013	2.018
PRKAR2B	P31323	protein_coding	7	q22.3	-	-	-	-	0.109	largescale	0.109	-	2573	56.302	0.366	-	-	-	-	-	-	-	-	-	-	-	-	0.607	3.046	0.607	3.046
MAGT1	-	protein_coding	X	q21.1	-	-	-	-	-0.029	largescale	-0.029	-	488	9.483	-0.034	-	-	-	-	-	-	-	-	-	-	-	-	-0.205	1.735	-0.205	1.735
RNU7-119P	-	snRNA	3	p13	-	-	-	-	0.002	largescale	0.002	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.013	2.018	0.013	2.018
TMEM200B	-	protein_coding	1	p35.3	-	-	-	-	0.031	largescale	0.031	-	50	1.790	0.120	-	-	-	-	-	-	-	-	-	-	-	-	0.195	2.290	0.195	2.290
RNU7-104P	-	snRNA	2	q31.2	-	-	-	-	0.005	largescale	0.005	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.033	2.046	0.033	2.046
ITGA2B	P08514	protein_coding	17	q21.31	-	-	-	-	0.004	largescale	0.004	-	274	4.664	0.073	-	-	-	-	-	-	-	-	-	-	-	-	0.026	2.037	0.026	2.037
FAM58DP	-	pseudogene	13	q12.11	-	-	-	-	-0.103	focal	-0.103	-	38	3.048	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.887	1.081	-0.887	1.081
PHACTR4	-	protein_coding	1	p35.3	-	-	-	-	0.031	largescale	0.031	-	6706	88.432	0.171	-	-	-	-	-	-	-	-	-	-	-	-	0.195	2.290	0.195	2.290
