Gene	Uniprot	Biotype	Chr	Cytoband	Druggable	Cancer_Gene_Census	Oncogene	Tumor_suppressor	CNV_log2_ratios	CNV_type	CNV_max_abs_log2	SV	RNA_raw_count	RNA_TPM	RNA_z_score	Variant	Variant_Chr_Pos	Actionable	Variant_Impact	DNA_Tumor_VAF	DNA_Tumor_DP	DNA_Normal_VAF	DNA_Normal_DP	RNA_Tumor_VAF	RNA_Tumor_DP	Tier	Drugs	CNV_log2_adj	CNV_copies	CNV_log2_max_adj	CNV_max_copies
ITGAL	P20701	protein_coding	16	p11.2	-	-	-	-	0.013	largescale	0.013	-	162	0.620	0.049	-	-	-	-	-	-	-	-	-	-	-	-	0.014	2.111	0.014	2.111
ITGAM	P11215	protein_coding	16	p11.2	-	-	-	-	0.013	largescale	0.013	-	460	2.010	0.172	-	-	-	-	-	-	-	-	-	-	-	-	0.014	2.111	0.014	2.111
ITGAD	Q13349	protein_coding	16	p11.2	-	-	-	-	0.013	largescale	0.013	-	11	0.062	-	-	-	-	-	-	-	-	-	-	-	-	-	0.014	2.111	0.014	2.111
ITGAE	P38570	protein_coding	17	p13.2	-	-	-	-	0.029	focal	0.029	-	17001	63.231	1.903	-	-	-	-	-	-	-	-	-	-	-	-	0.032	2.137	0.032	2.137
ATP1B3-AS1	-	antisense	3	q23	-	-	-	-	0.027	largescale	0.027	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.030	2.134	0.030	2.134
IGF2R	P11717	protein_coding	6	q25.3	-	-	-	-	-0.845	largescale	-0.845	-	486	1.208	-2.193	-	-	-	-	-	-	-	-	-	-	-	-	-0.979	1.061	-0.979	1.061
SLC36A4	-	protein_coding	11	q21	-	-	-	-	-0.076	largescale	-0.076	-	4566	11.677	0.088	-	-	-	-	-	-	-	-	-	-	-	-	-0.085	1.971	-0.085	1.971
SLC36A3	-	protein_coding	5	q33.1	-	-	-	-	0.036	largescale	0.036	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.040	2.149	0.040	2.149
CKS1B	P61024	protein_coding	5	q12.1,q21.3	-	-	-	-	0.024,0.035	largescale,largescale	0.035	-	26	2.682	1.435	-	-	-	-	-	-	-	-	-	-	-	-	0.027,0.039	2.129,2.147	0.039	2.147
SLC36A1	Q7Z2H8	protein_coding	5	q33.1	-	-	-	-	0.036	largescale	0.036	-	368	1.292	-1.435	-	-	-	-	-	-	-	-	-	-	-	-	0.040	2.149	0.040	2.149
ARTN	-	protein_coding	1	p34.1	-	-	-	-	0.036	largescale	0.036	-	42	0.391	-0.825	-	-	-	-	-	-	-	-	-	-	-	-	0.040	2.149	0.040	2.149
ART1	P52961	protein_coding	11	p15.4	-	-	-	-	-0.076	largescale	-0.076	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.085	1.971	-0.085	1.971
ART3	-	protein_coding	4	q21.1	-	-	-	-	0.021	largescale	0.021	-	387	2.923	0.886	-	-	-	-	-	-	-	-	-	-	-	-	0.023	2.124	0.023	2.124
ART5	-	protein_coding	11	p15.4	-	-	-	-	-0.076	largescale	-0.076	-	16	0.234	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.085	1.971	-0.085	1.971
ART4	-	protein_coding	12	p12.3	-	-	-	-	0.028	largescale	0.028	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.031	2.136	0.031	2.136
CRTAM	-	protein_coding	11	q24.1	-	-	-	-	-0.072	largescale	-0.072	-	50	0.463	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.080	1.977	-0.080	1.977
DPYD-IT1	-	sense_intronic	1	p21.3	-	-	-	-	0.036	largescale	0.036	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.040	2.149	0.040	2.149
CADPS2	-	protein_coding	7	q31.32	-	-	-	-	0.563	largescale	0.563	-	962	3.743	-0.272	-	-	-	-	-	-	-	-	-	-	-	-	0.614	3.198	0.614	3.198
RLF	-	protein_coding	1	p34.2	-	-	-	-	0.036	largescale	0.036	-	3671	14.552	-0.668	-	-	-	-	-	-	-	-	-	-	-	-	0.040	2.149	0.040	2.149
RNU6-590P	-	snRNA	12	p13.1	-	-	-	-	0.028	largescale	0.028	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.031	2.136	0.031	2.136
CRTAP	-	protein_coding	3	p22.3	-	-	-	-	0.033	largescale	0.033	-	6045	22.355	-1.556	-	-	-	-	-	-	-	-	-	-	-	-	0.037	2.144	0.037	2.144
ADPGK	-	protein_coding	15	q24.1	-	-	-	-	0.026	largescale	0.026	-	4194	17.508	0.619	-	-	-	-	-	-	-	-	-	-	-	-	0.029	2.132	0.029	2.132
HPYR1	-	lincRNA	8	q24.22	-	-	-	-	0.026	largescale	0.026	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.029	2.132	0.029	2.132
CPEB4	-	protein_coding	5	q35.2	-	-	-	-	0.036	largescale	0.036	-	10815	26.068	0.520	-	-	-	-	-	-	-	-	-	-	-	-	0.040	2.149	0.040	2.149
CPEB1	-	protein_coding	15	q25.2	-	-	-	-	0.026	largescale	0.026	-	235	0.708	1.389	-	-	-	-	-	-	-	-	-	-	-	-	0.029	2.132	0.029	2.132
CPEB3	-	protein_coding	10	q23.32	-	-	-	-	-0.847	largescale	-0.847	-	800	2.509	0.899	-	-	-	-	-	-	-	-	-	-	-	-	-0.981	1.059	-0.981	1.059
CPEB2	-	protein_coding	4	p15.33	-	-	-	-	0.021	largescale	0.021	-	3404	11.743	0.267	-	-	-	-	-	-	-	-	-	-	-	-	0.023	2.124	0.023	2.124
SRBD1	-	protein_coding	2	p21	-	-	-	-	0.029	largescale	0.029	-	954	4.682	-1.686	N711fs	2:45646952	-	HIGH	38.462	117	0.000	37	9.091	11	5	-	0.032	2.137	0.032	2.137
ABAT	P80404	protein_coding	16	p13.2	-	-	-	-	0.013	largescale	0.013	-	8835	22.449	-0.582	-	-	-	-	-	-	-	-	-	-	-	-	0.014	2.111	0.014	2.111
POU5F1B	-	protein_coding	8	q24.21	-	-	-	-	0.026	largescale	0.026	-	9	0.042	-	-	-	-	-	-	-	-	-	-	-	-	-	0.029	2.132	0.029	2.132
PHOX2A	-	protein_coding	11	q13.4	-	-	-	-	-0.076	largescale	-0.076	-	3	0.042	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.085	1.971	-0.085	1.971
OR4A44P	-	pseudogene	11	p11.2	-	-	-	-	-0.076	largescale	-0.076	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.085	1.971	-0.085	1.971
PHOX2B	-	protein_coding	4	p13	-	yes	-	-	0.021	largescale	0.021	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.023	2.124	0.023	2.124
NLRP14	-	protein_coding	11	p15.4	-	-	-	-	-0.076	largescale	-0.076	-	14	0.096	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.085	1.971	-0.085	1.971
UPK2	-	protein_coding	11	q23.3	-	-	-	-	-0.072	largescale	-0.072	-	16	0.358	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.080	1.977	-0.080	1.977
CFH	-	protein_coding	1	q31.3	-	-	-	-	0.025	focal	0.025	-	1568	4.767	-0.058	-	-	-	-	-	-	-	-	-	-	-	-	0.028	2.131	0.028	2.131
CFI	P05156	protein_coding	4	q25	-	-	-	-	0.021	largescale	0.021	-	5423	34.668	0.476	-	-	-	-	-	-	-	-	-	-	-	-	0.023	2.124	0.023	2.124
ANKFY1	-	protein_coding	17	p13.2	-	-	-	-	0.029	focal	0.029	-	3932	6.894	-1.121	-	-	-	-	-	-	-	-	-	-	-	-	0.032	2.137	0.032	2.137
RNU6-347P	-	snRNA	20	q13.2	-	-	-	-	0.031	largescale	0.031	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.034	2.140	0.034	2.140
CFB	P00751	protein_coding	6	p21.33	-	-	-	-	0.029	largescale	0.029	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.032	2.137	0.032	2.137
TPT1-AS1	-	antisense	13	q14.13	-	-	-	-	0.014	largescale	0.014	-	1550	4.526	1.284	-	-	-	-	-	-	-	-	-	-	-	-	0.016	2.113	0.016	2.113
CFP	-	protein_coding	X	p11.23	-	-	-	-	0.026	largescale	0.026	-	142	0.768	0.468	-	-	-	-	-	-	-	-	-	-	-	-	0.029	2.132	0.029	2.132
RNU5B-1	-	snRNA	15	q22.31	-	-	-	-	0.026	largescale	0.026	-	3	0.640	-	-	-	-	-	-	-	-	-	-	-	-	-	0.029	2.132	0.029	2.132
AAAS	-	protein_coding	12	q13.13	-	-	-	-	0.028	largescale	0.028	-	3458	20.690	0.973	-	-	-	-	-	-	-	-	-	-	-	-	0.031	2.136	0.031	2.136
RNU6-767P	-	snRNA	17	p11.2	-	-	-	-	0.028	focal	0.028	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.031	2.136	0.031	2.136
SIDT1	-	protein_coding	3	q13.2	-	-	-	-	0.027	largescale	0.027	-	239	0.733	0.609	-	-	-	-	-	-	-	-	-	-	-	-	0.030	2.134	0.030	2.134
SIDT2	-	protein_coding	11	q23.3	-	-	-	-	-0.072	largescale	-0.072	-	1064	2.907	-1.446	-	-	-	-	-	-	-	-	-	-	-	-	-0.080	1.977	-0.080	1.977
SAGE1	-	protein_coding	X	q26.3	-	-	-	-	0.026	largescale	0.026	-	4	0.032	-	-	-	-	-	-	-	-	-	-	-	-	-	0.029	2.132	0.029	2.132
TGIF2LX	-	protein_coding	X	q21.31	-	-	-	-	0.026	largescale	0.026	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.029	2.132	0.029	2.132
AAGAB	-	protein_coding	15	q22.33,q23	-	-	-	-	0.026	largescale	0.026	-	3584	23.151	-0.405	-	-	-	-	-	-	-	-	-	-	-	-	0.029	2.132	0.029	2.132
C4orf19	-	protein_coding	4	p14	-	-	-	-	0.021	largescale	0.021	-	42	0.375	-1.889	-	-	-	-	-	-	-	-	-	-	-	-	0.023	2.124	0.023	2.124
SLC7A6OS	-	protein_coding	16	q22.1	-	-	-	-	0.013	largescale	0.013	-	1018	4.859	-0.051	-	-	-	-	-	-	-	-	-	-	-	-	0.014	2.111	0.014	2.111
C4orf17	-	protein_coding	4	q23	-	-	-	-	0.021	largescale	0.021	-	6	0.046	-	-	-	-	-	-	-	-	-	-	-	-	-	0.023	2.124	0.023	2.124
CDH26	-	protein_coding	20	q13.33	-	-	-	-	0.031	largescale	0.031	-	135	0.580	0.559	-	-	-	-	-	-	-	-	-	-	-	-	0.034	2.140	0.034	2.140
EIF3EP2	-	pseudogene	2	q24.2	-	-	-	-	0.029	largescale	0.029	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.032	2.137	0.032	2.137
EIF3EP1	-	pseudogene	6	q13	-	-	-	-	0.010	largescale	0.01	-	477	8.974	-0.078	-	-	-	-	-	-	-	-	-	-	-	-	0.011	2.106	0.011	2.106
RNU6-67P	-	snRNA	13	q31.1	-	-	-	-	0.014	largescale	0.014	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.016	2.113	0.016	2.113
SCYL1	-	protein_coding	11	q13.1	-	-	-	-	-0.076	largescale	-0.076	-	2243	12.969	-0.911	-	-	-	-	-	-	-	-	-	-	-	-	-0.085	1.971	-0.085	1.971
IGLVI-38	-	IG_V_pseudogene	22	q11.22	-	-	-	-	0.037	focal	0.037	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.041	2.150	0.041	2.150
NBEAP1	-	pseudogene	15	q11.2	-	-	-	-	0.026	largescale	0.026	-	2	0.013	-	-	-	-	-	-	-	-	-	-	-	-	-	0.029	2.132	0.029	2.132
NBEAP3	-	pseudogene	22	q11.1	-	-	-	-	0.037	focal	0.037	-	2	0.072	-	-	-	-	-	-	-	-	-	-	-	-	-	0.041	2.150	0.041	2.150
RFPL4AL1	-	protein_coding	19	q13.42	-	-	-	-	0.041	largescale	0.041	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.045	2.157	0.045	2.157
RNU6ATAC39P	-	snRNA	10	p13	-	-	-	-	-0.843	focal	-0.843	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.976	1.062	-0.976	1.062
ABCE1	P61221	protein_coding	4	q31.21	-	-	-	-	0.021	largescale	0.021	-	7902	31.228	-0.459	-	-	-	-	-	-	-	-	-	-	-	-	0.023	2.124	0.023	2.124
TEN1-CDK3	-	processed_transcript	17	q25.1	-	-	-	-	0.049	focal	0.049	-	100	0.635	0.352	-	-	-	-	-	-	-	-	-	-	-	-	0.054	2.170	0.054	2.170
ZNF197-AS1	-	antisense	3	p21.31	-	-	-	-	0.033	largescale	0.033	-	505	20.069	1.474	-	-	-	-	-	-	-	-	-	-	-	-	0.037	2.144	0.037	2.144
MKRN2OS	-	protein_coding	3	p25.2	-	-	-	-	0.033	largescale	0.033	-	15	0.203	-	-	-	-	-	-	-	-	-	-	-	-	-	0.037	2.144	0.037	2.144
MSL3P1	-	pseudogene	2	q37.1	-	-	-	-	0.029	largescale	0.029	-	561	6.097	0.934	-	-	-	-	-	-	-	-	-	-	-	-	0.032	2.137	0.032	2.137
NCBP2-AS1	-	antisense	3	q29	-	-	-	-	0.037	focal	0.037	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.041	2.150	0.041	2.150
SNORD115-1	-	snoRNA	15	q11.2	-	-	-	-	0.026	largescale	0.026	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.029	2.132	0.029	2.132
NCBP2-AS2	-	lincRNA	3	q29	-	-	-	-	0.037	focal	0.037	-	2467	66.536	1.268	-	-	-	-	-	-	-	-	-	-	-	-	0.041	2.150	0.041	2.150
MDC1-AS1	-	antisense	6	p21.33	-	-	-	-	0.029	largescale	0.029	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.032	2.137	0.032	2.137
SPPL2A	-	protein_coding	15	q21.2	-	-	-	-	0.026	largescale	0.026	-	4160	33.214	0.573	-	-	-	-	-	-	-	-	-	-	-	-	0.029	2.132	0.029	2.132
RNU6-163P	-	snRNA	10	p15.1	-	-	-	-	-0.860	focal	-0.86	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.997	1.047	-0.997	1.047
ZNF117	-	protein_coding	7	q11.21	-	-	-	-	0.563	largescale	0.563	-	1276	7.049	-1.101	-	-	-	-	-	-	-	-	-	-	-	-	0.614	3.198	0.614	3.198
ZNF114	-	protein_coding	19	q13.33	-	-	-	-	0.041	largescale	0.041	-	276	2.214	0.320	-	-	-	-	-	-	-	-	-	-	-	-	0.045	2.157	0.045	2.157
ZNF112	-	protein_coding	19	q13.31	-	-	-	-	0.041	largescale	0.041	-	946	6.087	0.268	-	-	-	-	-	-	-	-	-	-	-	-	0.045	2.157	0.045	2.157
SEZ6L	-	protein_coding	22	q12.1	-	-	-	-	0.037	focal	0.037	-	16795	58.141	0.744	-	-	-	-	-	-	-	-	-	-	-	-	0.041	2.150	0.041	2.150
FAM197Y7P	-	antisense	Y	p11.2	-	-	-	-	0.104	largescale	0.104	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	NA	NA	NA	NA
PRKAR2A	-	protein_coding	3	p21.31	-	-	-	-	0.033	largescale	0.033	-	2676	9.972	-1.616	-	-	-	-	-	-	-	-	-	-	-	-	0.037	2.144	0.037	2.144
PRKAR2B	P31323	protein_coding	7	q22.3	-	-	-	-	0.563	largescale	0.563	-	6031	34.581	0.910	-	-	-	-	-	-	-	-	-	-	-	-	0.614	3.198	0.614	3.198
MAGT1	-	protein_coding	X	q21.1	-	-	-	-	0.026	largescale	0.026	-	3660	18.638	-0.177	-	-	-	-	-	-	-	-	-	-	-	-	0.029	2.132	0.029	2.132
RNU7-119P	-	snRNA	3	p13	-	-	-	-	0.027	largescale	0.027	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.030	2.134	0.030	2.134
TMEM200B	-	protein_coding	1	p35.3	-	-	-	-	0.036	largescale	0.036	-	32	0.300	-0.721	-	-	-	-	-	-	-	-	-	-	-	-	0.040	2.149	0.040	2.149
RNU7-104P	-	snRNA	2	q31.2	-	-	-	-	0.029	largescale	0.029	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.032	2.137	0.032	2.137
ITGA2B	P08514	protein_coding	17	q21.31	-	-	-	-	0.571	focal	0.571	-	255	1.137	1.750	-	-	-	-	-	-	-	-	-	-	-	-	0.622	3.218	0.622	3.218
FAM58DP	-	pseudogene	13	q12.11	-	-	-	-	0.014	largescale	0.014	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.016	2.113	0.016	2.113
PHACTR4	-	protein_coding	1	p35.3	-	-	-	-	0.036	largescale	0.036	-	1742	6.020	-1.493	-	-	-	-	-	-	-	-	-	-	-	-	0.040	2.149	0.040	2.149
NLGN2	Q8NFZ4	protein_coding	17	p13.1	-	-	-	-	0.029	focal	0.029	-	1941	8.659	-1.277	-	-	-	-	-	-	-	-	-	-	-	-	0.032	2.137	0.032	2.137
NLGN3	Q9NZ94	protein_coding	X	q13.1	-	-	-	-	0.026	largescale	0.026	-	1525	9.425	-1.223	-	-	-	-	-	-	-	-	-	-	-	-	0.029	2.132	0.029	2.132
