Gene	Uniprot	Biotype	Chr	Cytoband	Druggable	Cancer_Gene_Census	Oncogene	Tumor_suppressor	CNV_log2_ratios	CNV_type	CNV_max_abs_log2	SV	RNA_raw_count	RNA_TPM	RNA_z_score	Variant	Variant_Chr_Pos	Actionable	Variant_Impact	DNA_Tumor_VAF	DNA_Tumor_DP	DNA_Normal_VAF	DNA_Normal_DP	RNA_Tumor_VAF	RNA_Tumor_DP	Tier	Drugs	CNV_log2_adj	CNV_copies	CNV_log2_max_adj	CNV_max_copies
CA15P2	-	pseudogene	22	q11.21	-	-	-	-	-0.041	focal	-0.041	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.068	1.994	-0.068	1.994
UFSP1	-	protein_coding	7	q22.1	-	-	-	-	0.317	focal	0.317	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.488	2.932	0.488	2.932
UFSP2	-	protein_coding	4	q35.1	-	-	-	-	0.003	largescale	0.003	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.005	2.097	0.005	2.097
TEX28P2	-	protein_coding	X	q28	-	-	-	-	-0.038	largescale	-0.038	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.063	2.001	-0.063	2.001
TEX28P1	-	protein_coding	X	q28	-	-	-	-	-0.038	largescale	-0.038	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.063	2.001	-0.063	2.001
FAM212B	-	protein_coding	1	p13.2	-	-	-	-	0.030	focal	0.03	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.049	2.162	0.049	2.162
FAM212A	-	protein_coding	3	p21.31	-	-	-	-	-0.075	focal	-0.075	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.125	1.916	-0.125	1.916
CHST9	-	protein_coding	18	q11.2	-	-	-	-	-0.223	largescale	-0.223	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.386	1.599	-0.386	1.599
CHST8	-	protein_coding	19	q13.11	-	-	-	-	-0.064	focal	-0.064	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.106	1.941	-0.106	1.941
CHST1	-	protein_coding	11	p11.2	-	-	-	-	0.014	focal	0.014	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.023	2.123	0.023	2.123
TTTY25P	-	pseudogene	Y	q11.223	-	-	-	-	-0.194	largescale	-0.194	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	NA	NA	NA	NA
CHST3	-	protein_coding	10	q22.1	-	-	-	-	-0.508	focal	-0.508	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.962	1.073	-0.962	1.073
CHST2	-	protein_coding	3	q24	-	-	-	-	0.021	largescale	0.021	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.034	2.140	0.034	2.140
CHST5	-	protein_coding	16	q23.1	-	-	-	-	-0.516	focal	-0.516	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.980	1.060	-0.980	1.060
CHST4	-	protein_coding	16	q22.2	-	-	-	-	-0.516	focal	-0.516	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.980	1.060	-0.980	1.060
CHST7	-	protein_coding	X	p11.23	-	-	-	-	0.540	focal	0.54	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.803	3.645	0.803	3.645
CHST6	-	protein_coding	16	q23.1	-	-	-	-	-0.516	focal	-0.516	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.980	1.060	-0.980	1.060
ITGAX	P20702	protein_coding	16	p11.2	-	-	-	-	-0.043	largescale	-0.043	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.071	1.989	-0.071	1.989
RPS4XP3	-	pseudogene	20	q13.31	-	-	-	-	0.007	focal	0.007	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.011	2.107	0.011	2.107
RNA5SP356	-	rRNA	12	p11.22	-	-	-	-	0.014	focal	0.014	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.023	2.123	0.023	2.123
RPS4XP6	-	pseudogene	5	p13.2	-	-	-	-	-0.093	focal	-0.093	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.156	1.876	-0.156	1.876
RPS4XP7	-	pseudogene	6	p23	-	-	-	-	0.020	focal	0.02	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.033	2.138	0.033	2.138
RPS4XP4	-	pseudogene	1	p36.12	-	-	-	-	-0.021	focal	-0.021	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.035	2.040	-0.035	2.040
BCL2A1	Q16548	protein_coding	15	q25.1	-	-	-	-	-0.502	largescale	-0.502	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.948	1.083	-0.948	1.083
RPS4XP8	-	pseudogene	6	q25.2	-	-	-	-	0.020	largescale	0.02	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.033	2.138	0.033	2.138
RPS4XP9	-	pseudogene	6	q22.32	-	-	-	-	0.020	largescale	0.02	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.033	2.138	0.033	2.138
RNU4-76P	-	snRNA	6	q22.31	-	-	-	-	0.020	largescale	0.02	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.033	2.138	0.033	2.138
ITGAV	P06756	protein_coding	2	q32.1	yes	-	-	-	0.019	largescale	0.019	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	CILENGITIDE	0.031	2.135	0.031	2.135
ITGAL	P20701	protein_coding	16	p11.2	-	-	-	-	-0.043	largescale	-0.043	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.071	1.989	-0.071	1.989
ITGAM	P11215	protein_coding	16	p11.2	-	-	-	-	-0.043	largescale	-0.043	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.071	1.989	-0.071	1.989
ITGAD	Q13349	protein_coding	16	p11.2	-	-	-	-	-0.043	largescale	-0.043	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.071	1.989	-0.071	1.989
ITGAE	P38570	protein_coding	17	p13.2	-	-	-	-	-0.031	largescale	-0.031	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.051	2.017	-0.051	2.017
ATP1B3-AS1	-	antisense	3	q23	-	-	-	-	-0.067	focal	-0.067	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.112	1.935	-0.112	1.935
IGF2R	P11717	protein_coding	6	q25.3	-	-	-	-	0.020	largescale	0.02	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.033	2.138	0.033	2.138
SLC36A4	-	protein_coding	11	q21	-	-	-	-	0.007	largescale	0.007	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.011	2.107	0.011	2.107
SLC36A3	-	protein_coding	5	q33.1	-	-	-	-	0.023	largescale	0.023	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.038	2.145	0.038	2.145
CKS1B	P61024	protein_coding	5	q12.1,q21.3	-	-	-	-	0.011,0.022	focal,focal	0.022	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.018,0.036	2.116,2.143	0.036	2.143
SLC36A1	Q7Z2H8	protein_coding	5	q33.1	-	-	-	-	0.023	largescale	0.023	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.038	2.145	0.038	2.145
ARTN	-	protein_coding	1	p34.1	-	-	-	-	-0.008	focal	-0.008	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.013	2.071	-0.013	2.071
ART1	P52961	protein_coding	11	p15.4	-	-	-	-	0.002	focal	0.002	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.003	2.095	0.003	2.095
ART3	-	protein_coding	4	q21.1	-	-	-	-	0.003	largescale	0.003	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.005	2.097	0.005	2.097
ART5	-	protein_coding	11	p15.4	-	-	-	-	0.002	focal	0.002	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.003	2.095	0.003	2.095
ART4	-	protein_coding	12	p12.3	-	-	-	-	0.016	focal	0.016	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.026	2.128	0.026	2.128
CRTAM	-	protein_coding	11	q24.1	-	-	-	-	0.030	focal	0.03	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.049	2.162	0.049	2.162
DPYD-IT1	-	sense_intronic	1	p21.3	-	-	-	-	0.030	focal	0.03	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.049	2.162	0.049	2.162
CADPS2	-	protein_coding	7	q31.32	-	-	-	-	0.415	largescale	0.415	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.629	3.232	0.629	3.232
RLF	-	protein_coding	1	p34.2	-	-	-	-	-0.035	focal	-0.035	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.058	2.008	-0.058	2.008
RNU6-590P	-	snRNA	12	p13.1	-	-	-	-	0.016	focal	0.016	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.026	2.128	0.026	2.128
CRTAP	-	protein_coding	3	p22.3	-	-	-	-	-0.035	focal	-0.035	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.058	2.008	-0.058	2.008
ADPGK	-	protein_coding	15	q24.1	-	-	-	-	-0.502	largescale	-0.502	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.948	1.083	-0.948	1.083
HPYR1	-	lincRNA	8	q24.22	-	-	-	-	-0.056	largescale	-0.056	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.093	1.960	-0.093	1.960
CPEB4	-	protein_coding	5	q35.2	-	-	-	-	-0.013	focal	-0.013	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.021	2.059	-0.021	2.059
CPEB1	-	protein_coding	15	q25.2	-	-	-	-	-0.502	largescale	-0.502	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.948	1.083	-0.948	1.083
CPEB3	-	protein_coding	10	q23.32	-	-	-	-	-0.575	focal	-0.575	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-1.117	0.964	-1.117	0.964
CPEB2	-	protein_coding	4	p15.33	-	-	-	-	0.011	largescale	0.011	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.018	2.116	0.018	2.116
SRBD1	-	protein_coding	2	p21	-	-	-	-	0.025	focal	0.025	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.041	2.150	0.041	2.150
ABAT	P80404	protein_coding	16	p13.2	-	-	-	-	-0.043	largescale	-0.043	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.071	1.989	-0.071	1.989
POU5F1B	-	protein_coding	8	q24.21	-	-	-	-	-0.056	largescale	-0.056	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.093	1.960	-0.093	1.960
PHOX2A	-	protein_coding	11	q13.4	-	-	-	-	0.007	largescale	0.007	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.011	2.107	0.011	2.107
OR4A44P	-	pseudogene	11	p11.2	-	-	-	-	-0.049	focal	-0.049	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.081	1.976	-0.081	1.976
PHOX2B	-	protein_coding	4	p13	-	yes	-	-	0.001	focal	0.001	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.002	2.092	0.002	2.092
NLRP14	-	protein_coding	11	p15.4	-	-	-	-	0.002	focal	0.002	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.003	2.095	0.003	2.095
UPK2	-	protein_coding	11	q23.3	-	-	-	-	-0.038	focal	-0.038	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.063	2.001	-0.063	2.001
CFH	-	protein_coding	1	q31.3	-	-	-	-	0.018	largescale	0.018	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.029	2.133	0.029	2.133
CFI	P05156	protein_coding	4	q25	-	-	-	-	0.003	largescale	0.003	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.005	2.097	0.005	2.097
ANKFY1	-	protein_coding	17	p13.2	-	-	-	-	-0.031	largescale	-0.031	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.051	2.017	-0.051	2.017
RNU6-347P	-	snRNA	20	q13.2	-	-	-	-	-0.103	focal	-0.103	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.173	1.854	-0.173	1.854
CFB	P00751	protein_coding	6	p21.33	-	-	-	-	-0.006	largescale	-0.006	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.010	2.076	-0.010	2.076
TPT1-AS1	-	antisense	13	q14.13	-	-	-	-	-0.489	largescale	-0.489	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.919	1.105	-0.919	1.105
CFP	-	protein_coding	X	p11.23	-	-	-	-	0.540	focal	0.54	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.803	3.645	0.803	3.645
RNU5B-1	-	snRNA	15	q22.31	-	-	-	-	-0.519	focal	-0.519	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.987	1.055	-0.987	1.055
AAAS	-	protein_coding	12	q13.13	-	-	-	-	-0.061	focal	-0.061	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.101	1.948	-0.101	1.948
RNU6-767P	-	snRNA	17	p11.2	-	-	-	-	-0.031	largescale	-0.031	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.051	2.017	-0.051	2.017
SIDT1	-	protein_coding	3	q13.2	-	-	-	-	0.036	focal	0.036	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.059	2.177	0.059	2.177
SIDT2	-	protein_coding	11	q23.3	-	-	-	-	0.021	focal	0.021	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.034	2.140	0.034	2.140
SAGE1	-	protein_coding	X	q26.3	-	-	-	-	-0.038	largescale	-0.038	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.063	2.001	-0.063	2.001
TGIF2LX	-	protein_coding	X	q21.31	-	-	-	-	-0.060	largescale	-0.06	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.100	1.950	-0.100	1.950
AAGAB	-	protein_coding	15	q22.33,q23	-	-	-	-	-0.519	focal	-0.519	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.987	1.055	-0.987	1.055
C4orf19	-	protein_coding	4	p14	-	-	-	-	-0.001	focal	-0.001	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.002	2.088	-0.002	2.088
SLC7A6OS	-	protein_coding	16	q22.1	-	-	-	-	-0.538	focal	-0.538	-	-	-	-	T158I	16:68338134	-	MODERATE	42.857	70	0.000	37	-	-	5	-	-1.030	1.024	-1.030	1.024
C4orf17	-	protein_coding	4	q23	-	-	-	-	0.003	largescale	0.003	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.005	2.097	0.005	2.097
CDH26	-	protein_coding	20	q13.33	-	-	-	-	0.007	focal	0.007	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.011	2.107	0.011	2.107
EIF3EP2	-	pseudogene	2	q24.2	-	-	-	-	0.031	largescale	0.031	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.050	2.164	0.050	2.164
EIF3EP1	-	pseudogene	6	q13	-	-	-	-	-0.101	focal	-0.101	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.169	1.858	-0.169	1.858
RNU6-67P	-	snRNA	13	q31.1	-	-	-	-	-0.485	largescale	-0.485	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.911	1.112	-0.911	1.112
SCYL1	-	protein_coding	11	q13.1	-	-	-	-	-0.048	focal	-0.048	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.080	1.978	-0.080	1.978
IGLVI-38	-	IG_V_pseudogene	22	q11.22	-	-	-	-	-0.041	focal	-0.041	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.068	1.994	-0.068	1.994
NBEAP1	-	pseudogene	15	q11.2	-	-	-	-	-0.503	largescale	-0.503	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.951	1.081	-0.951	1.081
NBEAP3	-	pseudogene	22	q11.1	-	-	-	-	-0.041	focal	-0.041	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.068	1.994	-0.068	1.994
RFPL4AL1	-	protein_coding	19	q13.42	-	-	-	-	-0.076	focal	-0.076	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.127	1.914	-0.127	1.914
RNU6ATAC39P	-	snRNA	10	p13	-	-	-	-	-0.525	largescale	-0.525	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-1.000	1.045	-1.000	1.045
ABCE1	P61221	protein_coding	4	q31.21	-	-	-	-	0.008	largescale	0.008	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.013	2.109	0.013	2.109
TEN1-CDK3	-	processed_transcript	17	q25.1	-	-	-	-	-0.039	focal	-0.039	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.064	1.999	-0.064	1.999
ZNF197-AS1	-	antisense	3	p21.31	-	-	-	-	0.021	focal	0.021	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.034	2.140	0.034	2.140
MKRN2OS	-	protein_coding	3	p25.2	-	-	-	-	0.027	largescale	0.027	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.044	2.155	0.044	2.155
MSL3P1	-	pseudogene	2	q37.1	-	-	-	-	0.005	largescale	0.005	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.008	2.102	0.008	2.102
NCBP2-AS1	-	antisense	3	q29	-	-	-	-	0.312	focal	0.312	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.481	2.917	0.481	2.917
SNORD115-1	-	snoRNA	15	q11.2	-	-	-	-	-0.503	largescale	-0.503	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.951	1.081	-0.951	1.081
NCBP2-AS2	-	lincRNA	3	q29	-	-	-	-	0.312	focal	0.312	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.481	2.917	0.481	2.917
MDC1-AS1	-	antisense	6	p21.33	-	-	-	-	-0.006	largescale	-0.006	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.010	2.076	-0.010	2.076
SPPL2A	-	protein_coding	15	q21.2	-	-	-	-	-0.598	focal	-0.598	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-1.172	0.927	-1.172	0.927
RNU6-163P	-	snRNA	10	p15.1	-	-	-	-	-0.495	focal	-0.495	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.933	1.095	-0.933	1.095
ZNF117	-	protein_coding	7	q11.21	-	-	-	-	0.283	focal	0.283	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.439	2.833	0.439	2.833
ZNF114	-	protein_coding	19	q13.33	-	-	-	-	-0.082	focal	-0.082	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.137	1.901	-0.137	1.901
ZNF112	-	protein_coding	19	q13.31	-	-	-	-	-0.082	focal	-0.082	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.137	1.901	-0.137	1.901
SEZ6L	-	protein_coding	22	q12.1	-	-	-	-	-0.041	focal	-0.041	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.068	1.994	-0.068	1.994
FAM197Y7P	-	antisense	Y	p11.2	-	-	-	-	-0.194	largescale	-0.194	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	NA	NA	NA	NA
PRKAR2A	-	protein_coding	3	p21.31	-	-	-	-	-0.075	focal	-0.075	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.125	1.916	-0.125	1.916
PRKAR2B	P31323	protein_coding	7	q22.3	-	-	-	-	0.415	largescale	0.415	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.629	3.232	0.629	3.232
MAGT1	-	protein_coding	X	q21.1	-	-	-	-	-0.060	largescale	-0.06	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.100	1.950	-0.100	1.950
RNU7-119P	-	snRNA	3	p13	-	-	-	-	0.019	largescale	0.019	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.031	2.135	0.031	2.135
TMEM200B	-	protein_coding	1	p35.3	-	-	-	-	-0.112	focal	-0.112	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.188	1.834	-0.188	1.834
RNU7-104P	-	snRNA	2	q31.2	-	-	-	-	0.019	largescale	0.019	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.031	2.135	0.031	2.135
ITGA2B	P08514	protein_coding	17	q21.31	-	-	-	-	-0.045	focal	-0.045	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.075	1.985	-0.075	1.985
FAM58DP	-	pseudogene	13	q12.11	-	-	-	-	-0.568	focal	-0.568	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-1.100	0.975	-1.100	0.975
PHACTR4	-	protein_coding	1	p35.3	-	-	-	-	-0.112	focal	-0.112	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.188	1.834	-0.188	1.834
NLGN2	Q8NFZ4	protein_coding	17	p13.1	-	-	-	-	-0.031	largescale	-0.031	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.051	2.017	-0.051	2.017
NLGN3	Q9NZ94	protein_coding	X	q13.1	-	-	-	-	-0.060	largescale	-0.06	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.100	1.950	-0.100	1.950
PHACTR3	-	protein_coding	20	q13.33,q13.32	-	-	-	-	0.007	focal	0.007	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.011	2.107	0.011	2.107
NUP107	-	protein_coding	12	q15	-	-	-	-	0.006	largescale	0.006	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.010	2.104	0.010	2.104
KRTAP2-3	-	protein_coding	17	q21.2	-	-	-	-	-0.045	focal	-0.045	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.075	1.985	-0.075	1.985
KRTAP2-2	-	protein_coding	17	q21.2	-	-	-	-	-0.045	focal	-0.045	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.075	1.985	-0.075	1.985
KRTAP2-1	-	protein_coding	17	q21.2	-	-	-	-	-0.045	focal	-0.045	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.075	1.985	-0.075	1.985
