Gene	Uniprot	Biotype	Chr	Cytoband	Druggable	Cancer_Gene_Census	Oncogene	Tumor_suppressor	CNV_log2_ratios	CNV_type	CNV_max_abs_log2	SV	RNA_raw_count	RNA_TPM	RNA_z_score	Variant	Variant_Chr_Pos	Actionable	Variant_Impact	DNA_Tumor_VAF	DNA_Tumor_DP	DNA_Normal_VAF	DNA_Normal_DP	RNA_Tumor_VAF	RNA_Tumor_DP	Tier	Drugs	CNV_log2_adj	CNV_copies	CNV_log2_max_adj	CNV_max_copies
RNA5SP356	-	rRNA	12	p11.22	-	-	-	-	-0.113	largescale	-0.113	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.310	2.138	-0.310	2.138
RPS4XP6	-	pseudogene	5	p13.2	-	-	-	-	0.535	largescale	0.535	-	4	0.293	-	-	-	-	-	-	-	-	-	-	-	-	-	1.105	5.701	1.105	5.701
RPS4XP7	-	pseudogene	6	p23	-	-	-	-	-0.183	largescale	-0.183	-	2	0.150	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.526	1.841	-0.526	1.841
RPS4XP4	-	pseudogene	1	p36.12	-	-	-	-	-0.167	largescale	-0.167	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.474	1.907	-0.474	1.907
BCL2A1	Q16548	protein_coding	15	q25.1	-	-	-	-	-0.211	largescale	-0.211	-	372	19.932	-0.137	-	-	-	-	-	-	-	-	-	-	-	-	-0.619	1.725	-0.619	1.725
RPS4XP8	-	pseudogene	6	q25.2	-	-	-	-	-0.183	largescale	-0.183	-	2	0.151	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.526	1.841	-0.526	1.841
RPS4XP9	-	pseudogene	6	q22.32	-	-	-	-	-0.183	largescale	-0.183	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.526	1.841	-0.526	1.841
RNU4-76P	-	snRNA	6	q22.31	-	-	-	-	-0.183	largescale	-0.183	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.526	1.841	-0.526	1.841
ITGAV	P06756	protein_coding	2	q32.1	yes	-	-	-	0.160	largescale	0.16	-	200127	1422.124	2.105	-	-	-	-	-	-	-	-	-	-	-	CILENGITIDE	0.379	3.447	0.379	3.447
ITGAL	P20701	protein_coding	16	p11.2	-	-	-	-	0.046	largescale	0.046	-	4107	37.027	0.767	-	-	-	-	-	-	-	-	-	-	-	-	0.115	2.870	0.115	2.870
ITGAM	P11215	protein_coding	16	p11.2	-	-	-	-	0.046	largescale	0.046	-	9740	100.320	0.504	-	-	-	-	-	-	-	-	-	-	-	-	0.115	2.870	0.115	2.870
ITGAD	Q13349	protein_coding	16	p11.2	-	-	-	-	0.046	largescale	0.046	-	88	1.164	-	-	-	-	-	-	-	-	-	-	-	-	-	0.115	2.870	0.115	2.870
ITGAE	P38570	protein_coding	17	p13.2	-	-	-	-	-0.253	largescale	-0.253	-	205	1.797	-1.236	-	-	-	-	-	-	-	-	-	-	-	-	-0.767	1.557	-0.767	1.557
ATP1B3-AS1	-	antisense	3	q23	-	-	-	-	-0.100	largescale	-0.1	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.272	2.195	-0.272	2.195
IGF2R	P11717	protein_coding	6	q25.3	-	-	-	-	-0.183	largescale	-0.183	-	31278	183.271	0.131	-	-	-	-	-	-	-	-	-	-	-	-	-0.526	1.841	-0.526	1.841
SLC36A4	-	protein_coding	11	q21	-	-	-	-	-0.317	largescale	-0.317	-	723	4.358	-1.636	-	-	-	-	-	-	-	-	-	-	-	-	-1.017	1.310	-1.017	1.310
SLC36A3	-	protein_coding	5	q33.1	-	-	-	-	0.521	largescale	0.521	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	1.081	5.605	1.081	5.605
CKS1B	P61024	protein_coding	5	q12.1,q21.3	-	-	-	-	0.121,0.535	largescale,largescale	0.535	-	0	0.000	-1.059	-	-	-	-	-	-	-	-	-	-	-	-	0.292,1.105	3.244,5.701	1.105	5.701
SLC36A1	Q7Z2H8	protein_coding	5	q33.1	-	-	-	-	0.521	largescale	0.521	-	3858	31.930	1.756	-	-	-	-	-	-	-	-	-	-	-	-	1.081	5.605	1.081	5.605
ARTN	-	protein_coding	1	p34.1	-	-	-	-	-0.167	largescale	-0.167	-	37	0.812	-1.136	-	-	-	-	-	-	-	-	-	-	-	-	-0.474	1.907	-0.474	1.907
ART1	P52961	protein_coding	11	p15.4	-	-	-	-	-0.296	largescale	-0.296	-	3	0.119	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.931	1.390	-0.931	1.390
ART3	-	protein_coding	4	q21.1	-	-	-	-	-0.060	largescale	-0.06	-	68	1.210	-1.473	-	-	-	-	-	-	-	-	-	-	-	-	-0.159	2.373	-0.159	2.373
ART5	-	protein_coding	11	p15.4	-	-	-	-	-0.296	largescale	-0.296	-	8	0.276	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.931	1.390	-0.931	1.390
ART4	-	protein_coding	12	p12.3	-	-	-	-	-0.113	largescale	-0.113	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.310	2.138	-0.310	2.138
CRTAM	-	protein_coding	11	q24.1	-	-	-	-	-0.317	largescale	-0.317	-	73	1.592	-	-	-	-	-	-	-	-	-	-	-	-	-	-1.017	1.310	-1.017	1.310
DPYD-IT1	-	sense_intronic	1	p21.3	-	-	-	-	-0.167	largescale	-0.167	-	2	0.291	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.474	1.907	-0.474	1.907
CADPS2	-	protein_coding	7	q31.32	-	-	-	-	0.583	largescale	0.583	7:122362459-7:122721300	4194	38.453	0.872	-	-	-	-	-	-	-	-	-	-	-	-	1.187	6.034	1.187	6.034
RLF	-	protein_coding	1	p34.2	-	-	-	-	-0.167	largescale	-0.167	-	11932	111.465	-0.732	-	-	-	-	-	-	-	-	-	-	-	-	-0.474	1.907	-0.474	1.907
RNU6-590P	-	snRNA	12	p13.1	-	-	-	-	-0.113	largescale	-0.113	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.310	2.138	-0.310	2.138
CRTAP	-	protein_coding	3	p22.3	-	-	-	-	-0.104	largescale	-0.104	-	8886	77.443	1.060	-	-	-	-	-	-	-	-	-	-	-	-	-0.283	2.177	-0.283	2.177
ADPGK	-	protein_coding	15	q24.1	-	-	-	-	-0.211	largescale	-0.211	-	1961	19.292	0.908	-	-	-	-	-	-	-	-	-	-	-	-	-0.619	1.725	-0.619	1.725
HPYR1	-	lincRNA	8	q24.22	-	-	-	-	-0.165	largescale	-0.165	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.468	1.916	-0.468	1.916
CPEB4	-	protein_coding	5	q35.2	-	-	-	-	0.521	largescale	0.521	-	25363	144.070	1.171	-	-	-	-	-	-	-	-	-	-	-	-	1.081	5.605	1.081	5.605
CPEB1	-	protein_coding	15	q25.2	-	-	-	-	-0.211	largescale	-0.211	-	171	1.215	-0.291	-	-	-	-	-	-	-	-	-	-	-	-	-0.619	1.725	-0.619	1.725
CPEB3	-	protein_coding	10	q23.32	-	-	-	-	-0.260	largescale	-0.26	-	1094	8.085	0.325	-	-	-	-	-	-	-	-	-	-	-	-	-0.793	1.529	-0.793	1.529
CPEB2	-	protein_coding	4	p15.33	-	-	-	-	-0.070	largescale	-0.07	-	5080	41.300	-0.907	-	-	-	-	-	-	-	-	-	-	-	-	-0.187	2.328	-0.187	2.328
SRBD1	-	protein_coding	2	p21	-	-	-	-	0.160	largescale	0.16	-	2736	31.643	0.276	-	-	-	-	-	-	-	-	-	-	-	-	0.379	3.447	0.379	3.447
ABAT	P80404	protein_coding	16	p13.2	-	-	-	-	0.046	largescale	0.046	-	4725	28.294	-1.037	-	-	-	-	-	-	-	-	-	-	-	-	0.115	2.870	0.115	2.870
POU5F1B	-	protein_coding	8	q24.21	-	-	-	-	-0.165	largescale	-0.165	-	38	0.414	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.468	1.916	-0.468	1.916
PHOX2A	-	protein_coding	11	q13.4	-	-	-	-	-0.317	largescale	-0.317	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-1.017	1.310	-1.017	1.310
OR4A44P	-	pseudogene	11	p11.2	-	-	-	-	-0.296	largescale	-0.296	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.931	1.390	-0.931	1.390
PHOX2B	-	protein_coding	4	p13	-	yes	-	-	-0.070	largescale	-0.07	-	9	0.170	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.187	2.328	-0.187	2.328
NLRP14	-	protein_coding	11	p15.4	-	-	-	-	-0.296	largescale	-0.296	-	187	3.007	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.931	1.390	-0.931	1.390
UPK2	-	protein_coding	11	q23.3	-	-	-	-	-0.317	largescale	-0.317	-	6	0.317	-	-	-	-	-	-	-	-	-	-	-	-	-	-1.017	1.310	-1.017	1.310
CFH	-	protein_coding	1	q31.3	-	-	-	-	0.121	largescale	0.121	-	103476	741.361	1.743	-	-	-	-	-	-	-	-	-	-	-	-	0.292	3.244	0.292	3.244
CFI	P05156	protein_coding	4	q25	-	-	-	-	-0.060	largescale	-0.06	-	8983	135.332	0.997	-	-	-	-	-	-	-	-	-	-	-	-	-0.159	2.373	-0.159	2.373
ANKFY1	-	protein_coding	17	p13.2	-	-	-	-	-0.253	largescale	-0.253	-	7252	29.963	0.869	-	-	-	-	-	-	-	-	-	-	-	-	-0.767	1.557	-0.767	1.557
RNU6-347P	-	snRNA	20	q13.2	-	-	-	-	-0.159	largescale	-0.159	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.449	1.941	-0.449	1.941
CFB	P00751	protein_coding	6	p21.33	-	-	-	-	-0.183	largescale	-0.183	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.526	1.841	-0.526	1.841
TPT1-AS1	-	antisense	13	q14.13	-	-	-	-	0.039	largescale	0.039	-	224	1.541	-0.822	-	-	-	-	-	-	-	-	-	-	-	-	0.098	2.836	0.098	2.836
CFP	-	protein_coding	X	p11.23	-	-	-	-	-0.424	largescale	-0.424	-	171	2.180	-0.433	-	-	-	-	-	-	-	-	-	-	-	-	-1.527	0.920	-1.527	0.920
RNU5B-1	-	snRNA	15	q22.31	-	-	-	-	-0.211	largescale	-0.211	-	2	1.006	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.619	1.725	-0.619	1.725
AAAS	-	protein_coding	12	q13.13	-	-	-	-	-0.113	largescale	-0.113	-	1626	22.928	0.800	-	-	-	-	-	-	-	-	-	-	-	-	-0.310	2.138	-0.310	2.138
RNU6-767P	-	snRNA	17	p11.2	-	-	-	-	-0.253	largescale	-0.253	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.767	1.557	-0.767	1.557
SIDT1	-	protein_coding	3	q13.2	-	-	-	-	-0.100	largescale	-0.1	-	479	3.462	-1.124	-	-	-	-	-	-	-	-	-	-	-	-	-0.272	2.195	-0.272	2.195
SIDT2	-	protein_coding	11	q23.3	-	-	-	-	-0.317	largescale	-0.317	-	9020	58.084	0.327	-	-	-	-	-	-	-	-	-	-	-	-	-1.017	1.310	-1.017	1.310
SAGE1	-	protein_coding	X	q26.3	-	-	-	-	-0.424	largescale	-0.424	-	60	1.132	-	-	-	-	-	-	-	-	-	-	-	-	-	-1.527	0.920	-1.527	0.920
TGIF2LX	-	protein_coding	X	q21.31	-	-	-	-	-0.424	largescale	-0.424	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-1.527	0.920	-1.527	0.920
AAGAB	-	protein_coding	15	q22.33,q23	-	-	-	-	-0.211	largescale	-0.211	-	1059	16.121	-0.400	-	-	-	-	-	-	-	-	-	-	-	-	-0.619	1.725	-0.619	1.725
C4orf19	-	protein_coding	4	p14	-	-	-	-	-0.070	largescale	-0.07	-	887	18.684	0.722	-	-	-	-	-	-	-	-	-	-	-	-	-0.187	2.328	-0.187	2.328
SLC7A6OS	-	protein_coding	16	q22.1	-	-	-	-	0.067	largescale	0.067	-	675	7.593	-0.374	-	-	-	-	-	-	-	-	-	-	-	-	0.166	2.973	0.166	2.973
C4orf17	-	protein_coding	4	q23	-	-	-	-	-0.060	largescale	-0.06	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.159	2.373	-0.159	2.373
CDH26	-	protein_coding	20	q13.33	-	-	-	-	-0.159	largescale	-0.159	-	353	3.576	-1.167	-	-	-	-	-	-	-	-	-	-	-	-	-0.449	1.941	-0.449	1.941
EIF3EP2	-	pseudogene	2	q24.2	-	-	-	-	0.160	largescale	0.16	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.379	3.447	0.379	3.447
EIF3EP1	-	pseudogene	6	q13	-	-	-	-	-0.183	largescale	-0.183	-	79	3.503	-1.227	-	-	-	-	-	-	-	-	-	-	-	-	-0.526	1.841	-0.526	1.841
RNU6-67P	-	snRNA	13	q31.1	-	-	-	-	0.039	largescale	0.039	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.098	2.836	0.098	2.836
SCYL1	-	protein_coding	11	q13.1	-	-	-	-	-0.173	focal	-0.173	-	8279	112.813	0.793	-	-	-	-	-	-	-	-	-	-	-	-	-0.494	1.882	-0.494	1.882
IGLVI-38	-	IG_V_pseudogene	22	q11.22	-	-	-	-	-0.258	largescale	-0.258	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.786	1.537	-0.786	1.537
NBEAP1	-	pseudogene	15	q11.2	-	-	-	-	-0.211	largescale	-0.211	-	71	1.123	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.619	1.725	-0.619	1.725
NBEAP3	-	pseudogene	22	q11.1	-	-	-	-	-0.258	largescale	-0.258	-	1	0.085	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.786	1.537	-0.786	1.537
RFPL4AL1	-	protein_coding	19	q13.42	-	-	-	-	0.091	focal	0.091	-	1	0.064	-	-	-	-	-	-	-	-	-	-	-	-	-	0.223	3.092	0.223	3.092
RNU6ATAC39P	-	snRNA	10	p13	-	-	-	-	-0.264	focal	-0.264	-	3	1.175	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.808	1.514	-0.808	1.514
ABCE1	P61221	protein_coding	4	q31.21	-	-	-	-	-0.060	largescale	-0.06	-	10144	94.475	0.105	-	-	-	-	-	-	-	-	-	-	-	-	-0.159	2.373	-0.159	2.373
TEN1-CDK3	-	processed_transcript	17	q25.1	-	-	-	-	-0.238	largescale	-0.238	-	86	1.287	-0.437	-	-	-	-	-	-	-	-	-	-	-	-	-0.713	1.617	-0.713	1.617
ZNF197-AS1	-	antisense	3	p21.31	-	-	-	-	-0.104	largescale	-0.104	-	16	1.499	-0.298	-	-	-	-	-	-	-	-	-	-	-	-	-0.283	2.177	-0.283	2.177
MKRN2OS	-	protein_coding	3	p25.2	-	-	-	-	-0.104	largescale	-0.104	-	4	0.128	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.283	2.177	-0.283	2.177
MSL3P1	-	pseudogene	2	q37.1	-	-	-	-	0.160	largescale	0.16	-	850	21.772	1.197	-	-	-	-	-	-	-	-	-	-	-	-	0.379	3.447	0.379	3.447
NCBP2-AS1	-	antisense	3	q29	-	-	-	-	-0.100	largescale	-0.1	-	24	2.492	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.272	2.195	-0.272	2.195
SNORD115-1	-	snoRNA	15	q11.2	-	-	-	-	-0.211	largescale	-0.211	-	22	15.654	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.619	1.725	-0.619	1.725
NCBP2-AS2	-	lincRNA	3	q29	-	-	-	-	-0.100	largescale	-0.1	-	158	10.043	-1.065	-	-	-	-	-	-	-	-	-	-	-	-	-0.272	2.195	-0.272	2.195
MDC1-AS1	-	antisense	6	p21.33	-	-	-	-	-0.183	largescale	-0.183	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.526	1.841	-0.526	1.841
SPPL2A	-	protein_coding	15	q21.2	-	-	-	-	-0.211	largescale	-0.211	-	2421	45.553	1.791	-	-	-	-	-	-	-	-	-	-	-	-	-0.619	1.725	-0.619	1.725
RNU6-163P	-	snRNA	10	p15.1	-	-	-	-	-0.264	focal	-0.264	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.808	1.514	-0.808	1.514
ZNF117	-	protein_coding	7	q11.21	-	-	-	-	0.583	largescale	0.583	-	27285	355.206	1.110	-	-	-	-	-	-	-	-	-	-	-	-	1.187	6.034	1.187	6.034
ZNF114	-	protein_coding	19	q13.33	-	-	-	-	0.091	focal	0.091	-	288	5.444	-1.360	-	-	-	-	-	-	-	-	-	-	-	-	0.223	3.092	0.223	3.092
ZNF112	-	protein_coding	19	q13.31	-	-	-	-	0.091	focal	0.091	-	1826	27.688	-0.805	-	-	-	-	-	-	-	-	-	-	-	-	0.223	3.092	0.223	3.092
SEZ6L	-	protein_coding	22	q12.1	-	-	-	-	-0.258	largescale	-0.258	-	1741	14.204	-0.943	-	-	-	-	-	-	-	-	-	-	-	-	-0.786	1.537	-0.786	1.537
FAM197Y7P	-	antisense	Y	p11.2	-	-	-	-	-0.390	largescale	-0.39	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	NA	NA	NA	NA
PRKAR2A	-	protein_coding	3	p21.31	-	-	-	-	-0.104	largescale	-0.104	-	1669	14.657	0.314	-	-	-	-	-	-	-	-	-	-	-	-	-0.283	2.177	-0.283	2.177
PRKAR2B	P31323	protein_coding	7	q22.3	-	-	-	-	0.583	largescale	0.583	-	2160	29.188	-0.838	-	-	-	-	-	-	-	-	-	-	-	-	1.187	6.034	1.187	6.034
MAGT1	-	protein_coding	X	q21.1	-	-	-	-	-0.424	largescale	-0.424	-	1405	16.861	0.752	-	-	-	-	-	-	-	-	-	-	-	-	-1.527	0.920	-1.527	0.920
RNU7-119P	-	snRNA	3	p13	-	-	-	-	-0.104	largescale	-0.104	-	1	0.926	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.283	2.177	-0.283	2.177
TMEM200B	-	protein_coding	1	p35.3	-	-	-	-	-0.167	largescale	-0.167	-	36	0.796	-0.768	-	-	-	-	-	-	-	-	-	-	-	-	-0.474	1.907	-0.474	1.907
RNU7-104P	-	snRNA	2	q31.2	-	-	-	-	0.160	largescale	0.16	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.379	3.447	0.379	3.447
ITGA2B	P08514	protein_coding	17	q21.31	-	-	-	-	-0.253	largescale	-0.253	-	342	3.595	-0.356	-	-	-	-	-	-	-	-	-	-	-	-	-0.767	1.557	-0.767	1.557
FAM58DP	-	pseudogene	13	q12.11	-	-	-	-	0.039	largescale	0.039	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.098	2.836	0.098	2.836
