Gene	Uniprot	Biotype	Chr	Cytoband	Druggable	Cancer_Gene_Census	Oncogene	Tumor_suppressor	CNV_log2_ratios	CNV_type	CNV_max_abs_log2	SV	RNA_raw_count	RNA_TPM	RNA_z_score	Variant	Variant_Chr_Pos	Actionable	Variant_Impact	DNA_Tumor_VAF	DNA_Tumor_DP	DNA_Normal_VAF	DNA_Normal_DP	RNA_Tumor_VAF	RNA_Tumor_DP	Tier	Drugs	CNV_log2_adj	CNV_copies	CNV_log2_max_adj	CNV_max_copies
ITGA8	P53708	protein_coding	10	p13	-	-	-	-	-0.695	focal	-0.695	-	141	1.536	-0.539	-	-	-	-	-	-	-	-	-	-	-	-	-1.028	0.883	-1.028	0.883
ITGA9	Q13797	protein_coding	3	p22.2	-	-	-	-	-0.000	focal	-0.0	-	847	8.393	-0.887	-	-	-	-	-	-	-	-	-	-	-	-	0.000	1.800	0.000	1.800
ITGA1	P56199	protein_coding	5	q11.2	-	-	-	-	0.021,0.130,1.145	focal,focal,focal	1.145	-	7116	31.437	-0.342	-	-	-	-	-	-	-	-	-	-	-	-	0.028,0.171,1.387	1.835,2.026,4.708	1.387	4.708
ITGA2	P17301	protein_coding	5	q11.2	-	-	-	-	0.130	focal	0.13	-	4561	47.294	0.220	-	-	-	-	-	-	-	-	-	-	-	-	0.171	2.026	0.171	2.026
ITGA3	P26006	protein_coding	17	q21.33	-	-	-	-	0.079	focal	0.079	-	11587	96.958	0.459	-	-	-	-	-	-	-	-	-	-	-	-	0.104	1.935	0.104	1.935
ITGA4	P13612	protein_coding	2	q31.3	-	-	-	-	0.060	focal	0.06	-	1910	19.828	-0.706	-	-	-	-	-	-	-	-	-	-	-	-	0.079	1.902	0.079	1.902
ITGA5	P08648	protein_coding	12	q13.13	-	-	-	-	0.012	focal	0.012	-	1097	11.875	-0.829	-	-	-	-	-	-	-	-	-	-	-	-	0.016	1.820	0.016	1.820
ITGA6	P23229	protein_coding	2	q31.1	-	-	-	-	0.031	focal	0.031	-	8176	100.031	0.171	-	-	-	-	-	-	-	-	-	-	-	-	0.041	1.852	0.041	1.852
ITGA7	Q13683	protein_coding	12	q13.2	-	-	-	-	0.012,0.428	focal,focal	0.428	-	4046	52.040	-0.365	-	-	-	-	-	-	-	-	-	-	-	-	0.016,0.546	1.820,2.629	0.546	2.629
TRHR	P34981	protein_coding	8	q23.1	yes	-	-	-	0.046	focal	0.046	-	101	4.937	-	-	-	-	-	-	-	-	-	-	-	-	THYROTROPIN-RELEASING	0.061	1.878	0.061	1.878
CA15P1	-	pseudogene	22	q11.21	-	-	-	-	-0.653	focal	-0.653	-	14	1.269	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.958	0.926	-0.958	0.926
CA15P2	-	pseudogene	22	q11.21	-	-	-	-	0.285	focal	0.285	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.369	2.324	0.369	2.324
UFSP1	-	protein_coding	7	q22.1	-	-	-	-	0.849	focal	0.849	-	35	2.888	-1.092	-	-	-	-	-	-	-	-	-	-	-	-	1.048	3.723	1.048	3.723
UFSP2	-	protein_coding	4	q35.1	-	-	-	-	-0.017	focal	-0.017	-	748	22.061	-0.944	-	-	-	-	-	-	-	-	-	-	-	-	-0.023	1.772	-0.023	1.772
MT-CYB	-	-	-	-	-	-	-	-	-	-	-	-	5437	390.841	0.517	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TEX28P2	-	protein_coding	X	q28	-	-	-	-	-0.053	focal	-0.053	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.071	1.713	-0.071	1.713
TEX28P1	-	protein_coding	X	q28	-	-	-	-	-0.053	focal	-0.053	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.071	1.713	-0.071	1.713
FAM212B	-	protein_coding	1	p13.2	-	-	-	-	0.018,0.082,0.914	focal,focal,focal	0.914	-	747	6.660	-0.158	-	-	-	-	-	-	-	-	-	-	-	-	0.024,0.108,1.124	1.830,1.940,3.922	1.124	3.922
FAM212A	-	protein_coding	3	p21.31	-	-	-	-	0.064	focal	0.064	-	206	16.247	-0.828	-	-	-	-	-	-	-	-	-	-	-	-	0.085	1.909	0.085	1.909
CHST9	-	protein_coding	18	q11.2	-	-	-	-	0.031	focal	0.031	-	885	30.615	1.072	-	-	-	-	-	-	-	-	-	-	-	-	0.041	1.852	0.041	1.852
CHST8	-	protein_coding	19	q13.11	-	-	-	-	-0.024	focal	-0.024	-	299	8.038	-0.294	-	-	-	-	-	-	-	-	-	-	-	-	-0.032	1.760	-0.032	1.760
CHST1	-	protein_coding	11	p11.2	-	-	-	-	0.007,-0.686	focal,focal	-0.686	11:32768812-11:45674238	1384	32.639	0.685	-	-	-	-	-	-	-	-	-	-	-	-	0.009,-1.013	1.812,0.892	-1.013	0.892
TTTY25P	-	pseudogene	Y	q11.223	-	-	-	-	3.200	focal	3.2	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	NA	NA	NA	NA
CHST3	-	protein_coding	10	q22.1	-	-	-	-	-0.429	focal	-0.429	-	2043	24.042	0.649	-	-	-	-	-	-	-	-	-	-	-	-	-0.606	1.183	-0.606	1.183
CHST2	-	protein_coding	3	q24	-	-	-	-	0.044	focal	0.044	-	1932	44.942	-1.028	-	-	-	-	-	-	-	-	-	-	-	-	0.058	1.874	0.058	1.874
CHST5	-	protein_coding	16	q23.1	-	-	-	-	0.148	focal	0.148	-	11	0.272	-	-	-	-	-	-	-	-	-	-	-	-	-	0.194	2.059	0.194	2.059
CHST4	-	protein_coding	16	q22.2	-	-	-	-	-0.072	focal	-0.072	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.097	1.683	-0.097	1.683
CHST7	-	protein_coding	X	p11.23	-	-	-	-	-0.076	focal	-0.076	-	314	11.251	-0.894	-	-	-	-	-	-	-	-	-	-	-	-	-0.102	1.677	-0.102	1.677
CHST6	-	protein_coding	16	q23.1	-	-	-	-	0.148	focal	0.148	-	807	19.075	0.760	-	-	-	-	-	-	-	-	-	-	-	-	0.194	2.059	0.194	2.059
ITGAX	P20702	protein_coding	16	p11.2	-	-	-	-	0.015	focal	0.015	-	4342	54.513	-1.025	-	-	-	-	-	-	-	-	-	-	-	-	0.020	1.825	0.020	1.825
RPS4XP3	-	pseudogene	20	q13.31	-	-	-	-	-0.044	focal	-0.044	-	3	0.596	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.059	1.728	-0.059	1.728
RNA5SP356	-	rRNA	12	p11.22	-	-	-	-	0.012	focal	0.012	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.016	1.820	0.016	1.820
RPS4XP6	-	pseudogene	5	p13.2	-	-	-	-	-0.024	focal	-0.024	-	2	0.206	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.032	1.760	-0.032	1.760
SLC25A24P1	-	pseudogene	1	p13.3	-	-	-	-	0.028	focal	0.028	1:108822776-1:108956780	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.037	1.847	0.037	1.847
SLC25A24P2	-	pseudogene	1	p13.3	-	-	-	-	0.028	focal	0.028	1:108822776-1:108956780	2	0.322	-	-	-	-	-	-	-	-	-	-	-	-	-	0.037	1.847	0.037	1.847
BCL2A1	Q16548	protein_coding	15	q25.1	-	-	-	-	-0.026	focal	-0.026	-	49	3.691	-1.374	-	-	-	-	-	-	-	-	-	-	-	-	-0.035	1.757	-0.035	1.757
RPS4XP8	-	pseudogene	6	q25.2	-	-	-	-	0.019	focal	0.019	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.025	1.832	0.025	1.832
RPS4XP9	-	pseudogene	6	q22.32	-	-	-	-	0.025	focal	0.025	-	6	0.631	-	-	-	-	-	-	-	-	-	-	-	-	-	0.033	1.842	0.033	1.842
RNU4-76P	-	snRNA	6	q22.31	-	-	-	-	0.102	focal	0.102	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.134	1.976	0.134	1.976
ITGAV	P06756	protein_coding	2	q32.1	yes	-	-	-	0.196	focal	0.196	-	28565	285.341	-0.244	-	-	-	-	-	-	-	-	-	-	-	CILENGITIDE	0.256	2.149	0.256	2.149
ITGAL	P20701	protein_coding	16	p11.2	-	-	-	-	-0.035	focal	-0.035	-	843	10.684	-1.037	-	-	-	-	-	-	-	-	-	-	-	-	-0.047	1.742	-0.047	1.742
ITGAM	P11215	protein_coding	16	p11.2	-	-	-	-	0.015	focal	0.015	-	2192	31.737	-1.093	-	-	-	-	-	-	-	-	-	-	-	-	0.020	1.825	0.020	1.825
ITGAD	Q13349	protein_coding	16	p11.2	-	-	-	-	0.015	focal	0.015	-	379	7.047	-	-	-	-	-	-	-	-	-	-	-	-	-	0.020	1.825	0.020	1.825
ITGAE	P38570	protein_coding	17	p13.2	-	-	-	-	0.002	focal	0.002	-	225	2.772	-0.665	-	-	-	-	-	-	-	-	-	-	-	-	0.003	1.803	0.003	1.803
ATP1B3-AS1	-	antisense	3	q23	-	-	-	-	0.044	focal	0.044	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.058	1.874	0.058	1.874
IGF2R	P11717	protein_coding	6	q25.3	-	-	-	-	-0.012	focal	-0.012	-	21740	179.066	0.241	-	-	-	-	-	-	-	-	-	-	-	-	-0.016	1.780	-0.016	1.780
SLC36A4	-	protein_coding	11	q21	-	-	-	-	0.019	focal	0.019	-	766	6.490	0.439	-	-	-	-	-	-	-	-	-	-	-	-	0.025	1.832	0.025	1.832
SLC36A3	-	protein_coding	5	q33.1	-	-	-	-	-0.049	focal	-0.049	-	4	0.072	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.066	1.720	-0.066	1.720
CKS1B	P61024	protein_coding	5	q12.1,q21.3	-	-	-	-	0.028,0.269,1.960	focal,focal,focal	1.96	-	0	0.000	-0.297	-	-	-	-	-	-	-	-	-	-	-	-	0.037,0.349,2.279	1.847,2.292,8.737	2.279	8.737
SLC36A1	Q7Z2H8	protein_coding	5	q33.1	-	-	-	-	-0.049	focal	-0.049	-	788	9.168	-0.893	-	-	-	-	-	-	-	-	-	-	-	-	-0.066	1.720	-0.066	1.720
ARTN	-	protein_coding	1	p34.1	-	-	-	-	0.019	focal	0.019	-	106	3.271	-0.134	-	-	-	-	-	-	-	-	-	-	-	-	0.025	1.832	0.025	1.832
ART1	P52961	protein_coding	11	p15.4	-	-	-	-	-0.014	focal	-0.014	-	222	12.412	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.019	1.777	-0.019	1.777
ART3	-	protein_coding	4	q21.1	-	-	-	-	0.020	focal	0.02	-	265	6.631	0.124	-	-	-	-	-	-	-	-	-	-	-	-	0.027	1.834	0.027	1.834
ART5	-	protein_coding	11	p15.4	-	-	-	-	-0.014	focal	-0.014	-	24	1.164	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.019	1.777	-0.019	1.777
ART4	-	protein_coding	12	p12.3	-	-	-	-	0.075	focal	0.075	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.099	1.928	0.099	1.928
CRTAM	-	protein_coding	11	q24.1	-	-	-	-	-0.019	focal	-0.019	-	24	0.736	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.025	1.769	-0.025	1.769
DPYD-IT1	-	sense_intronic	1	p21.3	-	-	-	-	0.063	focal	0.063	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.083	1.907	0.083	1.907
CADPS2	-	protein_coding	7	q31.32	-	-	-	-	0.506	focal	0.506	-	325	4.189	-0.718	-	-	-	-	-	-	-	-	-	-	-	-	0.642	2.808	0.642	2.808
RLF	-	protein_coding	1	p34.2	-	-	-	-	0.063	focal	0.063	-	14317	188.008	1.525	-	-	-	-	-	-	-	-	-	-	-	-	0.083	1.907	0.083	1.907
RNU6-590P	-	snRNA	12	p13.1	-	-	-	-	-0.023	focal	-0.023	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.031	1.762	-0.031	1.762
CRTAP	-	protein_coding	3	p22.3	-	-	-	-	0.011,1.017	focal,focal	1.017	-	3876	47.485	-0.005	-	-	-	-	-	-	-	-	-	-	-	-	0.015,1.242	1.818,4.257	1.242	4.257
ADPGK	-	protein_coding	15	q24.1	-	-	-	-	0.019,0.837	focal,focal	0.837	-	747	10.330	-1.076	-	-	-	-	-	-	-	-	-	-	-	-	0.025,1.035	1.832,3.687	1.035	3.687
HPYR1	-	lincRNA	8	q24.22	-	-	-	-	-0.029	focal	-0.029	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.039	1.752	-0.039	1.752
CPEB4	-	protein_coding	5	q35.2	-	-	-	-	0.182,0.775	focal,focal	0.775	-	11630	92.865	0.530	-	-	-	-	-	-	-	-	-	-	-	-	0.238,0.962	2.123,3.507	0.962	3.507
CPEB1	-	protein_coding	15	q25.2	-	-	-	-	-0.015	focal	-0.015	-	218	2.177	0.697	-	-	-	-	-	-	-	-	-	-	-	-	-0.020	1.775	-0.020	1.775
CPEB3	-	protein_coding	10	q23.32	-	-	-	-	0.045,-0.617,-0.662	focal,focal,focal	-0.662	-	390	4.052	-0.591	-	-	-	-	-	-	-	-	-	-	-	-	0.060,-0.900,-0.973	1.876,0.965,0.917	-0.973	0.917
CPEB2	-	protein_coding	4	p15.33	-	-	-	-	0.030,0.764	focal,focal	0.764	-	3562	40.708	-0.397	-	-	-	-	-	-	-	-	-	-	-	-	0.040,0.949	1.850,3.476	0.949	3.476
SRBD1	-	protein_coding	2	p21	-	-	-	-	-0.027	focal	-0.027	-	1685	27.395	0.397	-	-	-	-	-	-	-	-	-	-	-	-	-0.036	1.756	-0.036	1.756
ABAT	P80404	protein_coding	16	p13.2	-	-	-	-	0.050	focal	0.05	-	16524	139.093	1.477	-	-	-	-	-	-	-	-	-	-	-	-	0.066	1.885	0.066	1.885
POU5F1B	-	protein_coding	8	q24.21	-	-	-	-	-0.030	focal	-0.03	-	190	2.909	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.040	1.751	-0.040	1.751
PHOX2A	-	protein_coding	11	q13.4	-	-	-	-	0.064	focal	0.064	-	25	1.149	-	-	-	-	-	-	-	-	-	-	-	-	-	0.085	1.909	0.085	1.909
OR4A44P	-	pseudogene	11	p11.2	-	-	-	-	-0.027	focal	-0.027	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.036	1.756	-0.036	1.756
PHOX2B	-	protein_coding	4	p13	-	yes	-	-	0.034	focal	0.034	-	66	1.752	-	-	-	-	-	-	-	-	-	-	-	-	-	0.045	1.857	0.045	1.857
NLRP14	-	protein_coding	11	p15.4	-	-	-	-	0.022	focal	0.022	-	508	11.485	-	-	-	-	-	-	-	-	-	-	-	-	-	0.029	1.837	0.029	1.837
UPK2	-	protein_coding	11	q23.3	-	-	-	-	0.039,0.644	focal,focal	0.644	-	111	8.232	-	-	-	-	-	-	-	-	-	-	-	-	-	0.052,0.808	1.866,3.150	0.808	3.150
CFH	-	protein_coding	1	q31.3	-	-	-	-	0.095	focal	0.095	-	2565	25.833	-0.982	-	-	-	-	-	-	-	-	-	-	-	-	0.125	1.963	0.125	1.963
CFI	P05156	protein_coding	4	q25	-	-	-	-	0.009	focal	0.009	-	1545	32.720	-0.365	-	-	-	-	-	-	-	-	-	-	-	-	0.012	1.815	0.012	1.815
ANKFY1	-	protein_coding	17	p13.2	-	-	-	-	0.060	focal	0.06	-	3780	21.954	0.257	-	-	-	-	-	-	-	-	-	-	-	-	0.079	1.902	0.079	1.902
RNU6-347P	-	snRNA	20	q13.2	-	-	-	-	-0.094	focal	-0.094	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.127	1.649	-0.127	1.649
CFB	P00751	protein_coding	6	p21.33	-	-	-	-	0.148	focal	0.148	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.194	2.059	0.194	2.059
TPT1-AS1	-	antisense	13	q14.13	-	-	-	-	0.005,1.141	focal,focal	1.141	-	453	4.382	1.642	-	-	-	-	-	-	-	-	-	-	-	-	0.007,1.382	1.808,4.693	1.382	4.693
CFP	-	protein_coding	X	p11.23	-	-	-	-	-0.055	focal	-0.055	-	134	2.402	-0.786	-	-	-	-	-	-	-	-	-	-	-	-	-0.074	1.710	-0.074	1.710
RNU5B-1	-	snRNA	15	q22.31	-	-	-	-	0.843	focal	0.843	-	36	25.455	-	-	-	-	-	-	-	-	-	-	-	-	-	1.042	3.705	1.042	3.705
AAAS	-	protein_coding	12	q13.13	-	-	-	-	0.122	focal	0.122	-	1009	20.000	0.120	-	-	-	-	-	-	-	-	-	-	-	-	0.160	2.012	0.160	2.012
RNU6-767P	-	snRNA	17	p11.2	-	-	-	-	0.027	focal	0.027	-	3	2.300	-	-	-	-	-	-	-	-	-	-	-	-	-	0.036	1.845	0.036	1.845
SIDT1	-	protein_coding	3	q13.2	-	-	-	-	0.033	focal	0.033	-	1009	10.253	0.229	-	-	-	-	-	-	-	-	-	-	-	-	0.044	1.856	0.044	1.856
SIDT2	-	protein_coding	11	q23.3	-	-	-	-	0.030	focal	0.03	-	9955	90.114	1.202	-	-	-	-	-	-	-	-	-	-	-	-	0.040	1.850	0.040	1.850
SAGE1	-	protein_coding	X	q26.3	-	-	-	-	-0.088	focal	-0.088	-	28	0.743	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.119	1.658	-0.119	1.658
TGIF2LX	-	protein_coding	X	q21.31	-	-	-	-	-0.051	largescale	-0.051	-	132	10.805	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.068	1.717	-0.068	1.717
AAGAB	-	protein_coding	15	q22.33,q23	-	-	-	-	-0.010	focal	-0.01	-	579	12.390	-0.787	-	-	-	-	-	-	-	-	-	-	-	-	-0.013	1.783	-0.013	1.783
C4orf19	-	protein_coding	4	p14	-	-	-	-	-0.008	focal	-0.008	-	349	10.334	-0.116	-	-	-	-	-	-	-	-	-	-	-	-	-0.011	1.787	-0.011	1.787
SLC7A6OS	-	protein_coding	16	q22.1	-	-	-	-	0.007	focal	0.007	-	801	12.666	1.274	-	-	-	-	-	-	-	-	-	-	-	-	0.009	1.812	0.009	1.812
C4orf17	-	protein_coding	4	q23	-	-	-	-	0.011	focal	0.011	-	6	0.151	-	-	-	-	-	-	-	-	-	-	-	-	-	0.015	1.818	0.015	1.818
CDH26	-	protein_coding	20	q13.33	-	-	-	-	-0.074	focal	-0.074	-	861	12.263	0.771	-	-	-	-	-	-	-	-	-	-	-	-	-0.100	1.680	-0.100	1.680
EIF3EP2	-	pseudogene	2	q24.2	-	-	-	-	0.064	focal	0.064	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.085	1.909	0.085	1.909
EIF3EP1	-	pseudogene	6	q13	-	-	-	-	0.050	focal	0.05	-	87	5.422	0.088	-	-	-	-	-	-	-	-	-	-	-	-	0.066	1.885	0.066	1.885
RNU6-67P	-	snRNA	13	q31.1	-	-	-	-	0.064	focal	0.064	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.085	1.909	0.085	1.909
SCYL1	-	protein_coding	11	q13.1	-	-	-	-	0.179	focal	0.179	-	7824	149.868	0.831	-	-	-	-	-	-	-	-	-	-	-	-	0.234	2.117	0.234	2.117
IGLVI-38	-	IG_V_pseudogene	22	q11.22	-	-	-	-	-0.664	focal	-0.664	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.977	0.915	-0.977	0.915
NBEAP1	-	pseudogene	15	q11.2	-	-	-	-	-0.063	focal	-0.063	-	47	1.045	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.085	1.697	-0.085	1.697
NBEAP3	-	pseudogene	22	q11.1	-	-	-	-	-0.650	focal	-0.65	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.954	0.929	-0.954	0.929
RFPL4AL1	-	protein_coding	19	q13.42	-	-	-	-	-0.091	focal	-0.091	-	25	2.258	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.123	1.653	-0.123	1.653
RNU6ATAC39P	-	snRNA	10	p13	-	-	-	-	-0.672	focal	-0.672	-	1	0.550	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.990	0.906	-0.990	0.906
ABCE1	P61221	protein_coding	4	q31.21	-	-	-	-	0.111,1.098	focal,focal	1.098	-	8502	111.308	1.089	-	-	-	-	-	-	-	-	-	-	-	-	0.146,1.334	1.992,4.537	1.334	4.537
TEN1-CDK3	-	processed_transcript	17	q25.1	-	-	-	-	0.053	focal	0.053	-	52	1.094	-1.006	-	-	-	-	-	-	-	-	-	-	-	-	0.070	1.890	0.070	1.890
ZNF197-AS1	-	antisense	3	p21.31	-	-	-	-	-0.009	focal	-0.009	-	13	1.712	0.252	-	-	-	-	-	-	-	-	-	-	-	-	-0.012	1.785	-0.012	1.785
MKRN2OS	-	protein_coding	3	p25.2	-	-	-	-	0.009,-0.045,0.967	focal,focal,focal	0.967	-	4	0.179	-	-	-	-	-	-	-	-	-	-	-	-	-	0.012,-0.060,1.185	1.815,1.726,4.091	1.185	4.091
MSL3P1	-	pseudogene	2	q37.1	-	-	-	-	-0.034	focal	-0.034	-	81	2.916	-0.092	-	-	-	-	-	-	-	-	-	-	-	-	-0.046	1.744	-0.046	1.744
NCBP2-AS1	-	antisense	3	q29	-	-	-	-	0.054	focal	0.054	-	52	7.589	-	-	-	-	-	-	-	-	-	-	-	-	-	0.072	1.892	0.072	1.892
SNORD115-1	-	snoRNA	15	q11.2	-	-	-	-	-0.056	focal	-0.056	-	27	27.007	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.075	1.709	-0.075	1.709
NCBP2-AS2	-	lincRNA	3	q29	-	-	-	-	0.054	focal	0.054	-	117	10.454	-1.480	-	-	-	-	-	-	-	-	-	-	-	-	0.072	1.892	0.072	1.892
MDC1-AS1	-	antisense	6	p21.33	-	-	-	-	0.235	focal	0.235	-	4	0.445	-	-	-	-	-	-	-	-	-	-	-	-	-	0.306	2.225	0.306	2.225
SPPL2A	-	protein_coding	15	q21.2	-	-	-	-	-0.636	focal	-0.636	-	300	7.935	-2.074	-	-	-	-	-	-	-	-	-	-	-	-	-0.931	0.944	-0.931	0.944
RNU6-163P	-	snRNA	10	p15.1	-	-	-	-	-0.658	focal	-0.658	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.967	0.921	-0.967	0.921
ZNF117	-	protein_coding	7	q11.21	-	-	-	-	0.461	focal	0.461	-	20229	370.194	1.520	-	-	-	-	-	-	-	-	-	-	-	-	0.587	2.704	0.587	2.704
ZNF114	-	protein_coding	19	q13.33	-	-	-	-	0.105	focal	0.105	-	626	16.633	0.302	-	-	-	-	-	-	-	-	-	-	-	-	0.138	1.981	0.138	1.981
ZNF112	-	protein_coding	19	q13.31	-	-	-	-	0.015	focal	0.015	-	1794	38.240	0.206	-	-	-	-	-	-	-	-	-	-	-	-	0.020	1.825	0.020	1.825
SEZ6L	-	protein_coding	22	q12.1	-	-	-	-	-0.696	focal	-0.696	-	3454	39.611	-0.182	-	-	-	-	-	-	-	-	-	-	-	-	-1.030	0.881	-1.030	0.881
FAM197Y7P	-	antisense	Y	p11.2	-	-	-	-	3.151	focal	3.151	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	NA	NA	NA	NA
PRKAR2A	-	protein_coding	3	p21.31	-	-	-	-	0.077	focal	0.077	-	1427	17.617	1.122	-	-	-	-	-	-	-	-	-	-	-	-	0.102	1.932	0.102	1.932
PRKAR2B	P31323	protein_coding	7	q22.3	-	-	-	-	0.449	focal	0.449	-	2961	56.245	0.454	-	-	-	-	-	-	-	-	-	-	-	-	0.572	2.676	0.572	2.676
MAGT1	-	protein_coding	X	q21.1	-	-	-	-	-0.090	focal	-0.09	-	331	5.584	-1.052	-	-	-	-	-	-	-	-	-	-	-	-	-0.121	1.655	-0.121	1.655
RNU7-119P	-	snRNA	3	p13	-	-	-	-	0.115	focal	0.115	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.151	1.999	0.151	1.999
TMEM200B	-	protein_coding	1	p35.3	-	-	-	-	-0.006	focal	-0.006	-	82	2.549	0.250	-	-	-	-	-	-	-	-	-	-	-	-	-0.008	1.790	-0.008	1.790
RNU7-104P	-	snRNA	2	q31.2	-	-	-	-	0.060	focal	0.06	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.079	1.902	0.079	1.902
ITGA2B	P08514	protein_coding	17	q21.31	-	-	-	-	0.030	focal	0.03	-	366	5.408	-0.071	-	-	-	-	-	-	-	-	-	-	-	-	0.040	1.850	0.040	1.850
FAM58DP	-	pseudogene	13	q12.11	-	-	-	-	-0.060	focal	-0.06	-	44	3.064	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.081	1.702	-0.081	1.702
