Gene	Uniprot	Biotype	Chr	Cytoband	Druggable	Cancer_Gene_Census	Oncogene	Tumor_suppressor	CNV_log2_ratios	CNV_type	CNV_max_abs_log2	SV	RNA_raw_count	RNA_TPM	RNA_z_score	Variant	Variant_Chr_Pos	Actionable	Variant_Impact	DNA_Tumor_VAF	DNA_Tumor_DP	DNA_Normal_VAF	DNA_Normal_DP	RNA_Tumor_VAF	RNA_Tumor_DP	Tier	Drugs	CNV_log2_adj	CNV_copies	CNV_log2_max_adj	CNV_max_copies
ABAT	P80404	protein_coding	16	p13.2	-	-	-	-	0.074	largescale	0.074	-	53563	158.345	0.803	-	-	-	-	-	-	-	-	-	-	-	-	0.097	1.957	0.097	1.957
POU5F1B	-	protein_coding	8	q24.21	-	-	-	-	0.052	largescale	0.052	-	26	0.140	-	-	-	-	-	-	-	-	-	-	-	-	-	0.068	1.918	0.068	1.918
PHOX2A	-	protein_coding	11	q13.4	-	-	-	-	0.073	largescale	0.073	-	15	0.242	-	-	-	-	-	-	-	-	-	-	-	-	-	0.095	1.955	0.095	1.955
OR4A44P	-	pseudogene	11	p11.2	-	-	-	-	0.072	largescale	0.072	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.094	1.953	0.094	1.953
PHOX2B	-	protein_coding	4	p13	-	yes	-	-	0.064	largescale	0.064	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.084	1.939	0.084	1.939
NLRP14	-	protein_coding	11	p15.4	-	-	-	-	0.072	largescale	0.072	-	32	0.254	-	-	-	-	-	-	-	-	-	-	-	-	-	0.094	1.953	0.094	1.953
UPK2	-	protein_coding	11	q23.3	-	-	-	-	0.073	largescale	0.073	-	36	0.938	-	-	-	-	-	-	-	-	-	-	-	-	-	0.095	1.955	0.095	1.955
CFH	-	protein_coding	1	q31.3	-	-	-	-	0.081	largescale	0.081	-	870	3.077	-0.801	-	-	-	-	-	-	-	-	-	-	-	-	0.106	1.969	0.106	1.969
CFI	P05156	protein_coding	4	q25	-	-	-	-	0.061	largescale	0.061	-	4908	36.503	0.125	-	-	-	-	-	-	-	-	-	-	-	-	0.080	1.934	0.080	1.934
ANKFY1	-	protein_coding	17	p13.2	-	-	-	-	0.086	largescale	0.086	-	19515	39.806	0.573	-	-	-	-	-	-	-	-	-	-	-	-	0.112	1.978	0.112	1.978
RNU6-347P	-	snRNA	20	q13.2	-	-	-	-	0.077	largescale	0.077	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.100	1.962	0.100	1.962
CFB	P00751	protein_coding	6	p21.33	-	-	-	-	0.071	largescale	0.071	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.093	1.951	0.093	1.951
TPT1-AS1	-	antisense	13	q14.13	-	-	-	-	-0.654	largescale	-0.654	-	1532	5.205	-0.610	-	-	-	-	-	-	-	-	-	-	-	-	-0.942	0.952	-0.942	0.952
CFP	-	protein_coding	X	p11.23	-	-	-	-	0.081	largescale	0.081	-	207	1.303	-0.744	-	-	-	-	-	-	-	-	-	-	-	-	0.106	0.985	0.106	0.985
RNU5B-1	-	snRNA	15	q22.31	-	-	-	-	0.078	largescale	0.078	-	5	1.242	-	-	-	-	-	-	-	-	-	-	-	-	-	0.102	1.964	0.102	1.964
AAAS	-	protein_coding	12	q13.13	-	-	-	-	0.077	largescale	0.077	-	4784	33.302	-0.967	-	-	-	-	-	-	-	-	-	-	-	-	0.100	1.962	0.100	1.962
RNU6-767P	-	snRNA	17	p11.2	-	-	-	-	0.086	largescale	0.086	-	3	0.808	-	-	-	-	-	-	-	-	-	-	-	-	-	0.112	1.978	0.112	1.978
SIDT1	-	protein_coding	3	q13.2	-	-	-	-	0.075	largescale	0.075	-	294	1.049	0.201	-	-	-	-	-	-	-	-	-	-	-	-	0.098	1.958	0.098	1.958
SIDT2	-	protein_coding	11	q23.3	-	-	-	-	0.073	largescale	0.073	-	3529	11.219	-0.422	-	-	-	-	-	-	-	-	-	-	-	-	0.095	1.955	0.095	1.955
SAGE1	-	protein_coding	X	q26.3	-	-	-	-	0.081	largescale	0.081	-	2	0.019	-	-	-	-	-	-	-	-	-	-	-	-	-	0.106	0.985	0.106	0.985
TGIF2LX	-	protein_coding	X	q21.31	-	-	-	-	0.081	largescale	0.081	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.106	0.985	0.106	0.985
AAGAB	-	protein_coding	15	q22.33,q23	-	-	-	-	0.078	largescale	0.078	-	7771	58.400	0.467	-	-	-	-	-	-	-	-	-	-	-	-	0.102	1.964	0.102	1.964
C4orf19	-	protein_coding	4	p14	-	-	-	-	0.064	largescale	0.064	-	215	2.236	-0.380	-	-	-	-	-	-	-	-	-	-	-	-	0.084	1.939	0.084	1.939
SLC7A6OS	-	protein_coding	16	q22.1	-	-	-	-	0.074	largescale	0.074	-	3173	17.621	1.689	-	-	-	-	-	-	-	-	-	-	-	-	0.097	1.957	0.097	1.957
C4orf17	-	protein_coding	4	q23	-	-	-	-	0.061	largescale	0.061	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.080	1.934	0.080	1.934
CDH26	-	protein_coding	20	q13.33	-	-	-	-	0.074	focal	0.074	-	358	1.791	1.213	-	-	-	-	-	-	-	-	-	-	-	-	0.097	1.957	0.097	1.957
EIF3EP2	-	pseudogene	2	q24.2	-	-	-	-	0.072	largescale	0.072	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.094	1.953	0.094	1.953
EIF3EP1	-	pseudogene	6	q13	-	-	-	-	0.071	largescale	0.071	-	1283	28.083	1.274	-	-	-	-	-	-	-	-	-	-	-	-	0.093	1.951	0.093	1.951
RNU6-67P	-	snRNA	13	q31.1	-	-	-	-	-0.659	largescale	-0.659	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.950	0.947	-0.950	0.947
SCYL1	-	protein_coding	11	q13.1	-	-	-	-	0.073	largescale	0.073	-	6491	43.666	-0.224	-	-	-	-	-	-	-	-	-	-	-	-	0.095	1.955	0.095	1.955
IGLVI-38	-	IG_V_pseudogene	22	q11.22	-	-	-	-	-0.635	focal	-0.635	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.912	0.973	-0.912	0.973
NBEAP1	-	pseudogene	15	q11.2	-	-	-	-	0.078	largescale	0.078	-	8	0.062	-	-	-	-	-	-	-	-	-	-	-	-	-	0.102	1.964	0.102	1.964
NBEAP3	-	pseudogene	22	q11.1	-	-	-	-	-0.648	focal	-0.648	-	1	0.042	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.933	0.959	-0.933	0.959
RFPL4AL1	-	protein_coding	19	q13.42	-	-	-	-	0.071	largescale	0.071	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.093	1.951	0.093	1.951
RNU6ATAC39P	-	snRNA	10	p13	-	-	-	-	-0.645	largescale	-0.645	-	2	0.387	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.928	0.962	-0.928	0.962
ABCE1	P61221	protein_coding	4	q31.21	-	-	-	-	0.060	largescale	0.06	-	15991	73.524	0.904	-	-	-	-	-	-	-	-	-	-	-	-	0.078	1.932	0.078	1.932
TEN1-CDK3	-	processed_transcript	17	q25.1	-	-	-	-	0.086	largescale	0.086	-	221	1.633	0.147	-	-	-	-	-	-	-	-	-	-	-	-	0.112	1.978	0.112	1.978
ZNF197-AS1	-	antisense	3	p21.31	-	-	-	-	0.075	largescale	0.075	-	121	5.595	-0.749	-	-	-	-	-	-	-	-	-	-	-	-	0.098	1.958	0.098	1.958
MKRN2OS	-	protein_coding	3	p25.2	-	-	-	-	0.075	largescale	0.075	-	9	0.142	-	-	-	-	-	-	-	-	-	-	-	-	-	0.098	1.958	0.098	1.958
MSL3P1	-	pseudogene	2	q37.1	-	-	-	-	0.072	largescale	0.072	-	1254	15.857	1.114	-	-	-	-	-	-	-	-	-	-	-	-	0.094	1.953	0.094	1.953
NCBP2-AS1	-	antisense	3	q29	-	-	-	-	0.075	largescale	0.075	-	5	0.256	-	-	-	-	-	-	-	-	-	-	-	-	-	0.098	1.958	0.098	1.958
SNORD115-1	-	snoRNA	15	q11.2	-	-	-	-	0.078	largescale	0.078	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.102	1.964	0.102	1.964
NCBP2-AS2	-	lincRNA	3	q29	-	-	-	-	0.075	largescale	0.075	-	2482	77.882	-0.280	-	-	-	-	-	-	-	-	-	-	-	-	0.098	1.958	0.098	1.958
MDC1-AS1	-	antisense	6	p21.33	-	-	-	-	0.071	largescale	0.071	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.093	1.951	0.093	1.951
SPPL2A	-	protein_coding	15	q21.2	-	-	-	-	0.078	largescale	0.078	-	4769	44.300	-0.038	-	-	-	-	-	-	-	-	-	-	-	-	0.102	1.964	0.102	1.964
RNU6-163P	-	snRNA	10	p15.1	-	-	-	-	-0.645	largescale	-0.645	-	1	0.272	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.928	0.962	-0.928	0.962
ZNF117	-	protein_coding	7	q11.21	-	-	-	-	0.074	largescale	0.074	-	3215	20.663	0.262	-	-	-	-	-	-	-	-	-	-	-	-	0.097	1.957	0.097	1.957
ZNF114	-	protein_coding	19	q13.33	-	-	-	-	0.071	largescale	0.071	-	517	4.824	0.175	-	-	-	-	-	-	-	-	-	-	-	-	0.093	1.951	0.093	1.951
ZNF112	-	protein_coding	19	q13.31	-	-	-	-	0.071	largescale	0.071	-	1484	11.109	0.161	-	-	-	-	-	-	-	-	-	-	-	-	0.093	1.951	0.093	1.951
SEZ6L	-	protein_coding	22	q12.1	-	-	-	-	-0.627	largescale	-0.627	-	12550	50.547	0.010	-	-	-	-	-	-	-	-	-	-	-	-	-0.899	0.981	-0.899	0.981
FAM197Y7P	-	antisense	Y	p11.2	-	-	-	-	0.041	largescale	0.041	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.054	0.950	0.054	0.950
PRKAR2A	-	protein_coding	3	p21.31	-	-	-	-	0.075	largescale	0.075	-	10118	43.867	0.292	-	-	-	-	-	-	-	-	-	-	-	-	0.098	1.958	0.098	1.958
PRKAR2B	P31323	protein_coding	7	q22.3	-	-	-	-	0.074	largescale	0.074	-	3460	23.082	-0.508	-	-	-	-	-	-	-	-	-	-	-	-	0.097	1.957	0.097	1.957
MAGT1	-	protein_coding	X	q21.1	-	-	-	-	0.081	largescale	0.081	-	3563	21.109	-1.253	-	-	-	-	-	-	-	-	-	-	-	-	0.106	0.985	0.106	0.985
RNU7-119P	-	snRNA	3	p13	-	-	-	-	0.075	largescale	0.075	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.098	1.958	0.098	1.958
TMEM200B	-	protein_coding	1	p35.3	-	-	-	-	0.080	largescale	0.08	-	230	2.511	0.452	-	-	-	-	-	-	-	-	-	-	-	-	0.104	1.967	0.104	1.967
RNU7-104P	-	snRNA	2	q31.2	-	-	-	-	0.072	largescale	0.072	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.094	1.953	0.094	1.953
ITGA2B	P08514	protein_coding	17	q21.31	-	-	-	-	0.086	largescale	0.086	-	101	0.524	-1.253	-	-	-	-	-	-	-	-	-	-	-	-	0.112	1.978	0.112	1.978
FAM58DP	-	pseudogene	13	q12.11	-	-	-	-	-0.649	largescale	-0.649	-	2	0.049	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.934	0.958	-0.934	0.958
PHACTR4	-	protein_coding	1	p35.3	-	-	-	-	0.080	largescale	0.08	-	5464	21.967	-0.449	-	-	-	-	-	-	-	-	-	-	-	-	0.104	1.967	0.104	1.967
NLGN2	Q8NFZ4	protein_coding	17	p13.1	-	-	-	-	0.086	largescale	0.086	-	10515	54.575	-0.039	-	-	-	-	-	-	-	-	-	-	-	-	0.112	1.978	0.112	1.978
NLGN3	Q9NZ94	protein_coding	X	q13.1	-	-	-	-	0.081	largescale	0.081	-	9588	68.943	0.229	-	-	-	-	-	-	-	-	-	-	-	-	0.106	0.985	0.106	0.985
