Gene	Uniprot	Biotype	Chr	Cytoband	Druggable	Cancer_Gene_Census	Oncogene	Tumor_suppressor	CNV_log2_ratios	CNV_type	CNV_max_abs_log2	SV	RNA_raw_count	RNA_TPM	RNA_z_score	Variant	Variant_Chr_Pos	Actionable	Variant_Impact	DNA_Tumor_VAF	DNA_Tumor_DP	DNA_Normal_VAF	DNA_Normal_DP	RNA_Tumor_VAF	RNA_Tumor_DP	Tier	Drugs	CNV_log2_adj	CNV_copies	CNV_log2_max_adj	CNV_max_copies
CHST6	-	protein_coding	16	q23.1	-	-	-	-	-0.049	largescale	-0.049	-	184	0.963	-0.966	-	-	-	-	-	-	-	-	-	-	-	-	-0.296	1.629	-0.296	1.629
ITGAX	P20702	protein_coding	16	p11.2	-	-	-	-	0.011	largescale	0.011	-	975	2.711	-1.492	-	-	-	-	-	-	-	-	-	-	-	-	0.060	2.085	0.060	2.085
RPS4XP3	-	pseudogene	20	q13.31	-	-	-	-	-0.007	largescale	-0.007	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.039	1.946	-0.039	1.946
RNA5SP356	-	rRNA	12	p11.22	-	-	-	-	-0.003	largescale	-0.003	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.017	1.977	-0.017	1.977
RPS4XP6	-	pseudogene	5	p13.2	-	-	-	-	0.018	largescale	0.018	-	2	0.046	-	-	-	-	-	-	-	-	-	-	-	-	-	0.097	2.139	0.097	2.139
RPS4XP7	-	pseudogene	6	p23	-	-	-	-	-0.005	largescale	-0.005	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.028	1.962	-0.028	1.962
RPS4XP4	-	pseudogene	1	p36.12	-	-	-	-	-0.015	largescale	-0.015	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.085	1.885	-0.085	1.885
BCL2A1	Q16548	protein_coding	15	q25.1	-	-	-	-	-0.010	largescale	-0.01	-	464	7.739	-0.681	-	-	-	-	-	-	-	-	-	-	-	-	-0.056	1.923	-0.056	1.923
RPS4XP8	-	pseudogene	6	q25.2	-	-	-	-	-0.001	largescale	-0.001	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.006	1.992	-0.006	1.992
RPS4XP9	-	pseudogene	6	q22.32	-	-	-	-	-0.001	largescale	-0.001	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.006	1.992	-0.006	1.992
RNU4-76P	-	snRNA	6	q22.31	-	-	-	-	-0.001	largescale	-0.001	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.006	1.992	-0.006	1.992
ITGAV	P06756	protein_coding	2	q32.1	yes	-	-	-	-0.005	largescale	-0.005	-	25966	57.438	0.162	-	-	-	-	-	-	-	-	-	-	-	CILENGITIDE	-0.028	1.962	-0.028	1.962
ITGAL	P20701	protein_coding	16	p11.2	-	-	-	-	0.011	largescale	0.011	-	669	1.878	-0.183	-	-	-	-	-	-	-	-	-	-	-	-	0.060	2.085	0.060	2.085
ITGAM	P11215	protein_coding	16	p11.2	-	-	-	-	0.011	largescale	0.011	-	1072	3.437	-0.509	-	-	-	-	-	-	-	-	-	-	-	-	0.060	2.085	0.060	2.085
ITGAD	Q13349	protein_coding	16	p11.2	-	-	-	-	0.011	largescale	0.011	-	32	0.132	-	R63W	16:31408729	-	MODERATE	7.595	79	0.000	39	0.000	0	5	-	0.060	2.085	0.060	2.085
ITGAE	P38570	protein_coding	17	p13.2	-	-	-	-	-0.007	largescale	-0.007	-	2427	6.622	0.178	-	-	-	-	-	-	-	-	-	-	-	-	-0.039	1.946	-0.039	1.946
ATP1B3-AS1	-	antisense	3	q23	-	-	-	-	-0.006	largescale	-0.006	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.034	1.954	-0.034	1.954
IGF2R	P11717	protein_coding	6	q25.3	-	-	-	-	-0.001	largescale	-0.001	-	3478	6.344	0.274	-	-	-	-	-	-	-	-	-	-	-	-	-0.006	1.992	-0.006	1.992
SLC36A4	-	protein_coding	11	q21	-	-	-	-	-0.127	largescale	-0.127	-	1426	2.675	-1.907	-	-	-	-	-	-	-	-	-	-	-	-	-0.911	1.064	-0.911	1.064
SLC36A3	-	protein_coding	5	q33.1	-	-	-	-	-0.005	largescale	-0.005	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.028	1.962	-0.028	1.962
CKS1B	P61024	protein_coding	5	q12.1,q21.3	-	-	-	-	-0.005,-0.015	largescale,largescale	-0.015	-	5	0.378	-0.317	-	-	-	-	-	-	-	-	-	-	-	-	-0.028,-0.085	1.962,1.885	-0.085	1.885
SLC36A1	Q7Z2H8	protein_coding	5	q33.1	-	-	-	-	-0.005	largescale	-0.005	-	1835	4.728	1.214	-	-	-	-	-	-	-	-	-	-	-	-	-0.028	1.962	-0.028	1.962
ARTN	-	protein_coding	1	p34.1	-	-	-	-	-0.015	largescale	-0.015	-	85	0.581	0.892	-	-	-	-	-	-	-	-	-	-	-	-	-0.085	1.885	-0.085	1.885
ART1	P52961	protein_coding	11	p15.4	-	-	-	-	0.000	largescale	0.0	-	5	0.062	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.000	2.000	-0.000	2.000
ART3	-	protein_coding	4	q21.1	-	-	-	-	0.008	largescale	0.008	-	160	0.887	-0.222	-	-	-	-	-	-	-	-	-	-	-	-	0.044	2.062	0.044	2.062
ART5	-	protein_coding	11	p15.4	-	-	-	-	0.000	largescale	0.0	-	13	0.140	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.000	2.000	-0.000	2.000
ART4	-	protein_coding	12	p12.3	-	-	-	-	-0.003	largescale	-0.003	-	1	0.003	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.017	1.977	-0.017	1.977
CRTAM	-	protein_coding	11	q24.1	-	-	-	-	-0.020	focal	-0.02	-	66	0.448	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.115	1.847	-0.115	1.847
DPYD-IT1	-	sense_intronic	1	p21.3	-	-	-	-	-0.015	largescale	-0.015	-	6	0.272	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.085	1.885	-0.085	1.885
CADPS2	-	protein_coding	7	q31.32	-	-	-	-	0.122	focal	0.122	-	1210	3.453	0.357	-	-	-	-	-	-	-	-	-	-	-	-	0.576	2.980	0.576	2.980
RLF	-	protein_coding	1	p34.2	-	-	-	-	-0.015	largescale	-0.015	-	1945	5.656	-1.220	-	-	-	-	-	-	-	-	-	-	-	-	-0.085	1.885	-0.085	1.885
RNU6-590P	-	snRNA	12	p13.1	-	-	-	-	-0.003	largescale	-0.003	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.017	1.977	-0.017	1.977
CRTAP	-	protein_coding	3	p22.3	-	-	-	-	-0.003	largescale	-0.003	-	29931	81.202	0.970	-	-	-	-	-	-	-	-	-	-	-	-	-0.017	1.977	-0.017	1.977
ADPGK	-	protein_coding	15	q24.1	-	-	-	-	-0.010	largescale	-0.01	-	4158	12.734	-0.127	-	-	-	-	-	-	-	-	-	-	-	-	-0.056	1.923	-0.056	1.923
HPYR1	-	lincRNA	8	q24.22	-	-	-	-	0.003	largescale	0.003	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.017	2.023	0.017	2.023
CPEB4	-	protein_coding	5	q35.2	-	-	-	-	-0.005	largescale	-0.005	-	7249	12.818	-0.596	-	-	-	-	-	-	-	-	-	-	-	-	-0.028	1.962	-0.028	1.962
CPEB1	-	protein_coding	15	q25.2	-	-	-	-	-0.010	largescale	-0.01	-	179	0.396	0.188	-	-	-	-	-	-	-	-	-	-	-	-	-0.056	1.923	-0.056	1.923
CPEB3	-	protein_coding	10	q23.32	-	-	-	-	-0.130	largescale	-0.13	-	1719	3.955	1.669	-	-	-	-	-	-	-	-	-	-	-	-	-0.940	1.043	-0.940	1.043
CPEB2	-	protein_coding	4	p15.33	-	-	-	-	0.018	largescale	0.018	-	6656	16.845	0.934	-	-	-	-	-	-	-	-	-	-	-	-	0.097	2.139	0.097	2.139
SRBD1	-	protein_coding	2	p21	-	-	-	-	-0.005	largescale	-0.005	-	1362	4.904	-1.215	-	-	-	-	-	-	-	-	-	-	-	-	-0.028	1.962	-0.028	1.962
ABAT	P80404	protein_coding	16	p13.2	-	-	-	-	0.011	largescale	0.011	-	19015	35.445	-0.192	-	-	-	-	-	-	-	-	-	-	-	-	0.060	2.085	0.060	2.085
POU5F1B	-	protein_coding	8	q24.21	-	-	-	-	0.003	largescale	0.003	-	22	0.075	-	-	-	-	-	-	-	-	-	-	-	-	-	0.017	2.023	0.017	2.023
PHOX2A	-	protein_coding	11	q13.4	-	-	-	-	-0.127	largescale	-0.127	-	4	0.041	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.911	1.064	-0.911	1.064
OR4A44P	-	pseudogene	11	p11.2	-	-	-	-	0.000	largescale	0.0	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.000	2.000	-0.000	2.000
PHOX2B	-	protein_coding	4	p13	-	yes	-	-	0.018	largescale	0.018	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.097	2.139	0.097	2.139
NLRP14	-	protein_coding	11	p15.4	-	-	-	-	0.000	largescale	0.0	-	11	0.055	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.000	2.000	-0.000	2.000
UPK2	-	protein_coding	11	q23.3	-	-	-	-	-0.020	focal	-0.02	-	29	0.476	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.115	1.847	-0.115	1.847
CFH	-	protein_coding	1	q31.3	-	-	-	-	-0.015	largescale	-0.015	-	3498	7.801	0.964	-	-	-	-	-	-	-	-	-	-	-	-	-0.085	1.885	-0.085	1.885
CFI	P05156	protein_coding	4	q25	-	-	-	-	0.008	largescale	0.008	-	4830	22.651	0.238	-	-	-	-	-	-	-	-	-	-	-	-	0.044	2.062	0.044	2.062
ANKFY1	-	protein_coding	17	p13.2	-	-	-	-	-0.007	largescale	-0.007	-	10688	13.747	0.099	-	-	-	-	-	-	-	-	-	-	-	-	-0.039	1.946	-0.039	1.946
RNU6-347P	-	snRNA	20	q13.2	-	-	-	-	-0.007	largescale	-0.007	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.039	1.946	-0.039	1.946
CFB	P00751	protein_coding	6	p21.33	-	-	-	-	-0.151	focal	-0.151	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-1.159	0.896	-1.159	0.896
TPT1-AS1	-	antisense	13	q14.13	-	-	-	-	-0.125	largescale	-0.125	-	1228	2.631	0.207	-	-	-	-	-	-	-	-	-	-	-	-	-0.892	1.078	-0.892	1.078
CFP	-	protein_coding	X	p11.23	-	-	-	-	0.014	largescale	0.014	-	251	0.996	1.517	-	-	-	-	-	-	-	-	-	-	-	-	0.076	1.054	0.076	1.054
RNU5B-1	-	snRNA	15	q22.31	-	-	-	-	-0.010	largescale	-0.01	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.056	1.923	-0.056	1.923
AAAS	-	protein_coding	12	q13.13	-	-	-	-	0.002	largescale	0.002	-	4007	17.588	0.556	-	-	-	-	-	-	-	-	-	-	-	-	0.011	2.015	0.011	2.015
RNU6-767P	-	snRNA	17	p11.2	-	-	-	-	-0.007	largescale	-0.007	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.039	1.946	-0.039	1.946
SIDT1	-	protein_coding	3	q13.2	-	-	-	-	-0.006	largescale	-0.006	-	216	0.486	0.143	-	-	-	-	-	-	-	-	-	-	-	-	-0.034	1.954	-0.034	1.954
SIDT2	-	protein_coding	11	q23.3	-	-	-	-	-0.127	largescale	-0.127	-	3076	6.166	0.554	-	-	-	-	-	-	-	-	-	-	-	-	-0.911	1.064	-0.911	1.064
SAGE1	-	protein_coding	X	q26.3	-	-	-	-	0.023	largescale	0.023	-	50	0.294	-	-	-	-	-	-	-	-	-	-	-	-	-	0.123	1.089	0.123	1.089
TGIF2LX	-	protein_coding	X	q21.31	-	-	-	-	0.023	largescale	0.023	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.123	1.089	0.123	1.089
AAGAB	-	protein_coding	15	q22.33,q23	-	-	-	-	-0.010	largescale	-0.01	-	4260	20.187	0.487	-	-	-	-	-	-	-	-	-	-	-	-	-0.056	1.923	-0.056	1.923
C4orf19	-	protein_coding	4	p14	-	-	-	-	0.018	largescale	0.018	-	530	3.475	0.600	-	-	-	-	-	-	-	-	-	-	-	-	0.097	2.139	0.097	2.139
SLC7A6OS	-	protein_coding	16	q22.1	-	-	-	-	-0.049	largescale	-0.049	-	2009	7.035	1.661	-	-	-	-	-	-	-	-	-	-	-	-	-0.296	1.629	-0.296	1.629
C4orf17	-	protein_coding	4	q23	-	-	-	-	0.008	largescale	0.008	-	6	0.033	-	-	-	-	-	-	-	-	-	-	-	-	-	0.044	2.062	0.044	2.062
CDH26	-	protein_coding	20	q13.33	-	-	-	-	-0.007	largescale	-0.007	-	151	0.476	0.547	-	-	-	-	-	-	-	-	-	-	-	-	-0.039	1.946	-0.039	1.946
EIF3EP2	-	pseudogene	2	q24.2	-	-	-	-	-0.005	largescale	-0.005	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.028	1.962	-0.028	1.962
EIF3EP1	-	pseudogene	6	q13	-	-	-	-	-0.001	largescale	-0.001	-	168	2.319	-1.291	-	-	-	-	-	-	-	-	-	-	-	-	-0.006	1.992	-0.006	1.992
RNU6-67P	-	snRNA	13	q31.1	-	-	-	-	-0.125	largescale	-0.125	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.892	1.078	-0.892	1.078
SCYL1	-	protein_coding	11	q13.1	-	-	-	-	-0.127	largescale	-0.127	-	3024	12.827	-2.017	-	-	-	-	-	-	-	-	-	-	-	-	-0.911	1.064	-0.911	1.064
IGLVI-38	-	IG_V_pseudogene	22	q11.22	-	-	-	-	-0.003	largescale	-0.003	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.017	1.977	-0.017	1.977
NBEAP1	-	pseudogene	15	q11.2	-	-	-	-	-0.010	largescale	-0.01	-	4	0.020	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.056	1.923	-0.056	1.923
NBEAP3	-	pseudogene	22	q11.1	-	-	-	-	0.139	focal	0.139	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.643	3.124	0.643	3.124
RFPL4AL1	-	protein_coding	19	q13.42	-	-	-	-	0.053	focal	0.053	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.272	2.416	0.272	2.416
RNU6ATAC39P	-	snRNA	10	p13	-	-	-	-	-0.117	largescale	-0.117	-	14	1.707	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.818	1.134	-0.818	1.134
ABCE1	P61221	protein_coding	4	q31.21	-	-	-	-	0.008	largescale	0.008	-	5979	17.334	-1.353	-	-	-	-	-	-	-	-	-	-	-	-	0.044	2.062	0.044	2.062
TEN1-CDK3	-	processed_transcript	17	q25.1	-	-	-	-	0.002	focal	0.002	-	72	0.335	-0.009	-	-	-	-	-	-	-	-	-	-	-	-	0.011	2.015	0.011	2.015
ZNF197-AS1	-	antisense	3	p21.31	-	-	-	-	-0.003	largescale	-0.003	-	42	1.224	-0.658	-	-	-	-	-	-	-	-	-	-	-	-	-0.017	1.977	-0.017	1.977
MKRN2OS	-	protein_coding	3	p25.2	-	-	-	-	-0.003	largescale	-0.003	-	20	0.199	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.017	1.977	-0.017	1.977
MSL3P1	-	pseudogene	2	q37.1	-	-	-	-	-0.005	largescale	-0.005	-	192	1.531	0.902	-	-	-	-	-	-	-	-	-	-	-	-	-0.028	1.962	-0.028	1.962
NCBP2-AS1	-	antisense	3	q29	-	-	-	-	0.002	focal	0.002	-	4	0.129	-	-	-	-	-	-	-	-	-	-	-	-	-	0.011	2.015	0.011	2.015
SNORD115-1	-	snoRNA	15	q11.2	-	-	-	-	-0.010	largescale	-0.01	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.056	1.923	-0.056	1.923
NCBP2-AS2	-	lincRNA	3	q29	-	-	-	-	0.002	focal	0.002	-	1289	25.504	0.034	-	-	-	-	-	-	-	-	-	-	-	-	0.011	2.015	0.011	2.015
MDC1-AS1	-	antisense	6	p21.33	-	-	-	-	-0.005	largescale	-0.005	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.028	1.962	-0.028	1.962
SPPL2A	-	protein_coding	15	q21.2	-	-	-	-	-0.010	largescale	-0.01	-	1600	9.372	-1.160	-	-	-	-	-	-	-	-	-	-	-	-	-0.056	1.923	-0.056	1.923
RNU6-163P	-	snRNA	10	p15.1	-	-	-	-	-0.117	largescale	-0.117	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.818	1.134	-0.818	1.134
ZNF117	-	protein_coding	7	q11.21	-	-	-	-	0.126	largescale	0.126	-	658	2.667	-0.896	-	-	-	-	-	-	-	-	-	-	-	-	0.592	3.014	0.592	3.014
ZNF114	-	protein_coding	19	q13.33	-	-	-	-	0.053	focal	0.053	-	424	2.495	-0.278	-	-	-	-	-	-	-	-	-	-	-	-	0.272	2.416	0.272	2.416
ZNF112	-	protein_coding	19	q13.31	-	-	-	-	0.053	focal	0.053	-	733	3.460	0.449	-	-	-	-	-	-	-	-	-	-	-	-	0.272	2.416	0.272	2.416
SEZ6L	-	protein_coding	22	q12.1	-	-	-	-	-0.003	largescale	-0.003	-	8169	20.746	-0.491	-	-	-	-	-	-	-	-	-	-	-	-	-0.017	1.977	-0.017	1.977
FAM197Y7P	-	antisense	Y	p11.2	-	-	-	-	0.020	focal	0.02	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.108	1.078	0.108	1.078
PRKAR2A	-	protein_coding	3	p21.31	-	-	-	-	-0.003	largescale	-0.003	-	3750	10.252	-0.628	-	-	-	-	-	-	-	-	-	-	-	-	-0.017	1.977	-0.017	1.977
PRKAR2B	P31323	protein_coding	7	q22.3	-	-	-	-	0.126	largescale	0.126	-	3084	12.973	0.811	-	-	-	-	-	-	-	-	-	-	-	-	0.592	3.014	0.592	3.014
MAGT1	-	protein_coding	X	q21.1	-	-	-	-	0.023	largescale	0.023	-	285	1.065	-2.559	-	-	-	-	-	-	-	-	-	-	-	-	0.123	1.089	0.123	1.089
RNU7-119P	-	snRNA	3	p13	-	-	-	-	-0.003	largescale	-0.003	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.017	1.977	-0.017	1.977
TMEM200B	-	protein_coding	1	p35.3	-	-	-	-	-0.015	largescale	-0.015	-	328	2.258	1.688	-	-	-	-	-	-	-	-	-	-	-	-	-0.085	1.885	-0.085	1.885
RNU7-104P	-	snRNA	2	q31.2	-	-	-	-	-0.005	largescale	-0.005	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.028	1.962	-0.028	1.962
ITGA2B	P08514	protein_coding	17	q21.31	-	-	-	-	-0.007	largescale	-0.007	-	196	0.641	1.521	-	-	-	-	-	-	-	-	-	-	-	-	-0.039	1.946	-0.039	1.946
FAM58DP	-	pseudogene	13	q12.11	-	-	-	-	-0.113	focal	-0.113	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.782	1.163	-0.782	1.163
