Gene	Uniprot	Biotype	Chr	Cytoband	Druggable	Cancer_Gene_Census	Oncogene	Tumor_suppressor	CNV_log2_ratios	CNV_type	CNV_max_abs_log2	SV	RNA_raw_count	RNA_TPM	RNA_z_score	Variant	Variant_Chr_Pos	Actionable	Variant_Impact	DNA_Tumor_VAF	DNA_Tumor_DP	DNA_Normal_VAF	DNA_Normal_DP	RNA_Tumor_VAF	RNA_Tumor_DP	Tier	Drugs	CNV_log2_adj	CNV_copies	CNV_log2_max_adj	CNV_max_copies
CHST7	-	protein_coding	X	p11.23	-	-	-	-	0.010	largescale	0.01	-	1387	13.295	0.886	-	-	-	-	-	-	-	-	-	-	-	-	0.011	2.036	0.011	2.036
CHST6	-	protein_coding	16	q23.1	-	-	-	-	0.020	largescale	0.02	-	292	1.846	0.383	-	-	-	-	-	-	-	-	-	-	-	-	0.023	2.052	0.023	2.052
ITGAX	P20702	protein_coding	16	p11.2	-	-	-	-	0.015	largescale	0.015	-	3201	10.750	0.872	-	-	-	-	-	-	-	-	-	-	-	-	0.017	2.044	0.017	2.044
RPS4XP3	-	pseudogene	20	q13.31	-	-	-	-	0.490	largescale	0.49	-	4	0.213	-	-	-	-	-	-	-	-	-	-	-	-	-	0.551	2.959	0.551	2.959
RNA5SP356	-	rRNA	12	p11.22	-	-	-	-	0.022	largescale	0.022	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.025	2.056	0.025	2.056
RPS4XP6	-	pseudogene	5	p13.2	-	-	-	-	0.022	largescale	0.022	-	2	0.055	-	-	-	-	-	-	-	-	-	-	-	-	-	0.025	2.056	0.025	2.056
RPS4XP7	-	pseudogene	6	p23	-	-	-	-	0.012	largescale	0.012	-	4	0.113	-	-	-	-	-	-	-	-	-	-	-	-	-	0.014	2.039	0.014	2.039
RPS4XP4	-	pseudogene	1	p36.12	-	-	-	-	0.031	largescale	0.031	-	16	0.460	-	-	-	-	-	-	-	-	-	-	-	-	-	0.036	2.070	0.036	2.070
BCL2A1	Q16548	protein_coding	15	q25.1	-	-	-	-	0.027	largescale	0.027	-	1692	34.090	0.898	-	-	-	-	-	-	-	-	-	-	-	-	0.031	2.064	0.031	2.064
RPS4XP8	-	pseudogene	6	q25.2	-	-	-	-	-0.030	largescale	-0.03	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.035	1.972	-0.035	1.972
RPS4XP9	-	pseudogene	6	q22.32	-	-	-	-	-0.030	largescale	-0.03	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.035	1.972	-0.035	1.972
RNU4-76P	-	snRNA	6	q22.31	-	-	-	-	-0.030	largescale	-0.03	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.035	1.972	-0.035	1.972
ITGAV	P06756	protein_coding	2	q32.1	yes	-	-	-	0.016	largescale	0.016	-	45214	120.817	0.581	-	-	-	-	-	-	-	-	-	-	-	CILENGITIDE	0.018	2.046	0.018	2.046
ITGAL	P20701	protein_coding	16	p11.2	-	-	-	-	-0.164	focal	-0.164	-	351	1.190	0.193	-	-	-	-	-	-	-	-	-	-	-	-	-0.190	1.771	-0.190	1.771
ITGAM	P11215	protein_coding	16	p11.2	-	-	-	-	0.015	largescale	0.015	-	1033	4.001	0.123	-	-	-	-	-	-	-	-	-	-	-	-	0.017	2.044	0.017	2.044
ITGAD	Q13349	protein_coding	16	p11.2	-	-	-	-	0.015	largescale	0.015	-	4	0.020	-	-	-	-	-	-	-	-	-	-	-	-	-	0.017	2.044	0.017	2.044
ITGAE	P38570	protein_coding	17	p13.2	-	-	-	-	0.034	largescale	0.034	-	7177	23.655	0.526	-	-	-	-	-	-	-	-	-	-	-	-	0.039	2.075	0.039	2.075
ATP1B3-AS1	-	antisense	3	q23	-	-	-	-	0.021	largescale	0.021	-	5	0.292	-	-	-	-	-	-	-	-	-	-	-	-	-	0.024	2.054	0.024	2.054
IGF2R	P11717	protein_coding	6	q25.3	-	-	-	-	-0.030	largescale	-0.03	-	2659	5.859	-1.312	-	-	-	-	-	-	-	-	-	-	-	-	-0.035	1.972	-0.035	1.972
SLC36A4	-	protein_coding	11	q21	-	-	-	-	0.023	largescale	0.023	-	5068	11.486	-0.716	-	-	-	-	-	-	-	-	-	-	-	-	0.026	2.057	0.026	2.057
SLC36A3	-	protein_coding	5	q33.1	-	-	-	-	0.022	largescale	0.022	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.025	2.056	0.025	2.056
CKS1B	P61024	protein_coding	5	q12.1,q21.3	-	-	-	-	0.022,0.023	largescale,largescale	0.023	-	19	1.737	-0.443	-	-	-	-	-	-	-	-	-	-	-	-	0.025,0.026	2.056,2.057	0.026	2.057
SLC36A1	Q7Z2H8	protein_coding	5	q33.1	-	-	-	-	0.022	largescale	0.022	-	1076	3.349	-0.744	-	-	-	-	-	-	-	-	-	-	-	-	0.025	2.056	0.025	2.056
ARTN	-	protein_coding	1	p34.1	-	-	-	-	0.031	largescale	0.031	-	65	0.537	-0.491	-	-	-	-	-	-	-	-	-	-	-	-	0.036	2.070	0.036	2.070
ART1	P52961	protein_coding	11	p15.4	-	-	-	-	-0.126	largescale	-0.126	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.146	1.826	-0.146	1.826
ART3	-	protein_coding	4	q21.1	-	-	-	-	0.006	largescale	0.006	-	869	5.816	0.946	-	-	-	-	-	-	-	-	-	-	-	-	0.007	2.030	0.007	2.030
ART5	-	protein_coding	11	p15.4	-	-	-	-	-0.126	largescale	-0.126	-	57	0.740	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.146	1.826	-0.146	1.826
ART4	-	protein_coding	12	p12.3	-	-	-	-	0.022	largescale	0.022	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.025	2.056	0.025	2.056
CRTAM	-	protein_coding	11	q24.1	-	-	-	-	-0.028	largescale	-0.028	-	52	0.427	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.032	1.975	-0.032	1.975
DPYD-IT1	-	sense_intronic	1	p21.3	-	-	-	-	-0.139	largescale	-0.139	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.161	1.807	-0.161	1.807
CADPS2	-	protein_coding	7	q31.32	-	-	-	-	0.338,0.465	focal,focal	0.465	7:116280065-7:122027674	1046	3.606	-0.246	-	-	-	-	-	-	-	-	-	-	-	-	0.382,0.523	2.633,2.903	0.523	2.903
RLF	-	protein_coding	1	p34.2	-	-	-	-	0.031	largescale	0.031	-	6232	21.892	-0.190	-	-	-	-	-	-	-	-	-	-	-	-	0.036	2.070	0.036	2.070
RNU6-590P	-	snRNA	12	p13.1	-	-	-	-	0.022	largescale	0.022	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.025	2.056	0.025	2.056
CRTAP	-	protein_coding	3	p22.3	-	-	-	-	-0.016	largescale	-0.016	-	25175	82.503	0.682	-	-	-	-	-	-	-	-	-	-	-	-	-0.018	1.994	-0.018	1.994
ADPGK	-	protein_coding	15	q24.1	-	-	-	-	0.027	largescale	0.027	-	7832	28.973	0.456	-	-	-	-	-	-	-	-	-	-	-	-	0.031	2.064	0.031	2.064
HPYR1	-	lincRNA	8	q24.22	-	-	-	-	-0.152	focal	-0.152	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.176	1.788	-0.176	1.788
CPEB4	-	protein_coding	5	q35.2	-	-	-	-	0.022	largescale	0.022	-	14330	30.608	1.223	-	-	-	-	-	-	-	-	-	-	-	-	0.025	2.056	0.025	2.056
CPEB1	-	protein_coding	15	q25.2	-	-	-	-	0.027	largescale	0.027	-	313	0.836	1.529	-	-	-	-	-	-	-	-	-	-	-	-	0.031	2.064	0.031	2.064
CPEB3	-	protein_coding	10	q23.32	-	-	-	-	-0.787	largescale	-0.787	-	918	2.551	-0.553	-	-	-	-	-	-	-	-	-	-	-	-	-0.953	1.044	-0.953	1.044
CPEB2	-	protein_coding	4	p15.33	-	-	-	-	0.016	largescale	0.016	-	8288	25.337	0.392	-	-	-	-	-	-	-	-	-	-	-	-	0.018	2.046	0.018	2.046
SRBD1	-	protein_coding	2	p21	-	-	-	-	0.018	largescale	0.018	-	2288	9.951	-1.139	-	-	-	-	-	-	-	-	-	-	-	-	0.021	2.049	0.021	2.049
ABAT	P80404	protein_coding	16	p13.2	-	-	-	-	0.033	focal	0.033	-	19998	45.030	0.377	-	-	-	-	-	-	-	-	-	-	-	-	0.038	2.074	0.038	2.074
POU5F1B	-	protein_coding	8	q24.21	-	-	-	-	-0.152	focal	-0.152	-	74	0.303	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.176	1.788	-0.176	1.788
PHOX2A	-	protein_coding	11	q13.4	-	-	-	-	0.023	largescale	0.023	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.026	2.057	0.026	2.057
OR4A44P	-	pseudogene	11	p11.2	-	-	-	-	-0.126	largescale	-0.126	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.146	1.826	-0.146	1.826
PHOX2B	-	protein_coding	4	p13	-	yes	-	-	0.016	largescale	0.016	-	2	0.014	-	-	-	-	-	-	-	-	-	-	-	-	-	0.018	2.046	0.018	2.046
NLRP14	-	protein_coding	11	p15.4	-	-	-	-	-0.126	largescale	-0.126	-	40	0.242	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.146	1.826	-0.146	1.826
UPK2	-	protein_coding	11	q23.3	-	-	-	-	-0.028	largescale	-0.028	-	52	1.032	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.032	1.975	-0.032	1.975
CFH	-	protein_coding	1	q31.3	-	-	-	-	0.023	largescale	0.023	-	4588	12.361	1.197	-	-	-	-	-	-	-	-	-	-	-	-	0.026	2.057	0.026	2.057
CFI	P05156	protein_coding	4	q25	-	-	-	-	0.006	largescale	0.006	-	14715	83.361	1.129	-	-	-	-	-	-	-	-	-	-	-	-	0.007	2.030	0.007	2.030
ANKFY1	-	protein_coding	17	p13.2	-	-	-	-	0.034	largescale	0.034	-	9847	15.299	-0.788	-	-	-	-	-	-	-	-	-	-	-	-	0.039	2.075	0.039	2.075
RNU6-347P	-	snRNA	20	q13.2	-	-	-	-	0.490	largescale	0.49	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.551	2.959	0.551	2.959
CFB	P00751	protein_coding	6	p21.33	-	-	-	-	0.012	largescale	0.012	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.014	2.039	0.014	2.039
TPT1-AS1	-	antisense	13	q14.13	-	-	-	-	-0.013	largescale	-0.013	-	2369	6.130	1.052	-	-	-	-	-	-	-	-	-	-	-	-	-0.015	1.999	-0.015	1.999
CFP	-	protein_coding	X	p11.23	-	-	-	-	0.010	largescale	0.01	-	136	0.652	-0.100	-	-	-	-	-	-	-	-	-	-	-	-	0.011	2.036	0.011	2.036
RNU5B-1	-	snRNA	15	q22.31	-	-	-	-	0.027	largescale	0.027	-	1	0.189	-	-	-	-	-	-	-	-	-	-	-	-	-	0.031	2.064	0.031	2.064
AAAS	-	protein_coding	12	q13.13	-	-	-	-	0.022	largescale	0.022	-	5478	29.046	-0.065	-	-	-	-	-	-	-	-	-	-	-	-	0.025	2.056	0.025	2.056
RNU6-767P	-	snRNA	17	p11.2	-	-	-	-	0.034	largescale	0.034	-	2	0.410	-	-	-	-	-	-	-	-	-	-	-	-	-	0.039	2.075	0.039	2.075
SIDT1	-	protein_coding	3	q13.2	-	-	-	-	-0.123	largescale	-0.123	-	105	0.285	-0.922	-	-	-	-	-	-	-	-	-	-	-	-	-0.142	1.830	-0.142	1.830
SIDT2	-	protein_coding	11	q23.3	-	-	-	-	-0.028	largescale	-0.028	-	2626	6.359	-0.038	-	-	-	-	-	-	-	-	-	-	-	-	-0.032	1.975	-0.032	1.975
SAGE1	-	protein_coding	X	q26.3	-	-	-	-	0.010	largescale	0.01	-	2	0.014	-	-	-	-	-	-	-	-	-	-	-	-	-	0.011	2.036	0.011	2.036
TGIF2LX	-	protein_coding	X	q21.31	-	-	-	-	0.010	largescale	0.01	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.011	2.036	0.011	2.036
AAGAB	-	protein_coding	15	q22.33,q23	-	-	-	-	0.027	largescale	0.027	-	7351	42.078	0.246	-	-	-	-	-	-	-	-	-	-	-	-	0.031	2.064	0.031	2.064
C4orf19	-	protein_coding	4	p14	-	-	-	-	0.016	largescale	0.016	-	748	5.925	0.817	-	-	-	-	-	-	-	-	-	-	-	-	0.018	2.046	0.018	2.046
SLC7A6OS	-	protein_coding	16	q22.1	-	-	-	-	0.020	largescale	0.02	-	2555	10.808	1.011	-	-	-	-	-	-	-	-	-	-	-	-	0.023	2.052	0.023	2.052
C4orf17	-	protein_coding	4	q23	-	-	-	-	0.006	largescale	0.006	-	2	0.013	-	-	-	-	-	-	-	-	-	-	-	-	-	0.007	2.030	0.007	2.030
CDH26	-	protein_coding	20	q13.33	-	-	-	-	0.490	largescale	0.49	-	167	0.636	0.667	-	-	-	-	-	-	-	-	-	-	-	-	0.551	2.959	0.551	2.959
EIF3EP2	-	pseudogene	2	q24.2	-	-	-	-	0.018	largescale	0.018	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.021	2.049	0.021	2.049
EIF3EP1	-	pseudogene	6	q13	-	-	-	-	-0.002	largescale	-0.002	-	712	11.871	-0.737	-	-	-	-	-	-	-	-	-	-	-	-	-0.002	2.017	-0.002	2.017
RNU6-67P	-	snRNA	13	q31.1	-	-	-	-	-0.028	largescale	-0.028	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.032	1.975	-0.032	1.975
SCYL1	-	protein_coding	11	q13.1	-	-	-	-	0.023	largescale	0.023	-	6410	32.844	-0.427	-	-	-	-	-	-	-	-	-	-	-	-	0.026	2.057	0.026	2.057
IGLVI-38	-	IG_V_pseudogene	22	q11.22	-	-	-	-	-0.211	largescale	-0.211	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.245	1.704	-0.245	1.704
NBEAP1	-	pseudogene	15	q11.2	-	-	-	-	0.027	largescale	0.027	-	14	0.083	-	-	-	-	-	-	-	-	-	-	-	-	-	0.031	2.064	0.031	2.064
NBEAP3	-	pseudogene	22	q11.1	-	-	-	-	-0.211	largescale	-0.211	-	1	0.032	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.245	1.704	-0.245	1.704
RFPL4AL1	-	protein_coding	19	q13.42	-	-	-	-	0.327	focal	0.327	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.370	2.611	0.370	2.611
RNU6ATAC39P	-	snRNA	10	p13	-	-	-	-	-0.793	largescale	-0.793	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.960	1.038	-0.960	1.038
ABCE1	P61221	protein_coding	4	q31.21	-	-	-	-	0.006	largescale	0.006	-	13712	48.021	0.041	-	-	-	-	-	-	-	-	-	-	-	-	0.007	2.030	0.007	2.030
TEN1-CDK3	-	processed_transcript	17	q25.1	-	-	-	-	0.023	largescale	0.023	-	197	1.109	0.484	-	-	-	-	-	-	-	-	-	-	-	-	0.026	2.057	0.026	2.057
ZNF197-AS1	-	antisense	3	p21.31	-	-	-	-	-0.016	largescale	-0.016	-	152	5.353	-0.181	-	-	-	-	-	-	-	-	-	-	-	-	-0.018	1.994	-0.018	1.994
MKRN2OS	-	protein_coding	3	p25.2	-	-	-	-	-0.011	largescale	-0.011	-	26	0.312	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.013	2.002	-0.013	2.002
MSL3P1	-	pseudogene	2	q37.1	-	-	-	-	0.016	largescale	0.016	-	691	6.655	0.663	-	-	-	-	-	-	-	-	-	-	-	-	0.018	2.046	0.018	2.046
NCBP2-AS1	-	antisense	3	q29	-	-	-	-	0.021	largescale	0.021	-	11	0.429	-	-	-	-	-	-	-	-	-	-	-	-	-	0.024	2.054	0.024	2.054
SNORD115-1	-	snoRNA	15	q11.2	-	-	-	-	0.027	largescale	0.027	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.031	2.064	0.031	2.064
NCBP2-AS2	-	lincRNA	3	q29	-	-	-	-	0.021	largescale	0.021	-	2485	59.393	0.640	-	-	-	-	-	-	-	-	-	-	-	-	0.024	2.054	0.024	2.054
MDC1-AS1	-	antisense	6	p21.33	-	-	-	-	0.012	largescale	0.012	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.014	2.039	0.014	2.039
SPPL2A	-	protein_coding	15	q21.2	-	-	-	-	0.027	largescale	0.027	-	4055	28.691	0.036	-	-	-	-	-	-	-	-	-	-	-	-	0.031	2.064	0.031	2.064
RNU6-163P	-	snRNA	10	p15.1	-	-	-	-	-0.793	largescale	-0.793	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.960	1.038	-0.960	1.038
ZNF117	-	protein_coding	7	q11.21	-	-	-	-	0.438	largescale	0.438	-	2449	11.989	0.551	-	-	-	-	-	-	-	-	-	-	-	-	0.493	2.844	0.493	2.844
ZNF114	-	protein_coding	19	q13.33	-	-	-	-	0.327	focal	0.327	-	578	4.108	-0.341	-	-	-	-	-	-	-	-	-	-	-	-	0.370	2.611	0.370	2.611
ZNF112	-	protein_coding	19	q13.31	-	-	-	-	0.327	focal	0.327	-	1690	9.636	-0.260	-	-	-	-	-	-	-	-	-	-	-	-	0.370	2.611	0.370	2.611
SEZ6L	-	protein_coding	22	q12.1	-	-	-	-	-0.211	largescale	-0.211	-	9150	28.070	-0.657	-	-	-	-	-	-	-	-	-	-	-	-	-0.245	1.704	-0.245	1.704
FAM197Y7P	-	antisense	Y	p11.2	-	-	-	-	0.188	largescale	0.188	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	NA	NA	NA	NA
PRKAR2A	-	protein_coding	3	p21.31	-	-	-	-	-0.016	largescale	-0.016	-	5482	18.103	-1.445	-	-	-	-	-	-	-	-	-	-	-	-	-0.018	1.994	-0.018	1.994
PRKAR2B	P31323	protein_coding	7	q22.3	-	-	-	-	0.465	largescale	0.465	-	4208	21.382	-0.409	-	-	-	-	-	-	-	-	-	-	-	-	0.523	2.903	0.523	2.903
MAGT1	-	protein_coding	X	q21.1	-	-	-	-	0.010	largescale	0.01	-	2600	11.733	-1.150	-	-	-	-	-	-	-	-	-	-	-	-	0.011	2.036	0.011	2.036
RNU7-119P	-	snRNA	3	p13	-	-	-	-	-0.016	largescale	-0.016	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.018	1.994	-0.018	1.994
TMEM200B	-	protein_coding	1	p35.3	-	-	-	-	0.031	largescale	0.031	-	116	0.964	0.407	-	-	-	-	-	-	-	-	-	-	-	-	0.036	2.070	0.036	2.070
RNU7-104P	-	snRNA	2	q31.2	-	-	-	-	0.016	largescale	0.016	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.018	2.046	0.018	2.046
ITGA2B	P08514	protein_coding	17	q21.31	-	-	-	-	0.032	focal	0.032	-	190	0.751	1.306	-	-	-	-	-	-	-	-	-	-	-	-	0.037	2.072	0.037	2.072
FAM58DP	-	pseudogene	13	q12.11	-	-	-	-	-0.013	largescale	-0.013	-	8	0.149	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.015	1.999	-0.015	1.999
PHACTR4	-	protein_coding	1	p35.3	-	-	-	-	0.031	largescale	0.031	-	4364	13.363	-1.669	-	-	-	-	-	-	-	-	-	-	-	-	0.036	2.070	0.036	2.070
NLGN2	Q8NFZ4	protein_coding	17	p13.1	-	-	-	-	0.034	largescale	0.034	-	6218	24.582	-1.030	-	-	-	-	-	-	-	-	-	-	-	-	0.039	2.075	0.039	2.075
