Gene	Uniprot	Biotype	Chr	Cytoband	Druggable	Cancer_Gene_Census	Oncogene	Tumor_suppressor	CNV_log2_ratios	CNV_type	CNV_max_abs_log2	SV	RNA_raw_count	RNA_TPM	RNA_z_score	Variant	Variant_Chr_Pos	Actionable	Variant_Impact	DNA_Tumor_VAF	DNA_Tumor_DP	DNA_Normal_VAF	DNA_Normal_DP	RNA_Tumor_VAF	RNA_Tumor_DP	Tier	Drugs	CNV_log2_adj	CNV_copies	CNV_log2_max_adj	CNV_max_copies
IGF2R	P11717	protein_coding	6	q25.3	-	-	-	-	0.009	largescale	0.009	-	5894	32.864	0.812	-	-	-	-	-	-	-	-	-	-	-	-	0.010	3.736	0.010	3.736
SLC36A4	-	protein_coding	11	q21	-	-	-	-	0.057	largescale	0.057	-	5468	31.362	1.444	-	-	-	-	-	-	-	-	-	-	-	-	0.065	3.880	0.065	3.880
SLC36A3	-	protein_coding	5	q33.1	-	-	-	-	0.064	largescale	0.064	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.073	3.901	0.073	3.901
CKS1B	P61024	protein_coding	5	q12.1,q21.3	-	-	-	-	0.064,0.624	largescale,focal	0.624	-	85	19.665	2.499	-	-	-	-	-	-	-	-	-	-	-	-	0.073,0.691	3.901,5.991	0.691	5.991
SLC36A1	Q7Z2H8	protein_coding	5	q33.1	-	-	-	-	0.064	largescale	0.064	-	871	6.860	0.190	-	-	-	-	-	-	-	-	-	-	-	-	0.073	3.901	0.073	3.901
ARTN	-	protein_coding	1	p34.1	-	-	-	-	0.405	largescale	0.405	-	25	0.522	-0.400	-	-	-	-	-	-	-	-	-	-	-	-	0.452	5.076	0.452	5.076
ART1	P52961	protein_coding	11	p15.4	-	-	-	-	-0.857	largescale	-0.857	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-1.026	1.822	-1.026	1.822
ART3	-	protein_coding	4	q21.1	-	-	-	-	-0.299,-0.370,-4.165	focal,focal,focal	-4.165	-	2	0.034	-1.570	-	-	-	-	-	-	-	-	-	-	-	-	-0.345,-0.429,-28.467	2.921,2.756,0.000	-28.467	0.000
ART5	-	protein_coding	11	p15.4	-	-	-	-	-0.857	largescale	-0.857	-	14	0.460	-	-	-	-	-	-	-	-	-	-	-	-	-	-1.026	1.822	-1.026	1.822
ART4	-	protein_coding	12	p12.3	-	-	-	-	0.073	largescale	0.073	-	6	0.064	-	-	-	-	-	-	-	-	-	-	-	-	-	0.083	3.929	0.083	3.929
CRTAM	-	protein_coding	11	q24.1	-	-	-	-	0.057	largescale	0.057	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.065	3.880	0.065	3.880
DPYD-IT1	-	sense_intronic	1	p21.3	-	-	-	-	0.405	largescale	0.405	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.452	5.076	0.452	5.076
CADPS2	-	protein_coding	7	q31.32	-	-	-	-	-0.354	largescale	-0.354	-	2082	18.165	0.770	-	-	-	-	-	-	-	-	-	-	-	-	-0.410	2.793	-0.410	2.793
RLF	-	protein_coding	1	p34.2	-	-	-	-	0.405	largescale	0.405	-	4862	43.222	0.955	-	-	-	-	-	-	-	-	-	-	-	-	0.452	5.076	0.452	5.076
RNU6-590P	-	snRNA	12	p13.1	-	-	-	-	0.073	largescale	0.073	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.083	3.929	0.083	3.929
CRTAP	-	protein_coding	3	p22.3	-	-	-	-	0.092	largescale	0.092	-	10559	87.571	-0.155	-	-	-	-	-	-	-	-	-	-	-	-	0.104	3.988	0.104	3.988
ADPGK	-	protein_coding	15	q24.1	-	-	-	-	0.071	largescale	0.071	-	4593	42.999	0.654	-	-	-	-	-	-	-	-	-	-	-	-	0.080	3.923	0.080	3.923
HPYR1	-	lincRNA	8	q24.22	-	-	-	-	1.008	focal	1.008	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	1.104	7.973	1.104	7.973
CPEB4	-	protein_coding	5	q35.2	-	-	-	-	0.064	largescale	0.064	-	4239	22.914	-0.651	-	-	-	-	-	-	-	-	-	-	-	-	0.073	3.901	0.073	3.901
CPEB1	-	protein_coding	15	q25.2	-	-	-	-	0.071	largescale	0.071	-	63	0.426	-0.081	-	-	-	-	-	-	-	-	-	-	-	-	0.080	3.923	0.080	3.923
CPEB3	-	protein_coding	10	q23.32	-	-	-	-	0.043	largescale	0.043	-	1597	11.232	1.351	-	-	-	-	-	-	-	-	-	-	-	-	0.049	3.838	0.049	3.838
CPEB2	-	protein_coding	4	p15.33	-	-	-	-	0.350	largescale	0.35	-	5184	40.106	0.709	-	-	-	-	-	-	-	-	-	-	-	-	0.392	4.868	0.392	4.868
SRBD1	-	protein_coding	2	p21	-	-	-	-	-0.300	largescale	-0.3	-	1792	19.723	0.222	-	-	-	-	-	-	-	-	-	-	-	-	-0.346	2.918	-0.346	2.918
ABAT	P80404	protein_coding	16	p13.2	-	-	-	-	-0.323	largescale	-0.323	-	1052	5.995	-2.086	-	-	-	-	-	-	-	-	-	-	-	-	-0.373	2.864	-0.373	2.864
POU5F1B	-	protein_coding	8	q24.21	-	-	-	-	1.008	focal	1.008	-	5	0.052	-	-	-	-	-	-	-	-	-	-	-	-	-	1.104	7.973	1.104	7.973
PHOX2A	-	protein_coding	11	q13.4	-	-	-	-	0.057	largescale	0.057	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.065	3.880	0.065	3.880
OR4A44P	-	pseudogene	11	p11.2	-	-	-	-	-0.857	largescale	-0.857	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-1.026	1.822	-1.026	1.822
PHOX2B	-	protein_coding	4	p13	-	yes	-	-	0.350	largescale	0.35	-	4	0.072	-	-	-	-	-	-	-	-	-	-	-	-	-	0.392	4.868	0.392	4.868
NLRP14	-	protein_coding	11	p15.4	-	-	-	-	-0.857	largescale	-0.857	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-1.026	1.822	-1.026	1.822
UPK2	-	protein_coding	11	q23.3	-	-	-	-	0.057	largescale	0.057	-	10	0.502	-	-	-	-	-	-	-	-	-	-	-	-	-	0.065	3.880	0.065	3.880
CFH	-	protein_coding	1	q31.3	-	-	-	-	0.389	largescale	0.389	-	578	3.941	0.033	-	-	-	-	-	-	-	-	-	-	-	-	0.435	5.015	0.435	5.015
CFI	P05156	protein_coding	4	q25	-	-	-	-	-0.351	focal	-0.351	-	680	9.749	-0.367	-	-	-	-	-	-	-	-	-	-	-	-	-0.406	2.800	-0.406	2.800
ANKFY1	-	protein_coding	17	p13.2	-	-	-	-	0.059	focal	0.059	-	8483	33.354	0.287	-	-	-	-	-	-	-	-	-	-	-	-	0.067	3.886	0.067	3.886
RNU6-347P	-	snRNA	20	q13.2	-	-	-	-	0.068	largescale	0.068	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.077	3.913	0.077	3.913
CFB	P00751	protein_coding	6	p21.33	-	-	-	-	0.060	focal	0.06	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.068	3.889	0.068	3.889
TPT1-AS1	-	antisense	13	q14.13	-	-	-	-	-0.839	focal	-0.839	-	234	1.532	-1.694	-	-	-	-	-	-	-	-	-	-	-	-	-1.003	1.851	-1.003	1.851
CFP	-	protein_coding	X	p11.23	-	-	-	-	0.036	largescale	0.036	-	62	0.752	-0.166	-	-	-	-	-	-	-	-	-	-	-	-	0.041	1.908	0.041	1.908
RNU5B-1	-	snRNA	15	q22.31	-	-	-	-	0.071	largescale	0.071	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.080	3.923	0.080	3.923
AAAS	-	protein_coding	12	q13.13	-	-	-	-	0.073	largescale	0.073	-	5276	70.795	1.471	-	-	-	-	-	-	-	-	-	-	-	-	0.083	3.929	0.083	3.929
RNU6-767P	-	snRNA	17	p11.2	-	-	-	-	0.062	largescale	0.062	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.070	3.895	0.070	3.895
SIDT1	-	protein_coding	3	q13.2	-	-	-	-	0.079	largescale	0.079	-	332	2.284	0.823	-	-	-	-	-	-	-	-	-	-	-	-	0.089	3.947	0.089	3.947
SIDT2	-	protein_coding	11	q23.3	-	-	-	-	0.057	largescale	0.057	-	832	5.098	-1.254	-	-	-	-	-	-	-	-	-	-	-	-	0.065	3.880	0.065	3.880
SAGE1	-	protein_coding	X	q26.3	-	-	-	-	0.036	largescale	0.036	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.041	1.908	0.041	1.908
TGIF2LX	-	protein_coding	X	q21.31	-	-	-	-	0.036	largescale	0.036	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.041	1.908	0.041	1.908
AAGAB	-	protein_coding	15	q22.33,q23	-	-	-	-	0.071	largescale	0.071	-	5495	79.601	1.490	-	-	-	-	-	-	-	-	-	-	-	-	0.080	3.923	0.080	3.923
C4orf19	-	protein_coding	4	p14	-	-	-	-	0.350	largescale	0.35	-	66	1.323	-1.649	-	-	-	-	-	-	-	-	-	-	-	-	0.392	4.868	0.392	4.868
SLC7A6OS	-	protein_coding	16	q22.1	-	-	-	-	-0.853	focal	-0.853	-	1005	10.758	-0.102	-	-	-	-	-	-	-	-	-	-	-	-	-1.021	1.828	-1.021	1.828
C4orf17	-	protein_coding	4	q23	-	-	-	-	-0.337	focal	-0.337	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.390	2.832	-0.390	2.832
CDH26	-	protein_coding	20	q13.33	-	-	-	-	0.068	largescale	0.068	-	16	0.154	-1.188	-	-	-	-	-	-	-	-	-	-	-	-	0.077	3.913	0.077	3.913
EIF3EP2	-	pseudogene	2	q24.2	-	-	-	-	-0.300	largescale	-0.3	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.346	2.918	-0.346	2.918
EIF3EP1	-	pseudogene	6	q13	-	-	-	-	0.009	largescale	0.009	-	512	21.602	-0.025	-	-	-	-	-	-	-	-	-	-	-	-	0.010	3.736	0.010	3.736
RNU6-67P	-	snRNA	13	q31.1	-	-	-	-	0.615	focal	0.615	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.682	5.951	0.682	5.951
SCYL1	-	protein_coding	11	q13.1	-	-	-	-	0.057	largescale	0.057	-	4007	51.959	1.066	-	-	-	-	-	-	-	-	-	-	-	-	0.065	3.880	0.065	3.880
IGLVI-38	-	IG_V_pseudogene	22	q11.22	-	-	-	-	-0.840	focal	-0.84	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-1.004	1.849	-1.004	1.849
NBEAP1	-	pseudogene	15	q11.2	-	-	-	-	-0.530	focal	-0.53	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.620	2.414	-0.620	2.414
NBEAP3	-	pseudogene	22	q11.1	-	-	-	-	-0.839	focal	-0.839	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-1.003	1.851	-1.003	1.851
RFPL4AL1	-	protein_coding	19	q13.42	-	-	-	-	0.022	focal	0.022	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.025	3.775	0.025	3.775
RNU6ATAC39P	-	snRNA	10	p13	-	-	-	-	0.043	largescale	0.043	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.049	3.838	0.049	3.838
ABCE1	P61221	protein_coding	4	q31.21	-	-	-	-	-0.360	focal	-0.36	-	6923	61.357	-0.022	-	-	-	-	-	-	-	-	-	-	-	-	-0.417	2.779	-0.417	2.779
TEN1-CDK3	-	processed_transcript	17	q25.1	-	-	-	-	0.080	largescale	0.08	-	38	0.541	-0.760	-	-	-	-	-	-	-	-	-	-	-	-	0.091	3.950	0.091	3.950
ZNF197-AS1	-	antisense	3	p21.31	-	-	-	-	0.092	largescale	0.092	-	62	5.526	-0.581	-	-	-	-	-	-	-	-	-	-	-	-	0.104	3.988	0.104	3.988
MKRN2OS	-	protein_coding	3	p25.2	-	-	-	-	0.092	largescale	0.092	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.104	3.988	0.104	3.988
MSL3P1	-	pseudogene	2	q37.1	-	-	-	-	-0.300	largescale	-0.3	-	356	8.677	0.622	-	-	-	-	-	-	-	-	-	-	-	-	-0.346	2.918	-0.346	2.918
NCBP2-AS1	-	antisense	3	q29	-	-	-	-	0.027	focal	0.027	-	4	0.395	-	-	-	-	-	-	-	-	-	-	-	-	-	0.031	3.790	0.031	3.790
SNORD115-1	-	snoRNA	15	q11.2	-	-	-	-	-0.917	focal	-0.917	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-1.103	1.727	-1.103	1.727
NCBP2-AS2	-	lincRNA	3	q29	-	-	-	-	0.027	focal	0.027	-	917	55.465	-0.072	-	-	-	-	-	-	-	-	-	-	-	-	0.031	3.790	0.031	3.790
MDC1-AS1	-	antisense	6	p21.33	-	-	-	-	0.060	focal	0.06	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.068	3.889	0.068	3.889
SPPL2A	-	protein_coding	15	q21.2	-	-	-	-	-0.832	largescale	-0.832	-	1588	28.434	-0.812	-	-	-	-	-	-	-	-	-	-	-	-	-0.994	1.862	-0.994	1.862
RNU6-163P	-	snRNA	10	p15.1	-	-	-	-	0.043	largescale	0.043	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.049	3.838	0.049	3.838
ZNF117	-	protein_coding	7	q11.21	-	-	-	-	0.044	largescale	0.044	-	258	3.196	-1.912	-	-	-	-	-	-	-	-	-	-	-	-	0.050	3.841	0.050	3.841
ZNF114	-	protein_coding	19	q13.33	-	-	-	-	0.022	focal	0.022	-	727	13.076	0.814	-	-	-	-	-	-	-	-	-	-	-	-	0.025	3.775	0.025	3.775
ZNF112	-	protein_coding	19	q13.31	-	-	-	-	0.033	largescale	0.033	-	1225	17.676	0.536	-	-	-	-	-	-	-	-	-	-	-	-	0.037	3.808	0.037	3.808
SEZ6L	-	protein_coding	22	q12.1	-	-	-	-	-0.827	focal	-0.827	-	13127	101.912	0.063	-	-	-	-	-	-	-	-	-	-	-	-	-0.988	1.871	-0.988	1.871
FAM197Y7P	-	antisense	Y	p11.2	-	-	-	-	-4.435	focal	-4.435	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-27.467	0.000	-27.467	0.000
PRKAR2A	-	protein_coding	3	p21.31	-	-	-	-	0.092	largescale	0.092	-	9642	80.580	1.624	-	-	-	-	-	-	-	-	-	-	-	-	0.104	3.988	0.104	3.988
PRKAR2B	P31323	protein_coding	7	q22.3	-	-	-	-	0.044	largescale	0.044	-	4323	55.589	0.580	-	-	-	-	-	-	-	-	-	-	-	-	0.050	3.841	0.050	3.841
MAGT1	-	protein_coding	X	q21.1	-	-	-	-	0.036	largescale	0.036	-	726	8.291	-2.136	-	-	-	-	-	-	-	-	-	-	-	-	0.041	1.908	0.041	1.908
RNU7-119P	-	snRNA	3	p13	-	-	-	-	0.092	largescale	0.092	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.104	3.988	0.104	3.988
TMEM200B	-	protein_coding	1	p35.3	-	-	-	-	0.405	largescale	0.405	-	184	3.871	1.762	-	-	-	-	-	-	-	-	-	-	-	-	0.452	5.076	0.452	5.076
RNU7-104P	-	snRNA	2	q31.2	-	-	-	-	-0.300	largescale	-0.3	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.346	2.918	-0.346	2.918
ITGA2B	P08514	protein_coding	17	q21.31	-	-	-	-	0.062	largescale	0.062	-	19	0.190	-1.332	-	-	-	-	-	-	-	-	-	-	-	-	0.070	3.895	0.070	3.895
FAM58DP	-	pseudogene	13	q12.11	-	-	-	-	0.041	focal	0.041	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.047	3.832	0.047	3.832
PHACTR4	-	protein_coding	1	p35.3	-	-	-	-	0.405	largescale	0.405	-	8301	64.328	1.357	-	-	-	-	-	-	-	-	-	-	-	-	0.452	5.076	0.452	5.076
NLGN2	Q8NFZ4	protein_coding	17	p13.1	-	-	-	-	0.059	focal	0.059	-	5320	53.224	0.541	-	-	-	-	-	-	-	-	-	-	-	-	0.067	3.886	0.067	3.886
NLGN3	Q9NZ94	protein_coding	X	q13.1	-	-	-	-	0.036	largescale	0.036	-	230	3.188	-2.386	-	-	-	-	-	-	-	-	-	-	-	-	0.041	1.908	0.041	1.908
