Gene	Uniprot	Biotype	Chr	Cytoband	Druggable	Cancer_Gene_Census	Oncogene	Tumor_suppressor	CNV_log2_ratios	CNV_type	CNV_max_abs_log2	SV	RNA_raw_count	RNA_TPM	RNA_z_score	Variant	Variant_Chr_Pos	Actionable	Variant_Impact	DNA_Tumor_VAF	DNA_Tumor_DP	DNA_Normal_VAF	DNA_Normal_DP	RNA_Tumor_VAF	RNA_Tumor_DP	Tier	Drugs	CNV_log2_adj	CNV_copies	CNV_log2_max_adj	CNV_max_copies
ITGA3	P26006	protein_coding	17	q21.33	-	-	-	-	-0.004	focal	-0.004	-	13133	100.434	-0.239	-	-	-	-	-	-	-	-	-	-	-	-	-0.009	1.987	-0.009	1.987
ITGA4	P13612	protein_coding	2	q31.3	-	-	-	-	-0.004	largescale	-0.004	-	1959	18.586	-0.144	-	-	-	-	-	-	-	-	-	-	-	-	-0.009	1.987	-0.009	1.987
ITGA5	P08648	protein_coding	12	q13.13	-	-	-	-	0.028	focal	0.028	-	3465	34.280	0.007	-	-	-	-	-	-	-	-	-	-	-	-	0.064	2.091	0.064	2.091
ITGA6	P23229	protein_coding	2	q31.1	-	-	-	-	-0.005	focal	-0.005	-	4055	45.341	-0.238	-	-	-	-	-	-	-	-	-	-	-	-	-0.012	1.984	-0.012	1.984
ITGA7	Q13683	protein_coding	12	q13.2	-	-	-	-	0.028	focal	0.028	-	9237	108.579	-0.301	-	-	-	-	-	-	-	-	-	-	-	-	0.064	2.091	0.064	2.091
TRHR	P34981	protein_coding	8	q23.1	yes	-	-	-	-0.013	largescale	-0.013	-	100	4.467	-	-	-	-	-	-	-	-	-	-	-	-	THYROTROPIN-RELEASING	-0.030	1.958	-0.030	1.958
CA15P1	-	pseudogene	22	q11.21	-	-	-	-	-0.038	focal	-0.038	-	76	6.295	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.090	1.879	-0.090	1.879
CA15P2	-	pseudogene	22	q11.21	-	-	-	-	-0.038	focal	-0.038	-	42	3.582	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.090	1.879	-0.090	1.879
UFSP1	-	protein_coding	7	q22.1	-	-	-	-	0.226	focal	0.226	-	511	38.536	1.260	-	-	-	-	-	-	-	-	-	-	-	-	0.480	2.789	0.480	2.789
UFSP2	-	protein_coding	4	q35.1	-	-	-	-	-0.005	focal	-0.005	-	480	12.938	-0.862	-	-	-	-	-	-	-	-	-	-	-	-	-0.012	1.984	-0.012	1.984
MT-CYB	-	-	-	-	-	-	-	-	-	-	-	-	4896	321.654	0.628	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TEX28P2	-	protein_coding	X	q28	-	-	-	-	0.185	focal	0.185	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.399	1.318	0.399	1.318
TEX28P1	-	protein_coding	X	q28	-	-	-	-	0.185	focal	0.185	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.399	1.318	0.399	1.318
FAM212B	-	protein_coding	1	p13.2	-	-	-	-	-0.015	focal	-0.015	-	2248	18.318	0.663	-	-	-	-	-	-	-	-	-	-	-	-	-0.035	1.952	-0.035	1.952
FAM212A	-	protein_coding	3	p21.31	-	-	-	-	0.014	focal	0.014	-	1948	140.407	1.513	-	-	-	-	-	-	-	-	-	-	-	-	0.032	2.045	0.032	2.045
CHST9	-	protein_coding	18	q11.2	-	-	-	-	-0.029	largescale	-0.029	-	207	6.544	0.371	-	-	-	-	-	-	-	-	-	-	-	-	-0.068	1.907	-0.068	1.907
CHST8	-	protein_coding	19	q13.11	-	-	-	-	-0.018	largescale	-0.018	-	4947	121.544	0.616	-	-	-	-	-	-	-	-	-	-	-	-	-0.042	1.942	-0.042	1.942
CHST1	-	protein_coding	11	p11.2	-	-	-	-	-0.027	largescale	-0.027	-	2303	49.636	0.263	-	-	-	-	-	-	-	-	-	-	-	-	-0.064	1.914	-0.064	1.914
TTTY25P	-	pseudogene	Y	q11.223	-	-	-	-	-0.062	largescale	-0.062	-	16	0.797	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.149	0.902	-0.149	0.902
CHST3	-	protein_coding	10	q22.1	-	-	-	-	-0.278	focal	-0.278	-	2976	32.006	0.039	-	-	-	-	-	-	-	-	-	-	-	-	-0.755	1.185	-0.755	1.185
CHST2	-	protein_coding	3	q24	-	-	-	-	0.000	focal	0.0	-	5672	120.583	-0.909	-	-	-	-	-	-	-	-	-	-	-	-	-0.000	2.000	-0.000	2.000
CHST5	-	protein_coding	16	q23.1	-	-	-	-	-0.028	focal	-0.028	-	100	2.256	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.066	1.911	-0.066	1.911
CHST4	-	protein_coding	16	q22.2	-	-	-	-	-0.028	focal	-0.028	-	14	0.404	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.066	1.911	-0.066	1.911
CHST7	-	protein_coding	X	p11.23	-	-	-	-	-0.020	largescale	-0.02	-	1810	59.274	0.293	-	-	-	-	-	-	-	-	-	-	-	-	-0.047	0.968	-0.047	0.968
CHST6	-	protein_coding	16	q23.1	-	-	-	-	-0.028	focal	-0.028	-	2439	52.688	1.010	-	-	-	-	-	-	-	-	-	-	-	-	-0.066	1.911	-0.066	1.911
ITGAX	P20702	protein_coding	16	p11.2	-	-	-	-	0.098	focal	0.098	-	10969	125.860	-0.669	-	-	-	-	-	-	-	-	-	-	-	-	0.218	2.327	0.218	2.327
RPS4XP3	-	pseudogene	20	q13.31	-	-	-	-	-0.033	focal	-0.033	-	5	0.908	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.078	1.895	-0.078	1.895
RNA5SP356	-	rRNA	12	p11.22	-	-	-	-	-0.008	focal	-0.008	-	2	1.595	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.019	1.974	-0.019	1.974
RPS4XP6	-	pseudogene	5	p13.2	-	-	-	-	-0.020	largescale	-0.02	-	22	2.069	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.047	1.936	-0.047	1.936
SLC25A24P1	-	pseudogene	1	p13.3	-	-	-	-	0.003	focal	0.003	1:108822763-1:108956789	1	0.036	-	-	-	-	-	-	-	-	-	-	-	-	-	0.007	2.010	0.007	2.010
SLC25A24P2	-	pseudogene	1	p13.3	-	-	-	-	0.003	focal	0.003	1:108822763-1:108956789	3	0.441	-	-	-	-	-	-	-	-	-	-	-	-	-	0.007	2.010	0.007	2.010
BCL2A1	Q16548	protein_coding	15	q25.1	-	-	-	-	0.434	focal	0.434	-	83	5.713	-0.482	-	-	-	-	-	-	-	-	-	-	-	-	0.861	3.632	0.861	3.632
RPS4XP8	-	pseudogene	6	q25.2	-	-	-	-	0.004	largescale	0.004	-	10	0.972	-	-	-	-	-	-	-	-	-	-	-	-	-	0.009	2.013	0.009	2.013
RPS4XP9	-	pseudogene	6	q22.32	-	-	-	-	-0.011	largescale	-0.011	-	17	1.634	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.026	1.965	-0.026	1.965
RNU4-76P	-	snRNA	6	q22.31	-	-	-	-	-0.011	largescale	-0.011	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.026	1.965	-0.026	1.965
ITGAV	P06756	protein_coding	2	q32.1	yes	-	-	-	-0.004	largescale	-0.004	-	8498	77.581	-1.274	-	-	-	-	-	-	-	-	-	-	-	CILENGITIDE	-0.009	1.987	-0.009	1.987
ITGAL	P20701	protein_coding	16	p11.2	-	-	-	-	0.098	focal	0.098	-	4506	52.190	0.234	-	-	-	-	-	-	-	-	-	-	-	-	0.218	2.327	0.218	2.327
ITGAM	P11215	protein_coding	16	p11.2	-	-	-	-	0.098	focal	0.098	-	7269	96.185	-0.336	-	-	-	-	-	-	-	-	-	-	-	-	0.218	2.327	0.218	2.327
ITGAD	Q13349	protein_coding	16	p11.2	-	-	-	-	0.098	focal	0.098	-	4820	81.911	-	-	-	-	-	-	-	-	-	-	-	-	-	0.218	2.327	0.218	2.327
ITGAE	P38570	protein_coding	17	p13.2	-	-	-	-	0.032	focal	0.032	-	2102	23.669	1.759	-	-	-	-	-	-	-	-	-	-	-	-	0.073	2.104	0.073	2.104
ATP1B3-AS1	-	antisense	3	q23	-	-	-	-	0.000	focal	0.0	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.000	2.000	-0.000	2.000
IGF2R	P11717	protein_coding	6	q25.3	-	-	-	-	-0.016,0.502	focal,focal	0.502	-	15094	113.623	-0.537	-	-	-	-	-	-	-	-	-	-	-	-	-0.037,0.977	1.949,3.936	0.977	3.936
SLC36A4	-	protein_coding	11	q21	-	-	-	-	-0.023	focal	-0.023	-	492	3.810	0.984	-	-	-	-	-	-	-	-	-	-	-	-	-0.054	1.926	-0.054	1.926
SLC36A3	-	protein_coding	5	q33.1	-	-	-	-	-0.030	focal	-0.03	-	152	2.490	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.071	1.904	-0.071	1.904
CKS1B	P61024	protein_coding	5	q12.1,q21.3	-	-	-	-	0.008,-0.014	focal,largescale	-0.014	-	0	0.000	1.867	-	-	-	-	-	-	-	-	-	-	-	-	0.019,-0.033	2.026,1.955	-0.033	1.955
SLC36A1	Q7Z2H8	protein_coding	5	q33.1	-	-	-	-	-0.030	focal	-0.03	-	1062	11.292	-1.206	-	-	-	-	-	-	-	-	-	-	-	-	-0.071	1.904	-0.071	1.904
ARTN	-	protein_coding	1	p34.1	-	-	-	-	-0.003	focal	-0.003	-	923	26.030	1.490	-	-	-	-	-	-	-	-	-	-	-	-	-0.007	1.990	-0.007	1.990
ART1	P52961	protein_coding	11	p15.4	-	-	-	-	-0.027	largescale	-0.027	-	2002	102.298	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.064	1.914	-0.064	1.914
ART3	-	protein_coding	4	q21.1	-	-	-	-	-0.029	focal	-0.029	-	335	7.661	0.717	-	-	-	-	-	-	-	-	-	-	-	-	-0.068	1.907	-0.068	1.907
ART5	-	protein_coding	11	p15.4	-	-	-	-	-0.027	largescale	-0.027	-	817	36.217	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.064	1.914	-0.064	1.914
ART4	-	protein_coding	12	p12.3	-	-	-	-	-0.008	focal	-0.008	-	45	0.647	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.019	1.974	-0.019	1.974
CRTAM	-	protein_coding	11	q24.1	-	-	-	-	-0.032	focal	-0.032	-	133	3.727	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.076	1.898	-0.076	1.898
DPYD-IT1	-	sense_intronic	1	p21.3	-	-	-	-	-0.020	largescale	-0.02	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.047	1.936	-0.047	1.936
CADPS2	-	protein_coding	7	q31.32	-	-	-	-	0.224	largescale	0.224	-	976	11.496	0.501	-	-	-	-	-	-	-	-	-	-	-	-	0.476	2.781	0.476	2.781
RLF	-	protein_coding	1	p34.2	-	-	-	-	-0.003	focal	-0.003	-	3116	37.396	-1.454	-	-	-	-	-	-	-	-	-	-	-	-	-0.007	1.990	-0.007	1.990
RNU6-590P	-	snRNA	12	p13.1	-	-	-	-	-0.008	focal	-0.008	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.019	1.974	-0.019	1.974
RNVU1-11	-	snRNA	1	q21.2	-	-	-	-	0.004	largescale	0.004	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.009	2.013	0.009	2.013
CRTAP	-	protein_coding	3	p22.3	-	-	-	-	-0.017	largescale	-0.017	-	2115	23.681	-2.006	-	-	-	-	-	-	-	-	-	-	-	-	-0.040	1.946	-0.040	1.946
ADPGK	-	protein_coding	15	q24.1	-	-	-	-	-0.009	focal	-0.009	-	1267	16.013	-0.978	-	-	-	-	-	-	-	-	-	-	-	-	-0.021	1.971	-0.021	1.971
HPYR1	-	lincRNA	8	q24.22	-	-	-	-	-0.021	focal	-0.021	-	1	0.076	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.049	1.933	-0.049	1.933
CPEB4	-	protein_coding	5	q35.2	-	-	-	-	-0.015	focal	-0.015	-	4421	32.263	-0.881	-	-	-	-	-	-	-	-	-	-	-	-	-0.035	1.952	-0.035	1.952
CPEB1	-	protein_coding	15	q25.2	-	-	-	-	-0.032	focal	-0.032	-	554	5.055	1.652	-	-	-	-	-	-	-	-	-	-	-	-	-0.076	1.898	-0.076	1.898
CPEB3	-	protein_coding	10	q23.32	-	-	-	-	-0.286	focal	-0.286	-	1166	11.071	1.999	-	-	-	-	-	-	-	-	-	-	-	-	-0.781	1.164	-0.781	1.164
CPEB2	-	protein_coding	4	p15.33	-	-	-	-	-0.043	focal	-0.043	-	3602	37.621	0.944	-	-	-	-	-	-	-	-	-	-	-	-	-0.102	1.863	-0.102	1.863
SRBD1	-	protein_coding	2	p21	-	-	-	-	-0.009	largescale	-0.009	-	708	10.520	-0.959	-	-	-	-	-	-	-	-	-	-	-	-	-0.021	1.971	-0.021	1.971
ABAT	P80404	protein_coding	16	p13.2	-	-	-	-	-0.080	focal	-0.08	-	5906	45.435	-0.915	-	-	-	-	-	-	-	-	-	-	-	-	-0.193	1.749	-0.193	1.749
POU5F1B	-	protein_coding	8	q24.21	-	-	-	-	-0.021	focal	-0.021	-	1884	26.363	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.049	1.933	-0.049	1.933
PHOX2A	-	protein_coding	11	q13.4	-	-	-	-	-0.005	focal	-0.005	-	529	22.228	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.012	1.984	-0.012	1.984
OR4A44P	-	pseudogene	11	p11.2	-	-	-	-	-0.027	largescale	-0.027	-	28	2.214	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.064	1.914	-0.064	1.914
PHOX2B	-	protein_coding	4	p13	-	yes	-	-	-0.018	largescale	-0.018	-	815	19.771	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.042	1.942	-0.042	1.942
NLRP14	-	protein_coding	11	p15.4	-	-	-	-	-0.027	largescale	-0.027	-	404	8.347	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.064	1.914	-0.064	1.914
UPK2	-	protein_coding	11	q23.3	-	-	-	-	-0.016	largescale	-0.016	-	876	59.372	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.037	1.949	-0.037	1.949
CFH	-	protein_coding	1	q31.3	-	-	-	-	0.011	focal	0.011	-	2164	19.918	-0.607	-	-	-	-	-	-	-	-	-	-	-	-	0.025	2.036	0.025	2.036
CFI	P05156	protein_coding	4	q25	-	-	-	-	-0.009	largescale	-0.009	-	751	14.535	-0.596	-	-	-	-	-	-	-	-	-	-	-	-	-0.021	1.971	-0.021	1.971
ANKFY1	-	protein_coding	17	p13.2	-	-	-	-	0.032	focal	0.032	-	3386	17.973	-0.561	-	-	-	-	-	-	-	-	-	-	-	-	0.073	2.104	0.073	2.104
RNU6-347P	-	snRNA	20	q13.2	-	-	-	-	-0.037	focal	-0.037	-	2	1.428	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.088	1.882	-0.088	1.882
CFB	P00751	protein_coding	6	p21.33	-	-	-	-	0.055	focal	0.055	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.125	2.181	0.125	2.181
TPT1-AS1	-	antisense	13	q14.13	-	-	-	-	-0.013	focal	-0.013	-	472	4.173	0.741	-	-	-	-	-	-	-	-	-	-	-	-	-0.030	1.958	-0.030	1.958
CFP	-	protein_coding	X	p11.23	-	-	-	-	-0.020	largescale	-0.02	-	895	14.661	1.144	-	-	-	-	-	-	-	-	-	-	-	-	-0.047	0.968	-0.047	0.968
RNU5B-1	-	snRNA	15	q22.31	-	-	-	-	0.004	focal	0.004	-	3	1.939	-	-	-	-	-	-	-	-	-	-	-	-	-	0.009	2.013	0.009	2.013
AAAS	-	protein_coding	12	q13.13	-	-	-	-	-0.004	largescale	-0.004	-	1759	31.865	0.014	-	-	-	-	-	-	-	-	-	-	-	-	-0.009	1.987	-0.009	1.987
RNU6-767P	-	snRNA	17	p11.2	-	-	-	-	-0.018	focal	-0.018	-	4	2.802	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.042	1.942	-0.042	1.942
SIDT1	-	protein_coding	3	q13.2	-	-	-	-	-0.004	largescale	-0.004	-	1591	14.775	0.870	-	-	-	-	-	-	-	-	-	-	-	-	-0.009	1.987	-0.009	1.987
SIDT2	-	protein_coding	11	q23.3	-	-	-	-	-0.016	largescale	-0.016	-	10730	88.768	-0.621	-	-	-	-	-	-	-	-	-	-	-	-	-0.037	1.949	-0.037	1.949
SAGE1	-	protein_coding	X	q26.3	-	-	-	-	-0.020	largescale	-0.02	-	2	0.048	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.047	0.968	-0.047	0.968
TGIF2LX	-	protein_coding	X	q21.31	-	-	-	-	-0.020	largescale	-0.02	-	515	38.528	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.047	0.968	-0.047	0.968
AAGAB	-	protein_coding	15	q22.33,q23	-	-	-	-	0.004	focal	0.004	-	476	9.309	-0.649	-	-	-	-	-	-	-	-	-	-	-	-	0.009	2.013	0.009	2.013
C4orf19	-	protein_coding	4	p14	-	-	-	-	-0.013	largescale	-0.013	-	780	21.108	0.916	-	-	-	-	-	-	-	-	-	-	-	-	-0.030	1.958	-0.030	1.958
SLC7A6OS	-	protein_coding	16	q22.1	-	-	-	-	-0.028	focal	-0.028	-	1243	17.963	2.253	-	-	-	-	-	-	-	-	-	-	-	-	-0.066	1.911	-0.066	1.911
C4orf17	-	protein_coding	4	q23	-	-	-	-	-0.009	largescale	-0.009	-	126	2.896	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.021	1.971	-0.021	1.971
CDH26	-	protein_coding	20	q13.33	-	-	-	-	-0.033	focal	-0.033	-	1184	15.411	1.527	-	-	-	-	-	-	-	-	-	-	-	-	-0.078	1.895	-0.078	1.895
EIF3EP2	-	pseudogene	2	q24.2	-	-	-	-	-0.005	focal	-0.005	-	4	0.165	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.012	1.984	-0.012	1.984
EIF3EP1	-	pseudogene	6	q13	-	-	-	-	-0.011	largescale	-0.011	-	52	2.962	0.166	-	-	-	-	-	-	-	-	-	-	-	-	-0.026	1.965	-0.026	1.965
RNU6-67P	-	snRNA	13	q31.1	-	-	-	-	-0.008	largescale	-0.008	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.019	1.974	-0.019	1.974
SCYL1	-	protein_coding	11	q13.1	-	-	-	-	0.178	focal	0.178	-	7554	132.240	-2.342	-	-	-	-	-	-	-	-	-	-	-	-	0.384	2.611	0.384	2.611
IGLVI-38	-	IG_V_pseudogene	22	q11.22	-	-	-	-	-0.054	focal	-0.054	-	23	4.478	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.129	1.829	-0.129	1.829
NBEAP1	-	pseudogene	15	q11.2	-	-	-	-	-0.030	focal	-0.03	-	60	1.219	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.071	1.904	-0.071	1.904
NBEAP3	-	pseudogene	22	q11.1	-	-	-	-	-0.038	focal	-0.038	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.090	1.879	-0.090	1.879
RFPL4AL1	-	protein_coding	19	q13.42	-	-	-	-	0.034	focal	0.034	-	484	39.957	-	-	-	-	-	-	-	-	-	-	-	-	-	0.078	2.111	0.078	2.111
RNU6ATAC39P	-	snRNA	10	p13	-	-	-	-	-0.277	focal	-0.277	-	3	1.509	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.752	1.187	-0.752	1.187
ABCE1	P61221	protein_coding	4	q31.21	-	-	-	-	-0.009	largescale	-0.009	-	1456	17.421	-2.075	-	-	-	-	-	-	-	-	-	-	-	-	-0.021	1.971	-0.021	1.971
TEN1-CDK3	-	processed_transcript	17	q25.1	-	-	-	-	0.085	focal	0.085	-	436	8.385	0.681	-	-	-	-	-	-	-	-	-	-	-	-	0.190	2.282	0.190	2.282
ZNF197-AS1	-	antisense	3	p21.31	-	-	-	-	-0.017	largescale	-0.017	-	16	1.925	1.461	-	-	-	-	-	-	-	-	-	-	-	-	-0.040	1.946	-0.040	1.946
MKRN2OS	-	protein_coding	3	p25.2	-	-	-	-	-0.017	largescale	-0.017	-	141	5.779	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.040	1.946	-0.040	1.946
MSL3P1	-	pseudogene	2	q37.1	-	-	-	-	-0.015	largescale	-0.015	-	620	20.402	1.478	-	-	-	-	-	-	-	-	-	-	-	-	-0.035	1.952	-0.035	1.952
NCBP2-AS1	-	antisense	3	q29	-	-	-	-	0.059	focal	0.059	-	531	70.826	-	-	-	-	-	-	-	-	-	-	-	-	-	0.134	2.194	0.134	2.194
SNORD115-1	-	snoRNA	15	q11.2	-	-	-	-	-0.271	focal	-0.271	-	186	170.032	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.733	1.203	-0.733	1.203
NCBP2-AS2	-	lincRNA	3	q29	-	-	-	-	0.059	focal	0.059	-	945	77.165	0.863	-	-	-	-	-	-	-	-	-	-	-	-	0.134	2.194	0.134	2.194
MDC1-AS1	-	antisense	6	p21.33	-	-	-	-	0.270	focal	0.27	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.564	2.957	0.564	2.957
SPPL2A	-	protein_coding	15	q21.2	-	-	-	-	-0.012	focal	-0.012	-	356	8.606	-0.363	-	-	-	-	-	-	-	-	-	-	-	-	-0.028	1.961	-0.028	1.961
RNU6-163P	-	snRNA	10	p15.1	-	-	-	-	-0.238	focal	-0.238	-	5	3.536	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.630	1.293	-0.630	1.293
ZNF117	-	protein_coding	7	q11.21	-	-	-	-	0.205	focal	0.205	-	3154	52.750	-0.672	-	-	-	-	-	-	-	-	-	-	-	-	0.438	2.710	0.438	2.710
ZNF114	-	protein_coding	19	q13.33	-	-	-	-	0.066	focal	0.066	-	649	15.759	-0.050	-	-	-	-	-	-	-	-	-	-	-	-	0.149	2.218	0.149	2.218
ZNF112	-	protein_coding	19	q13.31	-	-	-	-	0.061	focal	0.061	-	1351	26.318	0.210	-	-	-	-	-	-	-	-	-	-	-	-	0.138	2.201	0.138	2.201
SEZ6L	-	protein_coding	22	q12.1	-	-	-	-	-0.054	focal	-0.054	-	4472	46.871	-0.403	-	-	-	-	-	-	-	-	-	-	-	-	-0.129	1.829	-0.129	1.829
FAM197Y7P	-	antisense	Y	p11.2	-	-	-	-	-0.062	largescale	-0.062	-	110	2.117	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.149	0.902	-0.149	0.902
PRKAR2A	-	protein_coding	3	p21.31	-	-	-	-	0.014	focal	0.014	-	809	9.127	-1.769	-	-	-	-	-	-	-	-	-	-	-	-	0.032	2.045	0.032	2.045
PRKAR2B	P31323	protein_coding	7	q22.3	-	-	-	-	0.224	largescale	0.224	-	1162	20.172	-0.083	-	-	-	-	-	-	-	-	-	-	-	-	0.476	2.781	0.476	2.781
MAGT1	-	protein_coding	X	q21.1	-	-	-	-	-0.020	largescale	-0.02	-	92	1.418	-2.660	-	-	-	-	-	-	-	-	-	-	-	-	-0.047	0.968	-0.047	0.968
RNU7-119P	-	snRNA	3	p13	-	-	-	-	-0.004	largescale	-0.004	-	2	2.380	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.009	1.987	-0.009	1.987
TMEM200B	-	protein_coding	1	p35.3	-	-	-	-	-0.003	focal	-0.003	-	1117	31.728	2.192	-	-	-	-	-	-	-	-	-	-	-	-	-0.007	1.990	-0.007	1.990
RNU7-104P	-	snRNA	2	q31.2	-	-	-	-	-0.004	largescale	-0.004	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.009	1.987	-0.009	1.987
ITGA2B	P08514	protein_coding	17	q21.31	-	-	-	-	-0.004	focal	-0.004	-	3733	50.410	2.215	-	-	-	-	-	-	-	-	-	-	-	-	-0.009	1.987	-0.009	1.987
FAM58DP	-	pseudogene	13	q12.11	-	-	-	-	-0.015	focal	-0.015	-	608	38.689	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.035	1.952	-0.035	1.952
