Gene	Uniprot	Biotype	Chr	Cytoband	Druggable	Cancer_Gene_Census	Oncogene	Tumor_suppressor	CNV_log2_ratios	CNV_type	CNV_max_abs_log2	SV	RNA_raw_count	RNA_TPM	RNA_z_score	Variant	Variant_Chr_Pos	Actionable	Variant_Impact	DNA_Tumor_VAF	DNA_Tumor_DP	DNA_Normal_VAF	DNA_Normal_DP	RNA_Tumor_VAF	RNA_Tumor_DP	Tier	Drugs	CNV_log2_adj	CNV_copies	CNV_log2_max_adj	CNV_max_copies
BCL2A1	Q16548	protein_coding	15	q25.1	-	-	-	-	0.140	focal	0.14	-	393	10.093	-0.456	-	-	-	-	-	-	-	-	-	-	-	-	0.148	2.172	0.148	2.172
RPS4XP8	-	pseudogene	6	q25.2	-	-	-	-	0.045	largescale	0.045	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.048	2.026	0.048	2.026
RPS4XP9	-	pseudogene	6	q22.32	-	-	-	-	0.045	largescale	0.045	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.048	2.026	0.048	2.026
RNU4-76P	-	snRNA	6	q22.31	-	-	-	-	0.045	largescale	0.045	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.048	2.026	0.048	2.026
ITGAV	P06756	protein_coding	2	q32.1	yes	-	-	-	0.048	largescale	0.048	-	25783	87.818	-0.570	-	-	-	-	-	-	-	-	-	-	-	CILENGITIDE	0.051	2.031	0.051	2.031
ITGAL	P20701	protein_coding	16	p11.2	-	-	-	-	0.082	largescale	0.082	-	32	0.138	-1.517	-	-	-	-	-	-	-	-	-	-	-	-	0.087	2.082	0.087	2.082
ITGAM	P11215	protein_coding	16	p11.2	-	-	-	-	0.082	largescale	0.082	-	99	0.489	-1.044	-	-	-	-	-	-	-	-	-	-	-	-	0.087	2.082	0.087	2.082
ITGAD	Q13349	protein_coding	16	p11.2	-	-	-	-	0.082	largescale	0.082	-	8	0.051	-	-	-	-	-	-	-	-	-	-	-	-	-	0.087	2.082	0.087	2.082
ITGAE	P38570	protein_coding	17	p13.2	-	-	-	-	-0.014	focal	-0.014	-	21323	89.581	2.138	-	-	-	-	-	-	-	-	-	-	-	-	-0.015	1.940	-0.015	1.940
ATP1B3-AS1	-	antisense	3	q23	-	-	-	-	0.617	largescale	0.617	-	1	0.074	-	-	-	-	-	-	-	-	-	-	-	-	-	0.649	3.073	0.649	3.073
IGF2R	P11717	protein_coding	6	q25.3	-	-	-	-	0.045	largescale	0.045	-	827	2.323	-1.579	-	-	-	-	-	-	-	-	-	-	-	-	0.048	2.026	0.048	2.026
SLC36A4	-	protein_coding	11	q21	-	-	-	-	0.059	largescale	0.059	-	6044	17.460	0.948	-	-	-	-	-	-	-	-	-	-	-	-	0.063	2.047	0.063	2.047
SLC36A3	-	protein_coding	5	q33.1	-	-	-	-	0.042	largescale	0.042	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.045	2.022	0.045	2.022
CKS1B	P61024	protein_coding	5	q12.1,q21.3	-	-	-	-	0.042,0.670	largescale,focal	0.67	-	30	3.496	2.180	-	-	-	-	-	-	-	-	-	-	-	-	0.045,0.704	2.022,3.192	0.704	3.192
SLC36A1	Q7Z2H8	protein_coding	5	q33.1	-	-	-	-	0.042	largescale	0.042	-	259	1.027	-2.063	-	-	-	-	-	-	-	-	-	-	-	-	0.045	2.022	0.045	2.022
ARTN	-	protein_coding	1	p34.1	-	-	-	-	0.136	largescale	0.136	-	51	0.537	-0.363	-	-	-	-	-	-	-	-	-	-	-	-	0.144	2.166	0.144	2.166
ART1	P52961	protein_coding	11	p15.4	-	-	-	-	0.067	largescale	0.067	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.071	2.059	0.071	2.059
ART3	-	protein_coding	4	q21.1	-	-	-	-	0.016	largescale	0.016	-	488	4.163	1.010	-	-	-	-	-	-	-	-	-	-	-	-	0.017	1.983	0.017	1.983
ART5	-	protein_coding	11	p15.4	-	-	-	-	0.067	largescale	0.067	-	16	0.265	-	-	-	-	-	-	-	-	-	-	-	-	-	0.071	2.059	0.071	2.059
ART4	-	protein_coding	12	p12.3	-	-	-	-	0.061	largescale	0.061	-	6	0.032	-	-	-	-	-	-	-	-	-	-	-	-	-	0.065	2.050	0.065	2.050
CRTAM	-	protein_coding	11	q24.1	-	-	-	-	0.059	largescale	0.059	-	16	0.167	-	-	-	-	-	-	-	-	-	-	-	-	-	0.063	2.047	0.063	2.047
DPYD-IT1	-	sense_intronic	1	p21.3	-	-	-	-	0.051	largescale	0.051	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.054	2.035	0.054	2.035
CADPS2	-	protein_coding	7	q31.32	-	-	-	-	0.601	largescale	0.601	-	753	3.309	-0.492	-	-	-	-	-	-	-	-	-	-	-	-	0.632	3.038	0.632	3.038
RLF	-	protein_coding	1	p34.2	-	-	-	-	0.136	largescale	0.136	-	4638	20.767	-0.080	-	-	-	-	-	-	-	-	-	-	-	-	0.144	2.166	0.144	2.166
RNU6-590P	-	snRNA	12	p13.1	-	-	-	-	0.061	largescale	0.061	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.065	2.050	0.065	2.050
CRTAP	-	protein_coding	3	p22.3	-	-	-	-	0.059	largescale	0.059	-	7622	31.839	-0.992	-	-	-	-	-	-	-	-	-	-	-	-	0.063	2.047	0.063	2.047
ADPGK	-	protein_coding	15	q24.1	-	-	-	-	0.140	focal	0.14	-	3779	17.819	0.460	-	-	-	-	-	-	-	-	-	-	-	-	0.148	2.172	0.148	2.172
HPYR1	-	lincRNA	8	q24.22	-	-	-	-	0.048	largescale	0.048	-	2	0.057	-	-	-	-	-	-	-	-	-	-	-	-	-	0.051	2.031	0.051	2.031
CPEB4	-	protein_coding	5	q35.2	-	-	-	-	0.042	largescale	0.042	-	12868	35.035	0.849	-	-	-	-	-	-	-	-	-	-	-	-	0.045	2.022	0.045	2.022
CPEB1	-	protein_coding	15	q25.2	-	-	-	-	-0.835	focal	-0.835	-	124	0.422	0.263	-	-	-	-	-	-	-	-	-	-	-	-	-0.909	1.044	-0.909	1.044
CPEB3	-	protein_coding	10	q23.32	-	-	-	-	-0.736	largescale	-0.736	-	706	2.501	0.556	-	-	-	-	-	-	-	-	-	-	-	-	-0.799	1.127	-0.799	1.127
CPEB2	-	protein_coding	4	p15.33	-	-	-	-	-0.263	largescale	-0.263	-	3804	14.823	0.412	-	-	-	-	-	-	-	-	-	-	-	-	-0.282	1.613	-0.282	1.613
SRBD1	-	protein_coding	2	p21	-	-	-	-	0.056	largescale	0.056	-	1153	6.392	-1.261	-	-	-	-	-	-	-	-	-	-	-	-	0.060	2.043	0.060	2.043
ABAT	P80404	protein_coding	16	p13.2	-	-	-	-	0.111	focal	0.111	-	15800	45.349	0.253	-	-	-	-	-	-	-	-	-	-	-	-	0.118	2.127	0.118	2.127
POU5F1B	-	protein_coding	8	q24.21	-	-	-	-	0.048	largescale	0.048	-	30	0.157	-	-	-	-	-	-	-	-	-	-	-	-	-	0.051	2.031	0.051	2.031
PHOX2A	-	protein_coding	11	q13.4	-	-	-	-	0.059	largescale	0.059	-	16	0.251	-	-	-	-	-	-	-	-	-	-	-	-	-	0.063	2.047	0.063	2.047
OR4A44P	-	pseudogene	11	p11.2	-	-	-	-	0.077	largescale	0.077	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.082	2.074	0.082	2.074
PHOX2B	-	protein_coding	4	p13	-	yes	-	-	-0.065	focal	-0.065	-	58	0.525	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.069	1.868	-0.069	1.868
NLRP14	-	protein_coding	11	p15.4	-	-	-	-	0.067	largescale	0.067	-	8	0.062	-	-	-	-	-	-	-	-	-	-	-	-	-	0.071	2.059	0.071	2.059
UPK2	-	protein_coding	11	q23.3	-	-	-	-	0.059	largescale	0.059	-	65	1.644	-	-	-	-	-	-	-	-	-	-	-	-	-	0.063	2.047	0.063	2.047
CFH	-	protein_coding	1	q31.3	-	-	-	-	0.613	largescale	0.613	-	2793	9.591	0.398	-	-	-	-	-	-	-	-	-	-	-	-	0.645	3.064	0.645	3.064
CFI	P05156	protein_coding	4	q25	-	-	-	-	0.016	largescale	0.016	-	418	3.018	-1.472	-	-	-	-	-	-	-	-	-	-	-	-	0.017	1.983	0.017	1.983
ANKFY1	-	protein_coding	17	p13.2	-	-	-	-	-0.014	focal	-0.014	-	4395	8.704	-0.898	-	-	-	-	-	-	-	-	-	-	-	-	-0.015	1.940	-0.015	1.940
RNU6-347P	-	snRNA	20	q13.2	-	-	-	-	0.098	largescale	0.098	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.104	2.107	0.104	2.107
CFB	P00751	protein_coding	6	p21.33	-	-	-	-	0.045	largescale	0.045	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.048	2.026	0.048	2.026
TPT1-AS1	-	antisense	13	q14.13	-	-	-	-	0.024	largescale	0.024	-	817	2.695	-0.203	-	-	-	-	-	-	-	-	-	-	-	-	0.026	1.995	0.026	1.995
CFP	-	protein_coding	X	p11.23	-	-	-	-	-0.816	largescale	-0.816	-	110	0.672	0.219	-	-	-	-	-	-	-	-	-	-	-	-	-0.888	1.059	-0.888	1.059
RNU5B-1	-	snRNA	15	q22.31	-	-	-	-	0.117	focal	0.117	-	2	0.482	-	-	-	-	-	-	-	-	-	-	-	-	-	0.124	2.136	0.124	2.136
AAAS	-	protein_coding	12	q13.13	-	-	-	-	0.061	largescale	0.061	-	3166	21.398	0.885	-	-	-	-	-	-	-	-	-	-	-	-	0.065	2.050	0.065	2.050
RNU6-767P	-	snRNA	17	p11.2	-	-	-	-	0.067	focal	0.067	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.071	2.059	0.071	2.059
SIDT1	-	protein_coding	3	q13.2	-	-	-	-	0.040	largescale	0.04	-	160	0.554	0.132	-	-	-	-	-	-	-	-	-	-	-	-	0.043	2.019	0.043	2.019
SIDT2	-	protein_coding	11	q23.3	-	-	-	-	0.059	largescale	0.059	-	1245	3.843	-0.606	-	-	-	-	-	-	-	-	-	-	-	-	0.063	2.047	0.063	2.047
SAGE1	-	protein_coding	X	q26.3	-	-	-	-	-0.853	focal	-0.853	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.929	1.029	-0.929	1.029
TGIF2LX	-	protein_coding	X	q21.31	-	-	-	-	-0.858	largescale	-0.858	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.935	1.025	-0.935	1.025
AAGAB	-	protein_coding	15	q22.33,q23	-	-	-	-	0.117	focal	0.117	-	4984	36.365	0.584	-	-	-	-	-	-	-	-	-	-	-	-	0.124	2.136	0.124	2.136
C4orf19	-	protein_coding	4	p14	-	-	-	-	-0.263	largescale	-0.263	-	106	1.070	-0.442	-	-	-	-	-	-	-	-	-	-	-	-	-0.282	1.613	-0.282	1.613
SLC7A6OS	-	protein_coding	16	q22.1	-	-	-	-	0.082	largescale	0.082	-	1358	7.322	0.943	-	-	-	-	-	-	-	-	-	-	-	-	0.087	2.082	0.087	2.082
C4orf17	-	protein_coding	4	q23	-	-	-	-	0.016	largescale	0.016	-	18	0.154	-	-	-	-	-	-	-	-	-	-	-	-	-	0.017	1.983	0.017	1.983
CDH26	-	protein_coding	20	q13.33	-	-	-	-	0.098	largescale	0.098	-	84	0.408	-0.207	-	-	-	-	-	-	-	-	-	-	-	-	0.104	2.107	0.104	2.107
EIF3EP2	-	pseudogene	2	q24.2	-	-	-	-	0.048	largescale	0.048	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.051	2.031	0.051	2.031
EIF3EP1	-	pseudogene	6	q13	-	-	-	-	0.045	largescale	0.045	-	364	7.736	-0.719	-	-	-	-	-	-	-	-	-	-	-	-	0.048	2.026	0.048	2.026
RNU6-67P	-	snRNA	13	q31.1	-	-	-	-	0.024	largescale	0.024	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.026	1.995	0.026	1.995
SCYL1	-	protein_coding	11	q13.1	-	-	-	-	0.077	largescale	0.077	-	2458	16.054	0.378	-	-	-	-	-	-	-	-	-	-	-	-	0.082	2.074	0.082	2.074
IGLVI-38	-	IG_V_pseudogene	22	q11.22	-	-	-	-	-0.764	focal	-0.764	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.830	1.103	-0.830	1.103
NBEAP1	-	pseudogene	15	q11.2	-	-	-	-	-0.794	focal	-0.794	-	8	0.061	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.863	1.077	-0.863	1.077
NBEAP3	-	pseudogene	22	q11.1	-	-	-	-	-0.823	focal	-0.823	-	2	0.082	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.896	1.054	-0.896	1.054
RFPL4AL1	-	protein_coding	19	q13.42	-	-	-	-	-0.778	focal	-0.778	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.845	1.091	-0.845	1.091
RNU6ATAC39P	-	snRNA	10	p13	-	-	-	-	-0.815	largescale	-0.815	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.887	1.060	-0.887	1.060
ABCE1	P61221	protein_coding	4	q31.21	-	-	-	-	0.016	largescale	0.016	-	9331	41.654	0.040	-	-	-	-	-	-	-	-	-	-	-	-	0.017	1.983	0.017	1.983
TEN1-CDK3	-	processed_transcript	17	q25.1	-	-	-	-	0.238	largescale	0.238	-	80	0.574	0.224	-	-	-	-	-	-	-	-	-	-	-	-	0.252	2.334	0.252	2.334
ZNF197-AS1	-	antisense	3	p21.31	-	-	-	-	0.059	largescale	0.059	-	633	28.416	1.698	-	-	-	-	-	-	-	-	-	-	-	-	0.063	2.047	0.063	2.047
MKRN2OS	-	protein_coding	3	p25.2	-	-	-	-	0.059	largescale	0.059	-	33	0.505	-	-	-	-	-	-	-	-	-	-	-	-	-	0.063	2.047	0.063	2.047
MSL3P1	-	pseudogene	2	q37.1	-	-	-	-	0.048	largescale	0.048	-	613	7.526	0.962	-	-	-	-	-	-	-	-	-	-	-	-	0.051	2.031	0.051	2.031
NCBP2-AS1	-	antisense	3	q29	-	-	-	-	0.600	largescale	0.6	-	5	0.249	-	-	-	-	-	-	-	-	-	-	-	-	-	0.631	3.035	0.631	3.035
SNORD115-1	-	snoRNA	15	q11.2	-	-	-	-	-0.839	focal	-0.839	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.914	1.041	-0.914	1.041
NCBP2-AS2	-	lincRNA	3	q29	-	-	-	-	0.600	largescale	0.6	-	4492	136.849	2.485	-	-	-	-	-	-	-	-	-	-	-	-	0.631	3.035	0.631	3.035
MDC1-AS1	-	antisense	6	p21.33	-	-	-	-	0.045	largescale	0.045	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.048	2.026	0.048	2.026
SPPL2A	-	protein_coding	15	q21.2	-	-	-	-	-0.827	focal	-0.827	-	1649	14.872	-1.943	-	-	-	-	-	-	-	-	-	-	-	-	-0.900	1.050	-0.900	1.050
RNU6-163P	-	snRNA	10	p15.1	-	-	-	-	-0.815	largescale	-0.815	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.887	1.060	-0.887	1.060
ZNF117	-	protein_coding	7	q11.21	-	-	-	-	0.607	focal	0.607	-	3216	20.067	0.856	-	-	-	-	-	-	-	-	-	-	-	-	0.638	3.051	0.638	3.051
ZNF114	-	protein_coding	19	q13.33	-	-	-	-	-0.781	focal	-0.781	-	68	0.616	-1.715	-	-	-	-	-	-	-	-	-	-	-	-	-0.849	1.088	-0.849	1.088
ZNF112	-	protein_coding	19	q13.31	-	-	-	-	-0.781	focal	-0.781	-	408	2.965	-1.786	-	-	-	-	-	-	-	-	-	-	-	-	-0.849	1.088	-0.849	1.088
SEZ6L	-	protein_coding	22	q12.1	-	-	-	-	-0.764	focal	-0.764	-	5228	20.443	0.010	-	-	-	-	-	-	-	-	-	-	-	-	-0.830	1.103	-0.830	1.103
FAM197Y7P	-	antisense	Y	p11.2	-	-	-	-	-0.672	focal	-0.672	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	NA	NA	NA	NA
PRKAR2A	-	protein_coding	3	p21.31	-	-	-	-	0.040	largescale	0.04	-	3814	16.054	-0.534	-	-	-	-	-	-	-	-	-	-	-	-	0.043	2.019	0.043	2.019
PRKAR2B	P31323	protein_coding	7	q22.3	-	-	-	-	0.601	largescale	0.601	-	4528	29.327	0.405	-	-	-	-	-	-	-	-	-	-	-	-	0.632	3.038	0.632	3.038
MAGT1	-	protein_coding	X	q21.1	-	-	-	-	-0.858	largescale	-0.858	-	2235	12.856	-1.537	-	-	-	-	-	-	-	-	-	-	-	-	-0.935	1.025	-0.935	1.025
RNU7-119P	-	snRNA	3	p13	-	-	-	-	0.040	largescale	0.04	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.043	2.019	0.043	2.019
TMEM200B	-	protein_coding	1	p35.3	-	-	-	-	-0.754	focal	-0.754	-	28	0.297	-0.737	-	-	-	-	-	-	-	-	-	-	-	-	-0.819	1.111	-0.819	1.111
RNU7-104P	-	snRNA	2	q31.2	-	-	-	-	0.048	largescale	0.048	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.051	2.031	0.051	2.031
ITGA2B	P08514	protein_coding	17	q21.31	-	-	-	-	0.238	largescale	0.238	-	116	0.584	0.673	-	-	-	-	-	-	-	-	-	-	-	-	0.252	2.334	0.252	2.334
FAM58DP	-	pseudogene	13	q12.11	-	-	-	-	0.024	largescale	0.024	-	4	0.095	-	-	-	-	-	-	-	-	-	-	-	-	-	0.026	1.995	0.026	1.995
PHACTR4	-	protein_coding	1	p35.3	-	-	-	-	-0.754	focal	-0.754	-	940	3.669	-2.773	-	-	-	-	-	-	-	-	-	-	-	-	-0.819	1.111	-0.819	1.111
NLGN2	Q8NFZ4	protein_coding	17	p13.1	-	-	-	-	-0.014	focal	-0.014	-	2222	11.197	-0.824	-	-	-	-	-	-	-	-	-	-	-	-	-0.015	1.940	-0.015	1.940
NLGN3	Q9NZ94	protein_coding	X	q13.1	-	-	-	-	-0.858	largescale	-0.858	-	2386	16.657	-0.431	-	-	-	-	-	-	-	-	-	-	-	-	-0.935	1.025	-0.935	1.025
