Gene	Uniprot	Biotype	Chr	Cytoband	Druggable	Cancer_Gene_Census	Oncogene	Tumor_suppressor	CNV_log2_ratios	CNV_type	CNV_max_abs_log2	SV	RNA_raw_count	RNA_TPM	RNA_z_score	Variant	Variant_Chr_Pos	Actionable	Variant_Impact	DNA_Tumor_VAF	DNA_Tumor_DP	DNA_Normal_VAF	DNA_Normal_DP	RNA_Tumor_VAF	RNA_Tumor_DP	Tier	Drugs	CNV_log2_adj	CNV_copies	CNV_log2_max_adj	CNV_max_copies
CA15P2	-	pseudogene	22	q11.21	-	-	-	-	0.028	largescale	0.028	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.043	2.266	0.043	2.266
UFSP1	-	protein_coding	7	q22.1	-	-	-	-	0.427	largescale	0.427	-	34	0.603	-0.364	-	-	-	-	-	-	-	-	-	-	-	-	0.613	3.366	0.613	3.366
UFSP2	-	protein_coding	4	q35.1	-	-	-	-	-0.018	largescale	-0.018	-	7606	48.175	0.560	-	-	-	-	-	-	-	-	-	-	-	-	-0.028	2.158	-0.028	2.158
MT-CYB	-	-	-	-	-	-	-	-	-	-	-	-	947841	14632.462	0.274	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TEX28P2	-	protein_coding	X	q28	-	-	-	-	-0.017	largescale	-0.017	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.026	2.160	-0.026	2.160
TEX28P1	-	protein_coding	X	q28	-	-	-	-	-0.017	largescale	-0.017	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.026	2.160	-0.026	2.160
FAM212B	-	protein_coding	1	p13.2	-	-	-	-	0.006	largescale	0.006	-	9542	18.271	0.963	-	-	-	-	-	-	-	-	-	-	-	-	0.009	2.214	0.009	2.214
FAM212A	-	protein_coding	3	p21.31	-	-	-	-	0.017	largescale	0.017	-	30	0.508	-1.063	-	-	-	-	-	-	-	-	-	-	-	-	0.026	2.240	0.026	2.240
CHST9	-	protein_coding	18	q11.2	-	-	-	-	0.012	largescale	0.012	-	4126	30.652	0.819	-	-	-	-	-	-	-	-	-	-	-	-	0.018	2.228	0.018	2.228
CHST8	-	protein_coding	19	q13.11	-	-	-	-	0.025	largescale	0.025	-	3	0.017	-1.152	-	-	-	-	-	-	-	-	-	-	-	-	0.038	2.259	0.038	2.259
CHST1	-	protein_coding	11	p11.2	-	-	-	-	-0.003	largescale	-0.003	-	320	1.621	-1.836	-	-	-	-	-	-	-	-	-	-	-	-	-0.005	2.193	-0.005	2.193
TTTY25P	-	pseudogene	Y	q11.223	-	-	-	-	0.043	largescale	0.043	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	NA	NA	NA	NA
CHST3	-	protein_coding	10	q22.1	-	-	-	-	-0.579	largescale	-0.579	-	7461	18.855	0.250	-	-	-	-	-	-	-	-	-	-	-	-	-1.025	1.081	-1.025	1.081
CHST2	-	protein_coding	3	q24	-	-	-	-	0.017	largescale	0.017	-	3579	17.879	0.721	-	-	-	-	-	-	-	-	-	-	-	-	0.026	2.240	0.026	2.240
CHST5	-	protein_coding	16	q23.1	-	-	-	-	0.020	largescale	0.02	-	21	0.111	-	-	-	-	-	-	-	-	-	-	-	-	-	0.031	2.247	0.031	2.247
CHST4	-	protein_coding	16	q22.2	-	-	-	-	0.020	largescale	0.02	-	27	0.183	-	-	-	-	-	-	-	-	-	-	-	-	-	0.031	2.247	0.031	2.247
CHST7	-	protein_coding	X	p11.23	-	-	-	-	-0.017	largescale	-0.017	-	532	4.094	-0.391	-	-	-	-	-	-	-	-	-	-	-	-	-0.026	2.160	-0.026	2.160
CHST6	-	protein_coding	16	q23.1	-	-	-	-	0.020	largescale	0.02	-	2874	14.589	0.310	-	-	-	-	-	-	-	-	-	-	-	-	0.031	2.247	0.031	2.247
ITGAX	P20702	protein_coding	16	p11.2	-	-	-	-	0.025	largescale	0.025	-	1713	4.619	-0.591	-	-	-	-	-	-	-	-	-	-	-	-	0.038	2.259	0.038	2.259
RPS4XP3	-	pseudogene	20	q13.31	-	-	-	-	0.132	largescale	0.132	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.198	2.524	0.198	2.524
RNA5SP356	-	rRNA	12	p11.22	-	-	-	-	0.000	largescale	0.0	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.000	2.200	0.000	2.200
RPS4XP6	-	pseudogene	5	p13.2	-	-	-	-	0.016	largescale	0.016	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.025	2.238	0.025	2.238
RPS4XP7	-	pseudogene	6	p23	-	-	-	-	0.024	largescale	0.024	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.037	2.257	0.037	2.257
RPS4XP4	-	pseudogene	1	p36.12	-	-	-	-	0.006	largescale	0.006	-	4	0.092	-	-	-	-	-	-	-	-	-	-	-	-	-	0.009	2.214	0.009	2.214
BCL2A1	Q16548	protein_coding	15	q25.1	-	-	-	-	0.021	largescale	0.021	-	1732	28.015	0.352	-	-	-	-	-	-	-	-	-	-	-	-	0.032	2.250	0.032	2.250
RPS4XP8	-	pseudogene	6	q25.2	-	-	-	-	0.009	largescale	0.009	-	2	0.046	-	-	-	-	-	-	-	-	-	-	-	-	-	0.014	2.221	0.014	2.221
RPS4XP9	-	pseudogene	6	q22.32	-	-	-	-	0.009	largescale	0.009	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.014	2.221	0.014	2.221
RNU4-76P	-	snRNA	6	q22.31	-	-	-	-	0.009	largescale	0.009	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.014	2.221	0.014	2.221
ITGAV	P06756	protein_coding	2	q32.1	yes	-	-	-	0.005	largescale	0.005	-	100419	215.421	-0.159	-	-	-	-	-	-	-	-	-	-	-	CILENGITIDE	0.008	2.212	0.008	2.212
ITGAL	P20701	protein_coding	16	p11.2	-	-	-	-	0.025	largescale	0.025	-	646	1.758	-0.312	-	-	-	-	-	-	-	-	-	-	-	-	0.038	2.259	0.038	2.259
ITGAM	P11215	protein_coding	16	p11.2	-	-	-	-	0.025	largescale	0.025	-	1285	3.995	0.104	-	-	-	-	-	-	-	-	-	-	-	-	0.038	2.259	0.038	2.259
ITGAD	Q13349	protein_coding	16	p11.2	-	-	-	-	0.025	largescale	0.025	-	9	0.036	-	-	-	-	-	-	-	-	-	-	-	-	-	0.038	2.259	0.038	2.259
ITGAE	P38570	protein_coding	17	p13.2	-	-	-	-	0.028	focal	0.028	-	3818	10.102	0.141	-	-	-	-	-	-	-	-	-	-	-	-	0.043	2.266	0.043	2.266
ATP1B3-AS1	-	antisense	3	q23	-	-	-	-	0.017	largescale	0.017	-	1	0.047	-	-	-	-	-	-	-	-	-	-	-	-	-	0.026	2.240	0.026	2.240
IGF2R	P11717	protein_coding	6	q25.3	-	-	-	-	0.009	largescale	0.009	-	10841	19.176	0.080	-	-	-	-	-	-	-	-	-	-	-	-	0.014	2.221	0.014	2.221
SLC36A4	-	protein_coding	11	q21	-	-	-	-	-0.003	largescale	-0.003	-	9327	16.970	0.670	-	-	-	-	-	-	-	-	-	-	-	-	-0.005	2.193	-0.005	2.193
SLC36A3	-	protein_coding	5	q33.1	-	-	-	-	0.016	largescale	0.016	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.025	2.238	0.025	2.238
CKS1B	P61024	protein_coding	5	q12.1,q21.3	-	-	-	-	0.006,0.016	largescale,largescale	0.016	-	2	0.147	0.015	-	-	-	-	-	-	-	-	-	-	-	-	0.009,0.025	2.214,2.238	0.025	2.238
SLC36A1	Q7Z2H8	protein_coding	5	q33.1	-	-	-	-	0.016	largescale	0.016	-	1694	4.232	-0.532	-	-	-	-	-	-	-	-	-	-	-	-	0.025	2.238	0.025	2.238
ARTN	-	protein_coding	1	p34.1	-	-	-	-	0.006	largescale	0.006	-	24	0.159	0.386	-	-	-	-	-	-	-	-	-	-	-	-	0.009	2.214	0.009	2.214
ART1	P52961	protein_coding	11	p15.4	-	-	-	-	-0.003	largescale	-0.003	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.005	2.193	-0.005	2.193
ART3	-	protein_coding	4	q21.1	-	-	-	-	-0.018	largescale	-0.018	-	876	4.707	0.157	-	-	-	-	-	-	-	-	-	-	-	-	-0.028	2.158	-0.028	2.158
ART5	-	protein_coding	11	p15.4	-	-	-	-	-0.003	largescale	-0.003	-	1	0.010	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.005	2.193	-0.005	2.193
ART4	-	protein_coding	12	p12.3	-	-	-	-	0.000	largescale	0.0	-	4	0.014	-	-	-	-	-	-	-	-	-	-	-	-	-	0.000	2.200	0.000	2.200
CRTAM	-	protein_coding	11	q24.1	-	-	-	-	-0.003	largescale	-0.003	-	74	0.487	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.005	2.193	-0.005	2.193
DPYD-IT1	-	sense_intronic	1	p21.3	-	-	-	-	0.006	largescale	0.006	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.009	2.214	0.009	2.214
CADPS2	-	protein_coding	7	q31.32	-	-	-	-	0.427	largescale	0.427	-	5913	16.366	0.272	-	-	-	-	-	-	-	-	-	-	-	-	0.613	3.366	0.613	3.366
RLF	-	protein_coding	1	p34.2	-	-	-	-	0.006	largescale	0.006	-	7355	20.742	0.831	-	-	-	-	-	-	-	-	-	-	-	-	0.009	2.214	0.009	2.214
RNU6-590P	-	snRNA	12	p13.1	-	-	-	-	0.000	largescale	0.0	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.000	2.200	0.000	2.200
CRTAP	-	protein_coding	3	p22.3	-	-	-	-	0.017	largescale	0.017	-	35741	94.034	-0.333	-	-	-	-	-	-	-	-	-	-	-	-	0.026	2.240	0.026	2.240
ADPGK	-	protein_coding	15	q24.1	-	-	-	-	0.021	largescale	0.021	-	8612	25.577	0.221	-	-	-	-	-	-	-	-	-	-	-	-	0.032	2.250	0.032	2.250
HPYR1	-	lincRNA	8	q24.22	-	-	-	-	0.017	largescale	0.017	-	1	0.018	-	-	-	-	-	-	-	-	-	-	-	-	-	0.026	2.240	0.026	2.240
CPEB4	-	protein_coding	5	q35.2	-	-	-	-	0.016	largescale	0.016	-	22112	37.918	-0.116	-	-	-	-	-	-	-	-	-	-	-	-	0.025	2.238	0.025	2.238
CPEB1	-	protein_coding	15	q25.2	-	-	-	-	0.021	largescale	0.021	-	873	1.872	1.316	-	-	-	-	-	-	-	-	-	-	-	-	0.032	2.250	0.032	2.250
CPEB3	-	protein_coding	10	q23.32	-	-	-	-	-0.579	largescale	-0.579	-	3546	7.911	1.195	-	-	-	-	-	-	-	-	-	-	-	-	-1.025	1.081	-1.025	1.081
CPEB2	-	protein_coding	4	p15.33	-	-	-	-	-0.018	largescale	-0.018	-	17793	43.669	0.699	-	-	-	-	-	-	-	-	-	-	-	-	-0.028	2.158	-0.028	2.158
SRBD1	-	protein_coding	2	p21	-	-	-	-	0.005	largescale	0.005	-	5106	17.827	0.671	-	-	-	-	-	-	-	-	-	-	-	-	0.008	2.212	0.008	2.212
ABAT	P80404	protein_coding	16	p13.2	-	-	-	-	0.025	largescale	0.025	-	45920	83.010	-0.344	-	-	-	-	-	-	-	-	-	-	-	-	0.038	2.259	0.038	2.259
POU5F1B	-	protein_coding	8	q24.21	-	-	-	-	0.017	largescale	0.017	-	34	0.112	-	-	-	-	-	-	-	-	-	-	-	-	-	0.026	2.240	0.026	2.240
PHOX2A	-	protein_coding	11	q13.4	-	-	-	-	-0.003	largescale	-0.003	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.005	2.193	-0.005	2.193
OR4A44P	-	pseudogene	11	p11.2	-	-	-	-	-0.003	largescale	-0.003	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.005	2.193	-0.005	2.193
PHOX2B	-	protein_coding	4	p13	-	yes	-	-	-0.018	largescale	-0.018	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.028	2.158	-0.028	2.158
NLRP14	-	protein_coding	11	p15.4	-	-	-	-	-0.003	largescale	-0.003	-	42	0.204	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.005	2.193	-0.005	2.193
UPK2	-	protein_coding	11	q23.3	-	-	-	-	-0.003	largescale	-0.003	-	7	0.111	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.005	2.193	-0.005	2.193
CFH	-	protein_coding	1	q31.3	-	-	-	-	0.006	largescale	0.006	-	3671	7.940	-0.118	-	-	-	-	-	-	-	-	-	-	-	-	0.009	2.214	0.009	2.214
CFI	P05156	protein_coding	4	q25	-	-	-	-	-0.018	largescale	-0.018	-	26834	122.041	0.335	-	-	-	-	-	-	-	-	-	-	-	-	-0.028	2.158	-0.028	2.158
ANKFY1	-	protein_coding	17	p13.2	-	-	-	-	0.028	focal	0.028	-	23832	29.726	0.162	-	-	-	-	-	-	-	-	-	-	-	-	0.043	2.266	0.043	2.266
RNU6-347P	-	snRNA	20	q13.2	-	-	-	-	0.132	largescale	0.132	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.198	2.524	0.198	2.524
CFB	P00751	protein_coding	6	p21.33	-	-	-	-	0.024	largescale	0.024	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.037	2.257	0.037	2.257
TPT1-AS1	-	antisense	13	q14.13	-	-	-	-	0.027	focal	0.027	-	3088	6.415	1.053	-	-	-	-	-	-	-	-	-	-	-	-	0.041	2.264	0.041	2.264
CFP	-	protein_coding	X	p11.23	-	-	-	-	-0.017	largescale	-0.017	-	58	0.223	-1.671	-	-	-	-	-	-	-	-	-	-	-	-	-0.026	2.160	-0.026	2.160
RNU5B-1	-	snRNA	15	q22.31	-	-	-	-	0.021	largescale	0.021	-	1	0.152	-	-	-	-	-	-	-	-	-	-	-	-	-	0.032	2.250	0.032	2.250
AAAS	-	protein_coding	12	q13.13	-	-	-	-	0.000	largescale	0.0	-	6778	28.852	0.574	-	-	-	-	-	-	-	-	-	-	-	-	0.000	2.200	0.000	2.200
RNU6-767P	-	snRNA	17	p11.2	-	-	-	-	0.030	largescale	0.03	-	1	0.165	-	-	-	-	-	-	-	-	-	-	-	-	-	0.046	2.271	0.046	2.271
SIDT1	-	protein_coding	3	q13.2	-	-	-	-	0.017	largescale	0.017	-	342	0.746	0.016	-	-	-	-	-	-	-	-	-	-	-	-	0.026	2.240	0.026	2.240
SIDT2	-	protein_coding	11	q23.3	-	-	-	-	-0.003	largescale	-0.003	-	3594	6.987	-0.528	-	-	-	-	-	-	-	-	-	-	-	-	-0.005	2.193	-0.005	2.193
SAGE1	-	protein_coding	X	q26.3	-	-	-	-	-0.017	largescale	-0.017	-	20	0.114	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.026	2.160	-0.026	2.160
TGIF2LX	-	protein_coding	X	q21.31	-	-	-	-	-0.017	largescale	-0.017	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.026	2.160	-0.026	2.160
AAGAB	-	protein_coding	15	q22.33,q23	-	-	-	-	0.021	largescale	0.021	-	12918	59.364	0.582	-	-	-	-	-	-	-	-	-	-	-	-	0.032	2.250	0.032	2.250
C4orf19	-	protein_coding	4	p14	-	-	-	-	-0.018	largescale	-0.018	-	933	5.933	0.578	-	-	-	-	-	-	-	-	-	-	-	-	-0.028	2.158	-0.028	2.158
SLC7A6OS	-	protein_coding	16	q22.1	-	-	-	-	0.020	largescale	0.02	-	4022	13.658	0.207	-	-	-	-	-	-	-	-	-	-	-	-	0.031	2.247	0.031	2.247
C4orf17	-	protein_coding	4	q23	-	-	-	-	-0.018	largescale	-0.018	-	20	0.108	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.028	2.158	-0.028	2.158
CDH26	-	protein_coding	20	q13.33	-	-	-	-	0.132	largescale	0.132	-	136	0.416	-0.300	-	-	-	-	-	-	-	-	-	-	-	-	0.198	2.524	0.198	2.524
EIF3EP2	-	pseudogene	2	q24.2	-	-	-	-	0.005	largescale	0.005	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.008	2.212	0.008	2.212
EIF3EP1	-	pseudogene	6	q13	-	-	-	-	0.009	largescale	0.009	-	1567	20.974	0.592	-	-	-	-	-	-	-	-	-	-	-	-	0.014	2.221	0.014	2.221
RNU6-67P	-	snRNA	13	q31.1	-	-	-	-	-0.596	largescale	-0.596	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-1.061	1.055	-1.061	1.055
SCYL1	-	protein_coding	11	q13.1	-	-	-	-	-0.003	largescale	-0.003	-	2283	9.391	-0.069	-	-	-	-	-	-	-	-	-	-	-	-	-0.005	2.193	-0.005	2.193
IGLVI-38	-	IG_V_pseudogene	22	q11.22	-	-	-	-	0.028	largescale	0.028	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.043	2.266	0.043	2.266
NBEAP1	-	pseudogene	15	q11.2	-	-	-	-	0.021	largescale	0.021	-	20	0.095	-	-	-	-	-	-	-	-	-	-	-	-	-	0.032	2.250	0.032	2.250
NBEAP3	-	pseudogene	22	q11.1	-	-	-	-	0.028	largescale	0.028	-	36	0.926	-	-	-	-	-	-	-	-	-	-	-	-	-	0.043	2.266	0.043	2.266
RFPL4AL1	-	protein_coding	19	q13.42	-	-	-	-	0.025	largescale	0.025	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.038	2.259	0.038	2.259
RNU6ATAC39P	-	snRNA	10	p13	-	-	-	-	-0.579	largescale	-0.579	-	2	0.236	-	-	-	-	-	-	-	-	-	-	-	-	-	-1.025	1.081	-1.025	1.081
ABCE1	P61221	protein_coding	4	q31.21	-	-	-	-	-0.018	largescale	-0.018	-	20466	57.541	-0.089	-	-	-	-	-	-	-	-	-	-	-	-	-0.028	2.158	-0.028	2.158
TEN1-CDK3	-	processed_transcript	17	q25.1	-	-	-	-	0.030	largescale	0.03	-	46	0.208	-1.024	-	-	-	-	-	-	-	-	-	-	-	-	0.046	2.271	0.046	2.271
ZNF197-AS1	-	antisense	3	p21.31	-	-	-	-	0.017	largescale	0.017	-	191	5.400	-0.051	-	-	-	-	-	-	-	-	-	-	-	-	0.026	2.240	0.026	2.240
MKRN2OS	-	protein_coding	3	p25.2	-	-	-	-	0.017	largescale	0.017	-	26	0.250	-	-	-	-	-	-	-	-	-	-	-	-	-	0.026	2.240	0.026	2.240
MSL3P1	-	pseudogene	2	q37.1	-	-	-	-	0.005	largescale	0.005	-	89	0.688	-0.551	-	-	-	-	-	-	-	-	-	-	-	-	0.008	2.212	0.008	2.212
NCBP2-AS1	-	antisense	3	q29	-	-	-	-	0.021	focal	0.021	-	3	0.094	-	-	-	-	-	-	-	-	-	-	-	-	-	0.032	2.250	0.032	2.250
SNORD115-1	-	snoRNA	15	q11.2	-	-	-	-	0.021	largescale	0.021	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.032	2.250	0.032	2.250
NCBP2-AS2	-	lincRNA	3	q29	-	-	-	-	0.021	focal	0.021	-	683	13.105	-0.584	-	-	-	-	-	-	-	-	-	-	-	-	0.032	2.250	0.032	2.250
MDC1-AS1	-	antisense	6	p21.33	-	-	-	-	0.024	largescale	0.024	-	14	0.334	-	-	-	-	-	-	-	-	-	-	-	-	-	0.037	2.257	0.037	2.257
SPPL2A	-	protein_coding	15	q21.2	-	-	-	-	0.021	largescale	0.021	-	7852	44.601	0.127	-	-	-	-	-	-	-	-	-	-	-	-	0.032	2.250	0.032	2.250
RNU6-163P	-	snRNA	10	p15.1	-	-	-	-	-0.579	largescale	-0.579	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-1.025	1.081	-1.025	1.081
ZNF117	-	protein_coding	7	q11.21	-	-	-	-	0.423	largescale	0.423	-	3111	12.226	-0.522	-	-	-	-	-	-	-	-	-	-	-	-	0.608	3.353	0.608	3.353
ZNF114	-	protein_coding	19	q13.33	-	-	-	-	0.025	largescale	0.025	-	831	4.742	0.221	-	-	-	-	-	-	-	-	-	-	-	-	0.038	2.259	0.038	2.259
ZNF112	-	protein_coding	19	q13.31	-	-	-	-	0.025	largescale	0.025	-	2040	9.338	-0.984	-	-	-	-	-	-	-	-	-	-	-	-	0.038	2.259	0.038	2.259
SEZ6L	-	protein_coding	22	q12.1	-	-	-	-	0.028	largescale	0.028	-	4536	11.172	-1.160	-	-	-	-	-	-	-	-	-	-	-	-	0.043	2.266	0.043	2.266
FAM197Y7P	-	antisense	Y	p11.2	-	-	-	-	0.043	largescale	0.043	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	NA	NA	NA	NA
PRKAR2A	-	protein_coding	3	p21.31	-	-	-	-	0.017	largescale	0.017	-	15062	39.932	0.834	-	-	-	-	-	-	-	-	-	-	-	-	0.026	2.240	0.026	2.240
PRKAR2B	P31323	protein_coding	7	q22.3	-	-	-	-	0.427	largescale	0.427	-	12422	50.673	1.011	-	-	-	-	-	-	-	-	-	-	-	-	0.613	3.366	0.613	3.366
MAGT1	-	protein_coding	X	q21.1	-	-	-	-	-0.017	largescale	-0.017	-	32553	117.935	0.050	-	-	-	-	-	-	-	-	-	-	-	-	-0.026	2.160	-0.026	2.160
RNU7-119P	-	snRNA	3	p13	-	-	-	-	0.017	largescale	0.017	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.026	2.240	0.026	2.240
TMEM200B	-	protein_coding	1	p35.3	-	-	-	-	0.006	largescale	0.006	-	946	6.314	2.174	-	-	-	-	-	-	-	-	-	-	-	-	0.009	2.214	0.009	2.214
RNU7-104P	-	snRNA	2	q31.2	-	-	-	-	0.005	largescale	0.005	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.008	2.212	0.008	2.212
ITGA2B	P08514	protein_coding	17	q21.31	-	-	-	-	0.030	largescale	0.03	-	41	0.130	-1.042	-	-	-	-	-	-	-	-	-	-	-	-	0.046	2.271	0.046	2.271
FAM58DP	-	pseudogene	13	q12.11	-	-	-	-	0.028	focal	0.028	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.043	2.266	0.043	2.266
PHACTR4	-	protein_coding	1	p35.3	-	-	-	-	0.006	largescale	0.006	-	7964	19.579	0.066	-	-	-	-	-	-	-	-	-	-	-	-	0.009	2.214	0.009	2.214
NLGN2	Q8NFZ4	protein_coding	17	p13.1	-	-	-	-	0.028	focal	0.028	-	9189	29.164	1.118	-	-	-	-	-	-	-	-	-	-	-	-	0.043	2.266	0.043	2.266
NLGN3	Q9NZ94	protein_coding	X	q13.1	-	-	-	-	-0.017	largescale	-0.017	-	8873	39.015	-1.417	-	-	-	-	-	-	-	-	-	-	-	-	-0.026	2.160	-0.026	2.160
