Gene	Uniprot	Biotype	Chr	Cytoband	Druggable	Cancer_Gene_Census	Oncogene	Tumor_suppressor	CNV_log2_ratios	CNV_type	CNV_max_abs_log2	SV	RNA_raw_count	RNA_TPM	RNA_z_score	Variant	Variant_Chr_Pos	Actionable	Variant_Impact	DNA_Tumor_VAF	DNA_Tumor_DP	DNA_Normal_VAF	DNA_Normal_DP	RNA_Tumor_VAF	RNA_Tumor_DP	Tier	Drugs	CNV_log2_adj	CNV_copies	CNV_log2_max_adj	CNV_max_copies
CHST3	-	protein_coding	10	q22.1	-	-	-	-	-0.311	focal	-0.311	-	1876	6.784	-0.075	-	-	-	-	-	-	-	-	-	-	-	-	-0.318	1.853	-0.318	1.853
CHST2	-	protein_coding	3	q24	-	-	-	-	-0.641	largescale	-0.641	-	656	4.689	-0.982	-	-	-	-	-	-	-	-	-	-	-	-	-0.658	1.464	-0.658	1.464
CHST5	-	protein_coding	16	q23.1	-	-	-	-	-0.180	largescale	-0.18	-	4	0.030	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.184	2.034	-0.184	2.034
CHST4	-	protein_coding	16	q22.2	-	-	-	-	-0.180	largescale	-0.18	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.184	2.034	-0.184	2.034
CHST7	-	protein_coding	X	p11.23	-	-	-	-	0.123	largescale	0.123	-	493	5.429	0.151	-	-	-	-	-	-	-	-	-	-	-	-	0.125	1.260	0.125	1.260
CHST6	-	protein_coding	16	q23.1	-	-	-	-	-0.180	largescale	-0.18	-	15	0.109	-1.775	-	-	-	-	-	-	-	-	-	-	-	-	-0.184	2.034	-0.184	2.034
ITGAX	P20702	protein_coding	16	p11.2	-	-	-	-	-0.180	largescale	-0.18	-	264	1.019	-1.076	-	-	-	-	-	-	-	-	-	-	-	-	-0.184	2.034	-0.184	2.034
RPS4XP3	-	pseudogene	20	q13.31	-	-	-	-	0.146	largescale	0.146	-	6	0.366	-	-	-	-	-	-	-	-	-	-	-	-	-	0.149	2.561	0.149	2.561
RNA5SP356	-	rRNA	12	p11.22	-	-	-	-	0.357	focal	0.357	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.363	2.972	0.363	2.972
RPS4XP6	-	pseudogene	5	p13.2	-	-	-	-	-0.148	largescale	-0.148	-	2	0.063	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.151	2.080	-0.151	2.080
RPS4XP7	-	pseudogene	6	p23	-	-	-	-	-0.739	focal	-0.739	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.759	1.365	-0.759	1.365
RPS4XP4	-	pseudogene	1	p36.12	-	-	-	-	0.018	focal	0.018	-	14	0.462	-	-	-	-	-	-	-	-	-	-	-	-	-	0.018	2.340	0.018	2.340
BCL2A1	Q16548	protein_coding	15	q25.1	-	-	-	-	0.116	largescale	0.116	-	544	12.591	-0.221	-	-	-	-	-	-	-	-	-	-	-	-	0.118	2.507	0.118	2.507
RPS4XP8	-	pseudogene	6	q25.2	-	-	-	-	-0.727	largescale	-0.727	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.746	1.377	-0.746	1.377
RPS4XP9	-	pseudogene	6	q22.32	-	-	-	-	-0.687	largescale	-0.687	-	2	0.065	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.705	1.417	-0.705	1.417
RNU4-76P	-	snRNA	6	q22.31	-	-	-	-	-0.687	largescale	-0.687	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.705	1.417	-0.705	1.417
ITGAV	P06756	protein_coding	2	q32.1	yes	-	-	-	-0.119	largescale	-0.119	-	18642	57.226	-1.212	-	-	-	-	-	-	-	-	-	-	-	CILENGITIDE	-0.122	2.123	-0.122	2.123
ITGAL	P20701	protein_coding	16	p11.2	-	-	-	-	-0.180	largescale	-0.18	-	52	0.203	-1.231	-	-	-	-	-	-	-	-	-	-	-	-	-0.184	2.034	-0.184	2.034
ITGAM	P11215	protein_coding	16	p11.2	-	-	-	-	-0.180	largescale	-0.18	-	47	0.209	-1.806	-	-	-	-	-	-	-	-	-	-	-	-	-0.184	2.034	-0.184	2.034
ITGAD	Q13349	protein_coding	16	p11.2	-	-	-	-	-0.180	largescale	-0.18	-	10	0.057	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.184	2.034	-0.184	2.034
ITGAE	P38570	protein_coding	17	p13.2	-	-	-	-	0.093	largescale	0.093	-	49700	188.179	2.945	-	-	-	-	-	-	-	-	-	-	-	-	0.095	2.467	0.095	2.467
ATP1B3-AS1	-	antisense	3	q23	-	-	-	-	-0.641	largescale	-0.641	-	3	0.201	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.658	1.464	-0.658	1.464
IGF2R	P11717	protein_coding	6	q25.3	-	-	-	-	-0.727	largescale	-0.727	-	2229	5.642	-0.491	-	-	-	-	-	-	-	-	-	-	-	-	-0.746	1.377	-0.746	1.377
SLC36A4	-	protein_coding	11	q21	-	-	-	-	0.083	largescale	0.083	-	4348	11.320	-0.179	-	-	-	-	-	-	-	-	-	-	-	-	0.085	2.450	0.085	2.450
SLC36A3	-	protein_coding	5	q33.1	-	-	-	-	-0.204	largescale	-0.204	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.208	1.999	-0.208	1.999
CKS1B	P61024	protein_coding	5	q12.1,q21.3	-	-	-	-	0.130,-0.148	largescale,largescale	-0.148	-	73	7.667	2.952	-	-	-	-	-	-	-	-	-	-	-	-	0.133,-0.151	2.532,2.080	-0.151	2.080
SLC36A1	Q7Z2H8	protein_coding	5	q33.1	-	-	-	-	-0.204	largescale	-0.204	-	999	3.572	0.288	-	-	-	-	-	-	-	-	-	-	-	-	-0.208	1.999	-0.208	1.999
ARTN	-	protein_coding	1	p34.1	-	-	-	-	-0.793	largescale	-0.793	-	129	1.223	0.693	-	-	-	-	-	-	-	-	-	-	-	-	-0.815	1.313	-0.815	1.313
ART1	P52961	protein_coding	11	p15.4	-	-	-	-	0.104	focal	0.104	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.106	2.486	0.106	2.486
ART3	-	protein_coding	4	q21.1	-	-	-	-	-0.833	focal	-0.833	-	11	0.085	-1.459	-	-	-	-	-	-	-	-	-	-	-	-	-0.856	1.276	-0.856	1.276
ART5	-	protein_coding	11	p15.4	-	-	-	-	0.104	focal	0.104	-	11	0.164	-	-	-	-	-	-	-	-	-	-	-	-	-	0.106	2.486	0.106	2.486
ART4	-	protein_coding	12	p12.3	-	-	-	-	0.380	focal	0.38	-	1	0.005	-	-	-	-	-	-	-	-	-	-	-	-	-	0.387	3.020	0.387	3.020
CRTAM	-	protein_coding	11	q24.1	-	-	-	-	0.083	largescale	0.083	-	28	0.264	-	-	-	-	-	-	-	-	-	-	-	-	-	0.085	2.450	0.085	2.450
DPYD-IT1	-	sense_intronic	1	p21.3	-	-	-	-	1.431	focal	1.431	-	1	0.063	-	-	-	-	-	-	-	-	-	-	-	-	-	1.449	6.309	1.449	6.309
CADPS2	-	protein_coding	7	q31.32	-	-	-	-	0.949	focal	0.949	-	3216	12.737	0.599	-	-	-	-	-	-	-	-	-	-	-	-	0.963	4.503	0.963	4.503
RLF	-	protein_coding	1	p34.2	-	-	-	-	0.643,1.071	focal,focal	1.071	1:40652988-1:41420554	6908	27.877	1.076	-	-	-	-	-	-	-	-	-	-	-	-	0.654,1.086	3.634,4.905	1.086	4.905
RNU6-590P	-	snRNA	12	p13.1	-	-	-	-	0.380	focal	0.38	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.387	3.020	0.387	3.020
CRTAP	-	protein_coding	3	p22.3	-	-	-	-	0.203	largescale	0.203	-	9220	34.712	-0.824	-	-	-	-	-	-	-	-	-	-	-	-	0.207	2.666	0.207	2.666
ADPGK	-	protein_coding	15	q24.1	-	-	-	-	0.116	largescale	0.116	-	6140	26.094	1.252	-	-	-	-	-	-	-	-	-	-	-	-	0.118	2.507	0.118	2.507
HPYR1	-	lincRNA	8	q24.22	-	-	-	-	0.121	largescale	0.121	-	1	0.026	-	-	-	-	-	-	-	-	-	-	-	-	-	0.123	2.516	0.123	2.516
CPEB4	-	protein_coding	5	q35.2	-	-	-	-	-0.204	largescale	-0.204	-	6898	16.926	-0.797	-	-	-	-	-	-	-	-	-	-	-	-	-0.208	1.999	-0.208	1.999
CPEB1	-	protein_coding	15	q25.2	-	-	-	-	0.116	largescale	0.116	-	68	0.209	-1.076	-	-	-	-	-	-	-	-	-	-	-	-	0.118	2.507	0.118	2.507
CPEB3	-	protein_coding	10	q23.32	-	-	-	-	-0.023	largescale	-0.023	-	552	1.762	0.040	-	-	-	-	-	-	-	-	-	-	-	-	-0.023	2.273	-0.023	2.273
CPEB2	-	protein_coding	4	p15.33	-	-	-	-	0.073	largescale	0.073	-	1003	3.523	-2.485	-	-	-	-	-	-	-	-	-	-	-	-	0.074	2.432	0.074	2.432
SRBD1	-	protein_coding	2	p21	-	-	-	-	-0.138	largescale	-0.138	-	1413	7.060	-0.682	-	-	-	-	-	-	-	-	-	-	-	-	-0.141	2.095	-0.141	2.095
ABAT	P80404	protein_coding	16	p13.2	-	-	-	-	-0.180	largescale	-0.18	-	14481	37.459	-0.066	-	-	-	-	-	-	-	-	-	-	-	-	-0.184	2.034	-0.184	2.034
POU5F1B	-	protein_coding	8	q24.21	-	-	-	-	0.121	largescale	0.121	-	11	0.052	-	-	-	-	-	-	-	-	-	-	-	-	-	0.123	2.516	0.123	2.516
PHOX2A	-	protein_coding	11	q13.4	-	-	-	-	0.083	largescale	0.083	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.085	2.450	0.085	2.450
OR4A44P	-	pseudogene	11	p11.2	-	-	-	-	0.083	largescale	0.083	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.085	2.450	0.085	2.450
PHOX2B	-	protein_coding	4	p13	-	yes	-	-	0.073	largescale	0.073	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.074	2.432	0.074	2.432
NLRP14	-	protein_coding	11	p15.4	-	-	-	-	0.104	focal	0.104	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.106	2.486	0.106	2.486
UPK2	-	protein_coding	11	q23.3	-	-	-	-	0.083	largescale	0.083	-	100	2.279	-	-	-	-	-	-	-	-	-	-	-	-	-	0.085	2.450	0.085	2.450
CFH	-	protein_coding	1	q31.3	-	-	-	-	0.130	largescale	0.13	-	752	2.327	-0.688	-	-	-	-	-	-	-	-	-	-	-	-	0.133	2.532	0.133	2.532
CFI	P05156	protein_coding	4	q25	-	-	-	-	-0.801	largescale	-0.801	-	563	3.664	-1.251	-	-	-	-	-	-	-	-	-	-	-	-	-0.823	1.306	-0.823	1.306
ANKFY1	-	protein_coding	17	p13.2	-	-	-	-	0.093	largescale	0.093	-	6862	12.248	-0.270	-	-	-	-	-	-	-	-	-	-	-	-	0.095	2.467	0.095	2.467
RNU6-347P	-	snRNA	20	q13.2	-	-	-	-	0.146	largescale	0.146	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.149	2.561	0.149	2.561
CFB	P00751	protein_coding	6	p21.33	-	-	-	-	0.086	largescale	0.086	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.088	2.455	0.088	2.455
TPT1-AS1	-	antisense	13	q14.13	-	-	-	-	-0.115	largescale	-0.115	-	2003	5.954	1.617	-	-	-	-	-	-	-	-	-	-	-	-	-0.117	2.129	-0.117	2.129
CFP	-	protein_coding	X	p11.23	-	-	-	-	0.123	largescale	0.123	-	221	1.217	1.244	-	-	-	-	-	-	-	-	-	-	-	-	0.125	1.260	0.125	1.260
RNU5B-1	-	snRNA	15	q22.31	-	-	-	-	0.116	largescale	0.116	-	6	1.304	-	-	-	-	-	-	-	-	-	-	-	-	-	0.118	2.507	0.118	2.507
AAAS	-	protein_coding	12	q13.13	-	-	-	-	0.354	largescale	0.354	-	3533	21.520	0.633	-	-	-	-	-	-	-	-	-	-	-	-	0.360	2.966	0.360	2.966
RNU6-767P	-	snRNA	17	p11.2	-	-	-	-	0.093	largescale	0.093	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.095	2.467	0.095	2.467
SIDT1	-	protein_coding	3	q13.2	-	-	-	-	-0.641	largescale	-0.641	-	68	0.212	-0.855	-	-	-	-	-	-	-	-	-	-	-	-	-0.658	1.464	-0.658	1.464
SIDT2	-	protein_coding	11	q23.3	-	-	-	-	0.083	largescale	0.083	-	1190	3.310	-1.432	-	-	-	-	-	-	-	-	-	-	-	-	0.085	2.450	0.085	2.450
SAGE1	-	protein_coding	X	q26.3	-	-	-	-	0.122	largescale	0.122	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.124	1.259	0.124	1.259
TGIF2LX	-	protein_coding	X	q21.31	-	-	-	-	0.122	largescale	0.122	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.124	1.259	0.124	1.259
AAGAB	-	protein_coding	15	q22.33,q23	-	-	-	-	0.116	largescale	0.116	-	8337	54.823	2.255	-	-	-	-	-	-	-	-	-	-	-	-	0.118	2.507	0.118	2.507
C4orf19	-	protein_coding	4	p14	-	-	-	-	0.073	largescale	0.073	-	355	3.230	1.310	-	-	-	-	-	-	-	-	-	-	-	-	0.074	2.432	0.074	2.432
SLC7A6OS	-	protein_coding	16	q22.1	-	-	-	-	-0.180	largescale	-0.18	-	1654	8.037	1.320	-	-	-	-	-	-	-	-	-	-	-	-	-0.184	2.034	-0.184	2.034
C4orf17	-	protein_coding	4	q23	-	-	-	-	-0.801	largescale	-0.801	-	78	0.603	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.823	1.306	-0.823	1.306
CDH26	-	protein_coding	20	q13.33	-	-	-	-	0.146	largescale	0.146	-	116	0.508	0.210	-	-	-	-	-	-	-	-	-	-	-	-	0.149	2.561	0.149	2.561
EIF3EP2	-	pseudogene	2	q24.2	-	-	-	-	-0.119	largescale	-0.119	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.122	2.123	-0.122	2.123
EIF3EP1	-	pseudogene	6	q13	-	-	-	-	-0.708	focal	-0.708	-	459	8.791	-0.239	-	-	-	-	-	-	-	-	-	-	-	-	-0.727	1.396	-0.727	1.396
RNU6-67P	-	snRNA	13	q31.1	-	-	-	-	-0.115	largescale	-0.115	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.117	2.129	-0.117	2.129
SCYL1	-	protein_coding	11	q13.1	-	-	-	-	0.083	largescale	0.083	-	2828	16.647	-0.077	-	-	-	-	-	-	-	-	-	-	-	-	0.085	2.450	0.085	2.450
IGLVI-38	-	IG_V_pseudogene	22	q11.22	-	-	-	-	0.039	focal	0.039	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.040	2.375	0.040	2.375
NBEAP1	-	pseudogene	15	q11.2	-	-	-	-	-0.006	focal	-0.006	-	1	0.007	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.006	2.300	-0.006	2.300
NBEAP3	-	pseudogene	22	q11.1	-	-	-	-	0.039	focal	0.039	-	1	0.037	-	-	-	-	-	-	-	-	-	-	-	-	-	0.040	2.375	0.040	2.375
RFPL4AL1	-	protein_coding	19	q13.42	-	-	-	-	0.073	focal	0.073	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.074	2.432	0.074	2.432
RNU6ATAC39P	-	snRNA	10	p13	-	-	-	-	-0.214	largescale	-0.214	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.219	1.985	-0.219	1.985
ABCE1	P61221	protein_coding	4	q31.21	-	-	-	-	-0.819	focal	-0.819	-	4735	19.050	-2.473	-	-	-	-	-	-	-	-	-	-	-	-	-0.842	1.289	-0.842	1.289
TEN1-CDK3	-	processed_transcript	17	q25.1	-	-	-	-	0.093	largescale	0.093	-	117	0.757	0.448	-	-	-	-	-	-	-	-	-	-	-	-	0.095	2.467	0.095	2.467
ZNF197-AS1	-	antisense	3	p21.31	-	-	-	-	0.203	largescale	0.203	-	1122	45.394	2.397	-	-	-	-	-	-	-	-	-	-	-	-	0.207	2.666	0.207	2.666
MKRN2OS	-	protein_coding	3	p25.2	-	-	-	-	0.203	largescale	0.203	-	134	1.847	-	-	-	-	-	-	-	-	-	-	-	-	-	0.207	2.666	0.207	2.666
MSL3P1	-	pseudogene	2	q37.1	-	-	-	-	-0.202	focal	-0.202	-	138	1.527	-0.021	-	-	-	-	-	-	-	-	-	-	-	-	-0.206	2.002	-0.206	2.002
NCBP2-AS1	-	antisense	3	q29	-	-	-	-	0.211	focal	0.211	-	38	1.704	-	-	-	-	-	-	-	-	-	-	-	-	-	0.215	2.681	0.215	2.681
SNORD115-1	-	snoRNA	15	q11.2	-	-	-	-	-0.006	focal	-0.006	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.006	2.300	-0.006	2.300
NCBP2-AS2	-	lincRNA	3	q29	-	-	-	-	0.211	focal	0.211	-	4414	121.194	2.089	-	-	-	-	-	-	-	-	-	-	-	-	0.215	2.681	0.215	2.681
MDC1-AS1	-	antisense	6	p21.33	-	-	-	-	0.086	largescale	0.086	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	0.088	2.455	0.088	2.455
SPPL2A	-	protein_coding	15	q21.2	-	-	-	-	0.116	largescale	0.116	-	4803	39.039	0.837	-	-	-	-	-	-	-	-	-	-	-	-	0.118	2.507	0.118	2.507
RNU6-163P	-	snRNA	10	p15.1	-	-	-	-	-1.316	focal	-1.316	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-1.361	0.900	-1.361	0.900
ZNF117	-	protein_coding	7	q11.21	-	-	-	-	0.392	focal	0.392	-	3912	22.000	1.236	-	-	-	-	-	-	-	-	-	-	-	-	0.399	3.046	0.399	3.046
ZNF114	-	protein_coding	19	q13.33	-	-	-	-	0.073	focal	0.073	-	304	2.482	0.289	-	-	-	-	-	-	-	-	-	-	-	-	0.074	2.432	0.074	2.432
ZNF112	-	protein_coding	19	q13.31	-	-	-	-	0.152	focal	0.152	-	1072	7.022	0.393	-	-	-	-	-	-	-	-	-	-	-	-	0.155	2.572	0.155	2.572
SEZ6L	-	protein_coding	22	q12.1	-	-	-	-	-0.016,0.049	focal,focal	0.049	-	7200	25.375	0.113	-	-	-	-	-	-	-	-	-	-	-	-	-0.016,0.050	2.284,2.391	0.050	2.391
FAM197Y7P	-	antisense	Y	p11.2	-	-	-	-	-0.053	largescale	-0.053	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.054	1.112	-0.054	1.112
PRKAR2A	-	protein_coding	3	p21.31	-	-	-	-	0.203	largescale	0.203	-	4648	17.633	-0.280	-	-	-	-	-	-	-	-	-	-	-	-	0.207	2.666	0.207	2.666
PRKAR2B	P31323	protein_coding	7	q22.3	-	-	-	-	0.928	focal	0.928	-	5529	32.274	0.718	-	-	-	-	-	-	-	-	-	-	-	-	0.942	4.438	0.942	4.438
MAGT1	-	protein_coding	X	q21.1	-	-	-	-	0.122	largescale	0.122	-	2701	14.002	-1.069	-	-	-	-	-	-	-	-	-	-	-	-	0.124	1.259	0.124	1.259
RNU7-119P	-	snRNA	3	p13	-	-	-	-	0.203	largescale	0.203	-	1	0.400	-	-	-	-	-	-	-	-	-	-	-	-	-	0.207	2.666	0.207	2.666
TMEM200B	-	protein_coding	1	p35.3	-	-	-	-	1.642	focal	1.642	-	95	0.907	0.388	-	-	-	-	-	-	-	-	-	-	-	-	1.662	7.309	1.662	7.309
RNU7-104P	-	snRNA	2	q31.2	-	-	-	-	-0.119	largescale	-0.119	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.122	2.123	-0.122	2.123
ITGA2B	P08514	protein_coding	17	q21.31	-	-	-	-	0.093	largescale	0.093	-	117	0.531	0.335	-	-	-	-	-	-	-	-	-	-	-	-	0.095	2.467	0.095	2.467
FAM58DP	-	pseudogene	13	q12.11	-	-	-	-	-0.115	largescale	-0.115	-	0	0.000	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.117	2.129	-0.117	2.129
PHACTR4	-	protein_coding	1	p35.3	-	-	-	-	1.642	focal	1.642	-	12361	43.484	2.189	-	-	-	-	-	-	-	-	-	-	-	-	1.662	7.309	1.662	7.309
NLGN2	Q8NFZ4	protein_coding	17	p13.1	-	-	-	-	0.093	largescale	0.093	-	6601	29.978	0.537	-	-	-	-	-	-	-	-	-	-	-	-	0.095	2.467	0.095	2.467
