Gene	Uniprot	Biotype	Chr	Cytoband	Druggable	Cancer_Gene_Census	Oncogene	Tumor_suppressor	CNV_log2_ratios	CNV_type	CNV_max_abs_log2	SV	RNA_raw_count	RNA_TPM	RNA_z_score	Variant	Variant_Chr_Pos	Actionable	Variant_Impact	DNA_Tumor_VAF	DNA_Tumor_DP	DNA_Normal_VAF	DNA_Normal_DP	RNA_Tumor_VAF	RNA_Tumor_DP	Tier	Drugs	CNV_log2_adj	CNV_copies	CNV_log2_max_adj	CNV_max_copies
CA15P1	-	pseudogene	22	q11.21	-	-	-	-	-0.267	focal	-0.267	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.368	1.580	-0.368	1.580
CA15P2	-	pseudogene	22	q11.21	-	-	-	-	-0.267	focal	-0.267	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.368	1.580	-0.368	1.580
UFSP1	-	protein_coding	7	q22.1	-	-	-	-	0.404	largescale	0.404	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.517	2.919	0.517	2.919
UFSP2	-	protein_coding	4	q35.1	-	-	-	-	-0.683	focal	-0.683	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-1.008	1.014	-1.008	1.014
TEX28P2	-	protein_coding	X	q28	-	-	-	-	-0.074	focal	-0.074	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.100	1.904	-0.100	1.904
TEX28P1	-	protein_coding	X	q28	-	-	-	-	-0.074	focal	-0.074	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.100	1.904	-0.100	1.904
FAM212B	-	protein_coding	1	p13.2	-	-	-	-	-0.046	largescale	-0.046	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.062	1.955	-0.062	1.955
FAM212A	-	protein_coding	3	p21.31	-	-	-	-	-0.048	largescale	-0.048	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.064	1.951	-0.064	1.951
CHST9	-	protein_coding	18	q11.2	-	-	-	-	-0.057	largescale	-0.057	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.077	1.935	-0.077	1.935
CHST8	-	protein_coding	19	q13.11	-	-	-	-	0.202	largescale	0.202	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.264	2.449	0.264	2.449
CHST1	-	protein_coding	11	p11.2	-	-	-	-	-0.052	largescale	-0.052	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.070	1.944	-0.070	1.944
TTTY25P	-	pseudogene	Y	q11.223	-	-	-	-	0.252	largescale	0.252	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	NA	NA	NA	NA
CHST3	-	protein_coding	10	q22.1	-	-	-	-	-0.709	largescale	-0.709	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-1.052	0.984	-1.052	0.984
CHST2	-	protein_coding	3	q24	-	-	-	-	-0.048	largescale	-0.048	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.064	1.951	-0.064	1.951
CHST5	-	protein_coding	16	q23.1	-	-	-	-	-0.031	largescale	-0.031	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.041	1.982	-0.041	1.982
CHST4	-	protein_coding	16	q22.2	-	-	-	-	-0.031	largescale	-0.031	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.041	1.982	-0.041	1.982
CHST7	-	protein_coding	X	p11.23	-	-	-	-	-0.060	largescale	-0.06	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.081	1.929	-0.081	1.929
CHST6	-	protein_coding	16	q23.1	-	-	-	-	-0.031	largescale	-0.031	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.041	1.982	-0.041	1.982
ITGAX	P20702	protein_coding	16	p11.2	-	-	-	-	-0.039	largescale	-0.039	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.052	1.967	-0.052	1.967
RPS4XP3	-	pseudogene	20	q13.31	-	-	-	-	0.411	largescale	0.411	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.526	2.937	0.526	2.937
RNA5SP356	-	rRNA	12	p11.22	-	-	-	-	0.183	largescale	0.183	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.239	2.408	0.239	2.408
RPS4XP6	-	pseudogene	5	p13.2	-	-	-	-	-0.059	largescale	-0.059	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.079	1.931	-0.079	1.931
RPS4XP7	-	pseudogene	6	p23	-	-	-	-	-0.051	largescale	-0.051	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.068	1.946	-0.068	1.946
RPS4XP4	-	pseudogene	1	p36.12	-	-	-	-	-0.254	largescale	-0.254	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.350	1.601	-0.350	1.601
BCL2A1	Q16548	protein_coding	15	q25.1	-	-	-	-	-0.031	focal	-0.031	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.041	1.982	-0.041	1.982
RPS4XP8	-	pseudogene	6	q25.2	-	-	-	-	-0.046	largescale	-0.046	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.062	1.955	-0.062	1.955
RPS4XP9	-	pseudogene	6	q22.32	-	-	-	-	-0.046	largescale	-0.046	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.062	1.955	-0.062	1.955
RNU4-76P	-	snRNA	6	q22.31	-	-	-	-	-0.046	largescale	-0.046	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.062	1.955	-0.062	1.955
ITGAV	P06756	protein_coding	2	q32.1	yes	-	-	-	-0.045	largescale	-0.045	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	CILENGITIDE	-0.060	1.956	-0.060	1.956
ITGAL	P20701	protein_coding	16	p11.2	-	-	-	-	-0.039	largescale	-0.039	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.052	1.967	-0.052	1.967
ITGAM	P11215	protein_coding	16	p11.2	-	-	-	-	-0.039	largescale	-0.039	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.052	1.967	-0.052	1.967
ITGAD	Q13349	protein_coding	16	p11.2	-	-	-	-	-0.039	largescale	-0.039	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.052	1.967	-0.052	1.967
ITGAE	P38570	protein_coding	17	p13.2	-	-	-	-	-0.019	focal	-0.019	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.025	2.004	-0.025	2.004
ATP1B3-AS1	-	antisense	3	q23	-	-	-	-	-0.048	largescale	-0.048	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.064	1.951	-0.064	1.951
IGF2R	P11717	protein_coding	6	q25.3	-	-	-	-	-0.046	largescale	-0.046	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.062	1.955	-0.062	1.955
SLC36A4	-	protein_coding	11	q21	-	-	-	-	-0.045	largescale	-0.045	-	-	-	-	Splice_Site_Donor+Intron	11:92918856	-	HIGH	36.232	69	0.000	50	-	-	5	-	-0.060	1.956	-0.060	1.956
SLC36A3	-	protein_coding	5	q33.1	-	-	-	-	-0.044	largescale	-0.044	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.059	1.958	-0.059	1.958
CKS1B	P61024	protein_coding	5	q12.1,q21.3	-	-	-	-	-0.042,-0.046	largescale,largescale	-0.046	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.056,-0.062	1.962,1.955	-0.062	1.955
SLC36A1	Q7Z2H8	protein_coding	5	q33.1	-	-	-	-	-0.044	largescale	-0.044	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.059	1.958	-0.059	1.958
ARTN	-	protein_coding	1	p34.1	-	-	-	-	-0.046	largescale	-0.046	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.062	1.955	-0.062	1.955
ART1	P52961	protein_coding	11	p15.4	-	-	-	-	-0.039	focal	-0.039	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.052	1.967	-0.052	1.967
ART3	-	protein_coding	4	q21.1	-	-	-	-	-0.060	largescale	-0.06	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.081	1.929	-0.081	1.929
ART5	-	protein_coding	11	p15.4	-	-	-	-	-0.039	focal	-0.039	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.052	1.967	-0.052	1.967
ART4	-	protein_coding	12	p12.3	-	-	-	-	0.183	largescale	0.183	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.239	2.408	0.239	2.408
CRTAM	-	protein_coding	11	q24.1	-	-	-	-	-0.045	largescale	-0.045	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.060	1.956	-0.060	1.956
DPYD-IT1	-	sense_intronic	1	p21.3	-	-	-	-	-0.046	largescale	-0.046	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.062	1.955	-0.062	1.955
CADPS2	-	protein_coding	7	q31.32	-	-	-	-	0.404	largescale	0.404	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.517	2.919	0.517	2.919
RLF	-	protein_coding	1	p34.2	-	-	-	-	-0.046	largescale	-0.046	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.062	1.955	-0.062	1.955
RNU6-590P	-	snRNA	12	p13.1	-	-	-	-	0.183	largescale	0.183	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.239	2.408	0.239	2.408
CRTAP	-	protein_coding	3	p22.3	-	-	-	-	-0.048	largescale	-0.048	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.064	1.951	-0.064	1.951
ADPGK	-	protein_coding	15	q24.1	-	-	-	-	-0.030	largescale	-0.03	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.040	1.984	-0.040	1.984
HPYR1	-	lincRNA	8	q24.22	-	-	-	-	-0.053	largescale	-0.053	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.071	1.942	-0.071	1.942
CPEB4	-	protein_coding	5	q35.2	-	-	-	-	-0.044	largescale	-0.044	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.059	1.958	-0.059	1.958
CPEB1	-	protein_coding	15	q25.2	-	-	-	-	-0.031	focal	-0.031	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.041	1.982	-0.041	1.982
CPEB3	-	protein_coding	10	q23.32	-	-	-	-	-0.295	largescale	-0.295	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.408	1.537	-0.408	1.537
CPEB2	-	protein_coding	4	p15.33	-	-	-	-	-0.067	focal	-0.067	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.090	1.917	-0.090	1.917
SRBD1	-	protein_coding	2	p21	-	-	-	-	-0.044	largescale	-0.044	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.059	1.958	-0.059	1.958
ABAT	P80404	protein_coding	16	p13.2	-	-	-	-	-0.032	largescale	-0.032	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.043	1.980	-0.043	1.980
POU5F1B	-	protein_coding	8	q24.21	-	-	-	-	-0.053	largescale	-0.053	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.071	1.942	-0.071	1.942
PHOX2A	-	protein_coding	11	q13.4	-	-	-	-	-0.045	largescale	-0.045	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.060	1.956	-0.060	1.956
OR4A44P	-	pseudogene	11	p11.2	-	-	-	-	-0.052	largescale	-0.052	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.070	1.944	-0.070	1.944
PHOX2B	-	protein_coding	4	p13	-	yes	-	-	-0.055	focal	-0.055	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.074	1.938	-0.074	1.938
NLRP14	-	protein_coding	11	p15.4	-	-	-	-	-0.039	focal	-0.039	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.052	1.967	-0.052	1.967
UPK2	-	protein_coding	11	q23.3	-	-	-	-	-0.045	largescale	-0.045	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.060	1.956	-0.060	1.956
CFH	-	protein_coding	1	q31.3	-	-	-	-	-0.046	largescale	-0.046	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.062	1.955	-0.062	1.955
CFI	P05156	protein_coding	4	q25	-	-	-	-	-0.060	largescale	-0.06	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.081	1.929	-0.081	1.929
ANKFY1	-	protein_coding	17	p13.2	-	-	-	-	-0.019	focal	-0.019	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.025	2.004	-0.025	2.004
RNU6-347P	-	snRNA	20	q13.2	-	-	-	-	0.411	largescale	0.411	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.526	2.937	0.526	2.937
CFB	P00751	protein_coding	6	p21.33	-	-	-	-	-0.051	largescale	-0.051	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.068	1.946	-0.068	1.946
TPT1-AS1	-	antisense	13	q14.13	-	-	-	-	-0.060	largescale	-0.06	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.081	1.929	-0.081	1.929
CFP	-	protein_coding	X	p11.23	-	-	-	-	-0.060	largescale	-0.06	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.081	1.929	-0.081	1.929
RNU5B-1	-	snRNA	15	q22.31	-	-	-	-	-0.030	largescale	-0.03	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.040	1.984	-0.040	1.984
AAAS	-	protein_coding	12	q13.13	-	-	-	-	0.183	largescale	0.183	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.239	2.408	0.239	2.408
RNU6-767P	-	snRNA	17	p11.2	-	-	-	-	-0.019	focal	-0.019	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.025	2.004	-0.025	2.004
SIDT1	-	protein_coding	3	q13.2	-	-	-	-	-0.048	largescale	-0.048	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.064	1.951	-0.064	1.951
SIDT2	-	protein_coding	11	q23.3	-	-	-	-	-0.045	largescale	-0.045	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.060	1.956	-0.060	1.956
SAGE1	-	protein_coding	X	q26.3	-	-	-	-	-0.072	largescale	-0.072	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.097	1.908	-0.097	1.908
TGIF2LX	-	protein_coding	X	q21.31	-	-	-	-	-0.060	largescale	-0.06	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.081	1.929	-0.081	1.929
AAGAB	-	protein_coding	15	q22.33,q23	-	-	-	-	-0.030	largescale	-0.03	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.040	1.984	-0.040	1.984
C4orf19	-	protein_coding	4	p14	-	-	-	-	-0.055	focal	-0.055	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.074	1.938	-0.074	1.938
SLC7A6OS	-	protein_coding	16	q22.1	-	-	-	-	-0.031	largescale	-0.031	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.041	1.982	-0.041	1.982
C4orf17	-	protein_coding	4	q23	-	-	-	-	-0.060	largescale	-0.06	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.081	1.929	-0.081	1.929
CDH26	-	protein_coding	20	q13.33	-	-	-	-	0.411	largescale	0.411	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.526	2.937	0.526	2.937
EIF3EP2	-	pseudogene	2	q24.2	-	-	-	-	-0.045	largescale	-0.045	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.060	1.956	-0.060	1.956
EIF3EP1	-	pseudogene	6	q13	-	-	-	-	-0.051	largescale	-0.051	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.068	1.946	-0.068	1.946
RNU6-67P	-	snRNA	13	q31.1	-	-	-	-	-0.065	largescale	-0.065	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.087	1.920	-0.087	1.920
SCYL1	-	protein_coding	11	q13.1	-	-	-	-	-0.045	largescale	-0.045	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.060	1.956	-0.060	1.956
IGLVI-38	-	IG_V_pseudogene	22	q11.22	-	-	-	-	-0.267	focal	-0.267	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.368	1.580	-0.368	1.580
NBEAP1	-	pseudogene	15	q11.2	-	-	-	-	-0.052	focal	-0.052	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.070	1.944	-0.070	1.944
NBEAP3	-	pseudogene	22	q11.1	-	-	-	-	0.175	focal	0.175	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.229	2.391	0.229	2.391
RFPL4AL1	-	protein_coding	19	q13.42	-	-	-	-	-0.008	focal	-0.008	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.011	2.025	-0.011	2.025
RNU6ATAC39P	-	snRNA	10	p13	-	-	-	-	-0.698	largescale	-0.698	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-1.033	0.997	-1.033	0.997
ABCE1	P61221	protein_coding	4	q31.21	-	-	-	-	-0.060	largescale	-0.06	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.081	1.929	-0.081	1.929
TEN1-CDK3	-	processed_transcript	17	q25.1	-	-	-	-	-0.011	largescale	-0.011	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.015	2.019	-0.015	2.019
ZNF197-AS1	-	antisense	3	p21.31	-	-	-	-	-0.048	largescale	-0.048	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.064	1.951	-0.064	1.951
MKRN2OS	-	protein_coding	3	p25.2	-	-	-	-	-0.048	largescale	-0.048	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.064	1.951	-0.064	1.951
MSL3P1	-	pseudogene	2	q37.1	-	-	-	-	-0.691	focal	-0.691	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-1.022	1.005	-1.022	1.005
NCBP2-AS1	-	antisense	3	q29	-	-	-	-	-0.022	focal	-0.022	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.029	1.999	-0.029	1.999
SNORD115-1	-	snoRNA	15	q11.2	-	-	-	-	-0.052	focal	-0.052	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.070	1.944	-0.070	1.944
NCBP2-AS2	-	lincRNA	3	q29	-	-	-	-	-0.022	focal	-0.022	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.029	1.999	-0.029	1.999
MDC1-AS1	-	antisense	6	p21.33	-	-	-	-	-0.051	largescale	-0.051	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.068	1.946	-0.068	1.946
SPPL2A	-	protein_coding	15	q21.2	-	-	-	-	-0.030	largescale	-0.03	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.040	1.984	-0.040	1.984
RNU6-163P	-	snRNA	10	p15.1	-	-	-	-	-0.698	largescale	-0.698	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-1.033	0.997	-1.033	0.997
ZNF117	-	protein_coding	7	q11.21	-	-	-	-	0.404	largescale	0.404	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.517	2.919	0.517	2.919
ZNF114	-	protein_coding	19	q13.33	-	-	-	-	0.212	focal	0.212	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.276	2.471	0.276	2.471
ZNF112	-	protein_coding	19	q13.31	-	-	-	-	0.212	focal	0.212	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.276	2.471	0.276	2.471
SEZ6L	-	protein_coding	22	q12.1	-	-	-	-	-0.271	largescale	-0.271	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.374	1.574	-0.374	1.574
FAM197Y7P	-	antisense	Y	p11.2	-	-	-	-	0.252	largescale	0.252	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	NA	NA	NA	NA
PRKAR2A	-	protein_coding	3	p21.31	-	-	-	-	-0.048	largescale	-0.048	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.064	1.951	-0.064	1.951
PRKAR2B	P31323	protein_coding	7	q22.3	-	-	-	-	0.404	largescale	0.404	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.517	2.919	0.517	2.919
MAGT1	-	protein_coding	X	q21.1	-	-	-	-	-0.060	largescale	-0.06	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.081	1.929	-0.081	1.929
TMBIM6	-	protein_coding	12	q13.12	-	-	-	-	0.183	largescale	0.183	-	-	-	-	Splice_Site_Region+Utr_3_Prime	12:50158524	-	LOW	11.579	95	0.000	42	-	-	5	-	0.239	2.408	0.239	2.408
TMEM200B	-	protein_coding	1	p35.3	-	-	-	-	-0.254	largescale	-0.254	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.350	1.601	-0.350	1.601
RNU7-104P	-	snRNA	2	q31.2	-	-	-	-	-0.045	largescale	-0.045	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.060	1.956	-0.060	1.956
ITGA2B	P08514	protein_coding	17	q21.31	-	-	-	-	-0.015	largescale	-0.015	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.020	2.012	-0.020	2.012
FAM58DP	-	pseudogene	13	q12.11	-	-	-	-	-0.045	largescale	-0.045	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.060	1.956	-0.060	1.956
PHACTR4	-	protein_coding	1	p35.3	-	-	-	-	-0.254	largescale	-0.254	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.350	1.601	-0.350	1.601
NLGN2	Q8NFZ4	protein_coding	17	p13.1	-	-	-	-	-0.019	focal	-0.019	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.025	2.004	-0.025	2.004
NLGN3	Q9NZ94	protein_coding	X	q13.1	-	-	-	-	-0.060	largescale	-0.06	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-0.081	1.929	-0.081	1.929
PHACTR3	-	protein_coding	20	q13.33,q13.32	-	-	-	-	0.411	largescale	0.411	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.526	2.937	0.526	2.937
NUP107	-	protein_coding	12	q15	-	-	-	-	0.219	focal	0.219	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.285	2.486	0.285	2.486
